,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.147200021759443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107195773889142,0.321448142140295,0.416754679111771,0.216117593776961,-0.231410876022931,0,0,-0.0502251813242356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444936711549176
X601318.CH.EQUITY,0,0,0,0,0,0.246472040502054,0,0,0,-0.0836571026380113,0,0,0,0,0,0,0,0.0190124903201671,0,0,0,0,0,0,0,0,0,0,0,0.119247886609264,0.223321819712215,0.0219472236236087,0,0,0,0.218579964405337,0,0.0976465725974866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.799788472584752,0,0,0,0,0,0,0.000999028718970056,0,-0.0394126908225289,0,0,0,0.0419132001924305,0.121122318925828,0.0503462917555968,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0361489105016961,0,0,0,0,0,0,0,0,0.0453838692540792,0,0,0,0,0,0,0,0,0.00491566350551095,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.961753763333767,0,-0.0497076337083821,0,0,0,0,0,0,0,0,0,0.00656340574157372,0.0427603405792421,0,0,0,0,0,0,0,0,0,0,0,0,0.0299376363547457,0,0,0,0,0,0,0,0,0,0,0.0366904693590487,0,0,-0.0987805234960516,0,0,0.0241495331879063,-0.00415748734701521,0,0,0,-0.0945166698449129,-0.0453397955166206
X601628.CH.EQUITY,0.00216558155040002,0,0,0,0,0,0,0,0,0.239556247027376,0,0.16995705522352,0,0,0,0,0,0,0,0.0896589027773591,0,0,0,0,0,0,0,0,-0.132351459017161,0,0,0,0,0.0594716355377921,0,0,0,0.458262381697243,0,0,0,0,0,0,0,0.0988531604409367,0.292731995627068,0,0,0,0,0.0289468842964188
X600036.CH.EQUITY,0,0,0.241583414855087,0.144748564419108,0,0,0,0,0.0966765941182738,-0.0201393149572131,0,0,0,0,0,0,0.121713582068542,0.0746236854477118,0,0,0,0,0,0,0,0.0949153947113989,0,0,0,0,0.107154970877655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122715996299455,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.131428349266006,0.0759965230090089,0,0.0529043017400669,0,0,0,-0.0146354164993592,0,0,0,0,0,0,0,0,-0.0273553903984731,0,-0.0147449626351197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111571178763265,0,0,0,0,0,0,1.05412431595954,0,0.0235860923796137
X1299.HK.EQUITY,0,0.048298688585008,0,0,0,0,0,0,0,0,0,0,0,0,0.0124172300164966,0,0,0,0,0,0,0,0.37539506832738,-0.0486355905054445,0,0,0,0,0,0.00875598308245158,0,0.23980552745508,0,0.0620794751614942,0,0.00203033873905976,0,0,0,0,0,0.0845781055464878,0,0,0,0,0.14128841289761,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151667880129168,0,-4.33680868994202e-19,0,0,0,0,0,-0.055545251019815,0.505181366161151,0.163858311582357,0,0,0,0,0,0,0,0,-0.0982439666325675,0,0.108802931018585,0,0,0,0.0310459869620915,0.0656896329315701,0,-0.141629955666678,0,0.055805484565704,0,0.127369335379969,0
X388.HK.EQUITY,0,0,0,0,0.197608841951329,0,0,0.112674708091904,0.0746363610065266,0,0,0,0,0,0.0282392003248148,0,0,-0.191886136511729,0,0,0.0284983009249477,0,0.474058857785553,0,0,0,0.23778487830393,0,0,0.0410427112444249,0,0,0,0,-0.0411730749153665,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.235442719597554,0,0,0.105345387258226
X601658.CH.Equity,0,0.17093332380662,0.253400152976434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601642696178566,0,-0.118216686920228,0,-0.050477364546701,0,0,0,0,0,0,0.076475230111882,0,0,0,0,0,0,0,0,0,-0.119217212079246,0,0.755621533145472,0,0,0,-0.249323542039124,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0600288187010064,0,0,-0.109274593833684,-0.0263931410065863,0.0717741636271141,0,0,0.213540715793932,0,0,0.0209597243322869,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0647586429242785,0,0,0,0,0,0,0.146580613555201,0,0.146919891912538,0,0,0.192095535392208,0,0.0794439224522368,0,0,0.133914590681595,0,0,0.0561168362220284,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.00981048240187883,0,0,0,0,0,0,0.674128151893223,0,0,0,0.0276966631638261,0,0,0,-0.0301848573264861,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0237277178390739,0.129418264546479,0,0,0.0670332817837083,0,0.00700762350343285,0,0,0,0,0,0,0,-0.0100288956216594
X601166.CH.EQUITY,0,0,0,0,0,0.137719763839603,0.416822281220966,0.00371248940449063,0,0,0.055325443549296,0,0,0,0,0,0.0468938553956167,0,0,0,0,0.0732194681257445,0,0,0,0,0,0,0,0,0,0,0.0217970721582693,0,0.026658882514915,0,0,0.0286323263591443,0,0.0272956059598881,0,0,0,0,0,0,-0.0345894357790398,0,0,0.204926358153769,0,0
X601328.CH.EQUITY,0,0,0,0.200632808699515,0,0,0,0,0,0.00239917453867845,0,0.0169779943812174,0,0,0,0,0.103258434990651,0,0,0,0,0.214403366057482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246562872798228,0,0,0,0,0.0509781789980474,0,0
X000002.CH.EQUITY,0,0,0,0.259126368982591,-0.161168295785346,0,0,0,0,0,0,0,0.210412952361928,0.0282917801275835,0,0,0,0,0,0,0.012460991108429,0,0.147102041035042,0,0,-0.0314328861799202,0.0395352901177305,-0.110900331764575,0,0,0,0,0,0,-0.0432485742597775,0.11350416103286,0,0,0,0,0,0,0,0.116089156253345,0,0,0,0,0,0,0.0236297136907675,0
X600000.CH.EQUITY,0.0599713113799654,0,0.416688920698924,0,0,0.132363369149106,0,0,0,-0.0267251751271764,0,0,0,0,0,0,0,0,0,0,0.0321893731619658,0,0,0,0,0,0,0,0,0,-0.258295921222361,0,0,0,0.300524870313775,0,0,0,0,0,0,0,0.680135850746406,0,-0.0339930748957392,0.133155407134063,0,0,0.110285550712298,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.336503388346239,0,0,0,0,0,0,0,0,0,0,0.0419286609281288,0,0,0,0,0,0,0,0,0,0,0,0.0465015341270549,0.0957656047897133,0,0,0,0,0,0,0,0,0.244663994389086,0,0,0,0,0.0691961676300472,0,0,0,0,0.03748958314968,0,0,0
X601319.CH.EQUITY,0,0,0,0.157036524158597,0,0,0,-0.0737174079166215,0,0,0,0,0,0,0,0.191763480152596,0,0.00256386446162666,0,0.186927515600113,0,0,-0.00547124474189065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157916007291711,0,0,0,0,0,0,0.223204158081099,0,0,-0.0462730628650243,-0.0156371704298882
