,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.387057494141061,0.0433040771996177,0.0677132040844489,0,0,0,0,0,0,0.208742510484686,0,0,0,0,0,0,0,0,0,0,0.0475672183196431,0.0584424800892189,0,0,-0.0198424260455213,0,0,0,0,0.00476428105067898,0,0,0,0,0,0,0,-0.00823378263537048,0,0,0,0,0,0.0256353508543214,0,0,0,0,0.0331647786284018,0.0578023213483958,-0.0796948564574192
X601939.CH.EQUITY,0.456340802456159,0,0,0,0,0,0,0,-0.0176697678788875,0,0.210719184763314,0,0,0.0346631417865158,-0.0151414175637348,0,0,0,0,0,0,0,0.14603798572239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716566927277803,0,-0.0494329289777014,0
X601318.CH.EQUITY,0,0,0,0,0.252355845920673,0,0,0,0,0,0,0.115781984042893,0,0,0,0,0,0,0,0,0,0.160068961956668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519153850815075,0,0,0,0.0608567480018397,0,0,0.181117288937941,0,0,0,0,0,0
X601288.CH.EQUITY,0.404238839312863,1.38777878078145e-17,0,0,0.257110239862489,0,0,0,0,0,0,0,0,0.065651077612712,0,0,0,0.077543385859641,0.0627610014280765,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0220231651207615,0,0.0614159153805826,0,0,0,0.0291050659555754,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.50347039445505,0,0,0,0,0,0.236040339155402,0,0,0,0,0,0.225480828896712,0.0663431985570593,0,0.0444111825794414,0,0,0,0,0,0,0,0.0866769368849551,0,0,0,0,0,0,0,0,-0.583734483692838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0187733842363685,0.0340391004334437,0,0,0,4.33680868994202e-19,0,0,0,0,0.0987220243199227,0,0,0,0,0.00895414819562319,0.0577113357153008,0,0,0,0.270303523345481,0,0,0,0,0,0,0,0,0,0.230528020733477,0,0,0,0,0,0,0,0,0.147228323764672,0,0,0,0.078734486110438,0,0,0.103962983533774,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0382648918168564,0,0,0.232395216360548,0,0,0,0,0,0,0.457957942494807,0,0,0,0,0.11233724494811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.109655851936372,0,0,0.0428096999977603,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0815714858107077,0,-0.30733755862431,0,0,0,0,0,0.132938113995166,0,-0.387330485135591,0.657312738817967,-0.140855174302478,0.755059121076265,0,0,3.46944695195361e-18,0,0,0,-0.107869883579752,0,0.235613034703127,0,-0.072082603864278,0,0,0,0,0,0,-0.00116651945301584,0,0.160917793312386,0,0,0,0
X601628.CH.EQUITY,0,0.00680415294110874,0,0,0,0,0,0,0,0,0,0,-0.167596182022592,0,0,0,0,0,0,0.0486879258234223,0.0516366189007374,0.302285108987089,0,0,0,0,0,0,0.0190531020741538,0,0,0.0108904722420674,0,0,0,0,0,0,0.00875470387334674,0,0.33432149349471,0,0,0,0,0,0,0.0765738174683348,0,0,0.101528412043694,0
X601658.CH.Equity,0,0,0,0,0.12808520314524,0,0,0,0,0,0,0,0,0.160377151112722,0,0,0,0,0,0,0,0,0,0,0,0,0.187308231319501,0,0.0894821072891441,0,0,0,0,0,0,0,0.157986403704131,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.410692177882915,0,0,0.0920495039506822
X601328.CH.EQUITY,0.182455191791506,0,0,0.458372012784692,0,0,0,0,0,0,0,0,0.0193287447179501,0,0.039210042706833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159723179585296,0,0,0,0,0.100633341715222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655372028651496,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.392379505065971,0,0,0,0,0.0758028298297836,0,0,0,0,0,0.0652922153874923,0,0,0,0,0,0,0,0,0,0,0,0,0.21239811000478,0,0,0,0,0,0,0,0,0.0492493915369186,0,0,0,0,-1.73472347597681e-18,0.0307080763066207,0,0,0.0601801921492838,0.114085447171163,0,0,0
