,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600918.CH.Equity,X600837.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,-1.73472347597681e-18,0.0358382216314677,0,0.0946513388558949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.095372079220844,0.453034359306893,0,0.684590089553049,-0.0684356377267397,0,0.151996070656037,0,0,0,0,0,0,0.017339366890447,-0.250845896362765,0,0,0,0,0,0,0,0,0,0,-0.282926068091838,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.106317976872097,0.00899791201157825,0.098176788338724,0,0,0.047230500726304,0,0,0,0,0,0,0,0,0,0.267693146627556,0,0,0,0,0,0,0,0,0.140733449031376,0.037215145526778,0,0,0,0,0,0,0,0,0,0.197635306553529,0,0,0,0,0,0,0.0524293418339303,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.828667738667096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377367248744393,0,0,0,0,0,0.0468791013689965,0,0,0,0,0.0730902529518305,0,-0.0678797287656848,0,0,0,0,0,1.0842021724855e-19,0.0385054052412126,0,0,0,0,0,-0.060724799919153,0,0,0,0,0,0.0917853758028634,0,0
X601288.CH.EQUITY,0.0163816845977378,0,0.897123263183105,0,-0.0742870142824315,0,0,0,0,0,0,0,0,0,0.00095762898076443,0,0.0176843280671413,0.128041530359346,0,0,0,0,0,0,0,0,-0.0737022471076303,0.0265077424264405,0,0,0.0316608012547205,0,0,0,0,0,0,0,0,0,-0.100634411480247,0,0,0,0,0,0,0,0,0,-0.036657072193178,-0.0149854653945042
X601628.CH.EQUITY,0,0.0437500013494387,1.73472347597681e-18,0,0,0,0.290315439320308,0,0,-0.0125667326361485,0,0,0,0,0,0,0,0,0,0,0,0,0.0213778817548092,0,0,0,0,0.0227836345616047,0,0,0,0,0,0,0,0,0,0.161641789781228,0,0.17094539332696,0,0,0,-0.0261002697159601,0,0.0796544340299994,0,0.118371712592071,0,0.0778871158550864,0.102358530661275,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19677888934929,0,0,0,0,0,-0.237446677946641,-0.203684120447158,0,0,0.0275267427196495,0,0,0,0,0,-0.0619141667585635,0,0,0,-0.0682216531210316,0,0,0,0,0,0,0,0,0,0,0.0347405381701173,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.306105924930245,0.159614629627965,0,0,0,0.101141847751859,0.0840547901740415,-0.068079177972151,0,0,0,0,2.16840434497101e-19,0.0470048094167425,0,0,0,0.0122010790566409,0,0,0,0,-0.0188572948872525,0,0,0.0184044058806516,0,0,0,0,0,0.254201015351211,0,0,0,-0.0620468216067121,0,0,0,0,0,0,0,0,0,0.0813554454083977,0,0,0.0191141167904025,0
X1299.HK.EQUITY,0,0,0,0,0.111519530874166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17990118848331,0,0,-0.0572807919171098,0,0,0,0,0,0.028703461146196,0.177609657406997,0,0,0,0,0,0.0298767413278594,0.20309830045465,0,0,0,0,0.0763401634643519,0,0,0,0,0.460640755614701,0,0,0.0594619140835051,-0.0157499960037171
X5.HK.EQUITY,0,0,0,0,-0.190454660093136,0,0,0,0,0.0803195529252081,0,0,0.0470314230205898,0,0,0,0.326295009798984,0,0,0,0,0.173985988061772,0,0,0,0.300576335243053,0.102472809100444,0,0.100766169128822,0.0668476732469219,0.0920728622782258,0.0351554639321192,0,0,0,0,0.177947871052132,0,-0.234325931965126,0,0,0,0,0.145105232344832,0,0,0,-0.197884509144244,0,0,0.231120429049705,0.0346977657193353
X388.HK.EQUITY,0,0.198155040285195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145830430169889,0,0,0,0,0.559343161570832,0.279057852915301,0,0,0,0,0,0.158661004600419,0,-0.231739418306968,0,0,0,0.0551228776354715,0,0,0.0406811025568841,0,0,0,0.00534794494566233,0,-0.484734214191865,-0.0127492237579372,-0.141553144254793,0,0,0,0,0,0,-0.127385350827756
