,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.143951507323716,0,0.0166241219608388,0,0,0,0,0,0,0.283008081354845,0.244501647152064,0,0,0,-0.0962252153714054,0,0,0.0179020381072951,0,0,0,0,0,0,0,0,0,0,0,0,0.265302443464069,0.0253166962257202,0,0,0,0,0,0.040836515919555,0,0,0.0614760318681016,0,0,0,0.0203422685412457,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.103096558595586,0,0,0.261920552151352,0,0,0.372948030809111,0,0,0,0.128649407845367,0,0,0.0383102021704696,-0.0158472064047263,0,0,0,0,0,0,0,0,0,0,0,0,0.0764515356508683,0,0,0,0,0,-0.259359193181008,0,0.0233597321924961,0,0.104863288602521,0,0,0,0,0.0514542950936306,0,0,0
X601939.CH.EQUITY,0.473985829165186,0,0,0,0,0.184213991295069,0,0,0,0,0,0,0,0.0612340644559262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370523244824915,-0.1153869445286,0,0,0.049042344011702,0,0,-0.0446107434146589,0,0,0,0,0
X601288.CH.EQUITY,0.565631230672094,0,0.130043933093347,0,0.125587934902775,0.0697660645053855,0,0,0.0238446123277719,0,0,0,0,-0.0529676527403313,0,-0.0294496744288504,0,0,-0.0387495082187445,0,0,0,0,0,0,0,0.0583596936661031,0,0,0,0,0,0,3.46944695195361e-18,0,0.0513737449449131,0,0.0269255803299045,0.211011115671232,0,0,0,0,0,0,0.0201007929530485,0,0,0,0,0
X5.HK.EQUITY,0,0,0.217192789097286,0.0729112464472464,0,0,0,-0.108352319590191,0,0,0.100018433848448,0.229465335784809,0,0,0,0,0,0.625006495996847,0,0,0,0,-0.148300606369129,0.0410286959030979,0,0,-0.159229566169912,0,0,0,0,0,0,0,0,0.0335498332953754,0,0,0,0,0,0,0,0,0,0.171694309691034,0,-0.0316084838943885,0,0,0
X601988.CH.EQUITY,0.0914009315020075,0,0.134200675839238,0.145827802407493,0,0,0,0,0.144072517186837,0.107941252391421,0.163202741437981,0,-0.32500742081772,0,0,0,0,0,0.000794651037264194,0,0,0.213790901015665,0,0,0,0,0.0698458218325812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247835995671558,0,0,0,0.01799905993719,0,0
X600036.CH.EQUITY,0,0.111108278426365,0,0,0,0,0,0,0,0,0,0.157360528296148,0,0.101471747100611,0,0.248142204626826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197646514458765,0,0,0,0,0,0,0.0393343044610355,0.0358155882382661,0,0,0,0,0,0.106287663488223,0,0,0.0457510991352987,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.129119464548292,0,0,0,0,-0.0165922304418693,0,-0.0323939770398289,0,0,0.225680872780423,0.259457437164551,0.197255677308395,0,0,0,0,0,0,0,0.0957952584926867,0,0,0.0238122707200472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.285044966101087,0.174550655503652,0,0,0,0,0,0,0,0.0029461057672177,0,0,0,0,0,0,0,-0.130367410394408,0,0,0.0490575721698933,0,0,0,0,0,0,0.101854132676036,0,0,0,0,0,0.00964410051314433,0,0,0,0,0,0,0,0,0,0,0,0.0910561885060058,0,-0.0471816761354644,0,0.31299379567337,0
X601166.CH.EQUITY,0.128708686504858,0,0,0,0,0.0988796171223129,0.313615496700394,0,0,0,0,0,0,0.0940975597524644,0,0.424604888451165,0,0,0,0,0,0,0,0,0.142526264869848,0,0,0.0118628463129453,0,0,0,0,-6.93889390390723e-18,0.0065189130223754,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0461057606256628,0,0,0,0.0720529790433385,0.00537701396220773,0,0,0,0.0202842910800701,0,0.276907311998163,0,0,0,0,0,0,-0.145754712845544,0.0551261637711068,0.185066995356358,0.0568083531084508,0,0,0.0885239145421274,0,0,0,0,0,0,0,0.00368792208615653,0,0,0,0,0,0,0,0.0907585900033689,0,0.238201583185366,0,4.33680868994202e-19,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0255416008426112,0,0,0,0,0.219360961445753,0,0,0,0.423298294693244,0,0,0.0673011355690866,0,-0.0957586888857603,-0.000843448628306799,0,0,0,0,0,0,0,0,0,0,0.191713181992868,-0.0207173730342601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432116537543469,0.196304784516507,0.0116949744119663,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.0694204312244273,0,0,0,0,0,0,0,0,0,0,0.244306504813891,0,0,0,0.0311954636658349,0,0.0355112064751546,0,0,0.016870833227398,0.0545046541029159,0,0,0.361600034729493,0,0,0,0.279013106005218,0,0,0,0,0,0,0,0.00462887929506902,0,0,0.064884374641235,0,0,0.0872516864428754,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0121820867706031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933175919883763,0,0,0,0,0,-0.0532789240090308,0.1977579944034,0,0.208548481026913,0,0,0.121676081378842,0.287599557137294,0,0,0,0,0,0,0,0.15529011301628,0.226564871179764,0,-0.0991994948370364,0
X16.HK.EQUITY,0,0,0,0.25040840002471,0,0,0,0.252716811825545,0,0,0,0,0,0,0,0,0.0571809303480292,0.15879507505395,0,0,0,0,0,0.179428600003448,0,0,0.050465168945713,0,0,0.0266886333345229,0.127467096134861,1.38777878078145e-17,-0.117134829419669,0,0,0,0,0,0,0,0,0.201711390800298,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.138950839832517,0.107928829240814,0,0.210505048330343,0.20276214973636,0,0,0,0,0,0,0.272429047699553,0,0.211089307024324,0,0,0.127477047482826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304257698608157,0,0,0.202624313991346,0,0,0,0,0,-0.071214084973698,-0.0746628492882398,0,0,0,0,0.0943036928908263
X388.HK.EQUITY,0,0,0,0,0,0,0,0.307606792998047,0,0,0,0,0,0,0.0433576339813553,0.131028439831978,0,0,-0.0296184412591031,0,0,0,-0.131740693883187,0,0,0,0,0,0,0,0.272303269808456,0,0,0,0,0,0,-0.366057065146153,0,0,0,0.309242519734071,0,0.191739081547938,0,-0.0992473137807858,0,3.46944695195361e-18,0,-0.0348610757942653,0
