,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0797306390648206,0,0,0,0,0,0.041135354141732,0,0,0,0,-0.37298851169473,0,0,0,0,0,0,0,0,0,-0.113519368181333,0,0,0,-0.329066739793956,0.0993180662808758,0,0.743398291753586,-0.0608536470933208,0.364116145138261,0,0,0,0,0,0,-0.0273965843350471,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.171496684392697,0,-6.93889390390723e-18,0.0209450101326694,0,0,-0.0430275889173155,0.0925079513423044,0,0,0,0,0,0,0,0,0,0,0.182958760131018,0,0,0,0,0.0340692495367803,0,0,0,0,0,0,0,0.439925292477207,0,0,-0.0414042229378263,0,0.0516011181760779,0,0,-0.0231096941844117,0,0,0.114305442323278,0,0.0186894411084868
X601939.CH.EQUITY,0.384160595218262,-0.176721581912899,0,0,0.0760650047950466,0.0253269764653898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111837080053272,0,0,0,0,0,0.234953736094372,0,-0.0351171853781379,0,0.0651898621997121,0,0,-0.0675554508931219,-0.299311821624776,0,0.577682205763619,0,0,0,0,0,0.0623807540313687,0,0.0599575072817439,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0900024328999941,0,-0.196246007214815,0.0634444992969569,0,0.280744435109455,0.314704398798473,0,0,0,0,0.166853604122248,0,0,0,0,0,0,0,0,0,-0.017262186957808,0,0,0,-0.369156318566972,0,0,0,0,0,0,0,0,0,0,0,0,0.0206863220165979,0,0.0914035651908508,0,0,0,0,-0.0579139517057838
X5.HK.EQUITY,-0.177205308720411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253827578602838,0.0312341051775784,0,0,0.204615287136577,0.121017021914348,0,0,0.473213163937227,0,0.00126440100546217,0,0,0,0,-0.23183740428868,0,0,0,0,-0.000212111302539621,0,0,0,0,0,-0.127496992164709,0,0.190436120501652,0,0,-0.0684031086908906,0,0,-0.136125134928497,0,0
X601988.CH.EQUITY,0.205276728489039,0,0,0.587848372001456,0,0,0,0,0,0,0.103144238420511,0,0.0330270505764476,0,0,0.145545773966333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149636723375931,0,0,0,0,0,0,0.18717238785829,0,0,0,0,0,0,0,0,0,0.100250549683899,0,-0.119474114761466
X600036.CH.EQUITY,0,0.64148126090411,0,0,0,0,0,0,-0.204442502885182,0.597796280102436,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0872350459762291,0.0143606684995485,0,0,-0.0438863260938211,0,0,0,0.0478803521170355,0,0.108746583018342,0,0,0,0,0,0,-0.076471604554876,0,-0.124710790417864,0,0,0.00425883127874014,0.166487942076572,0,0,0,0,0.0042310072542231,0,0,0
X1299.HK.EQUITY,0,0.0438003803618697,0.00580435752034562,0,0.0761316990570675,0,0,0,0,0,-0.0617973857062691,0,-0.0257100456299877,0.138069594995446,0,0,0.249725832663543,0,0,0.0545213320741756,0,0,0,0.086412977300515,0,0,0,0,0,0,0,0,0.218092622181121,0,0,0,0,0,0,-0.0988032270021647,0,0,0,0,0,0,0.169501481548889,0.0588713820137687,0.0285165056538074,0,0
X601628.CH.EQUITY,0,0.0347474327186815,0,0.0570946974060859,0,0,0,0,0,0,0,0,0,0.332338068628093,0,0,0,0,0,0,0.00713570219563697,0,0,0.0931644233419632,0,0,0,0,0,-0.0548293033057642,0,0,0,0,0.0482017355053937,0,0,0.220070335955722,0.0188576147380083,0,0,0,0,0,0,0,0.130821862449062,0,0,-1.0842021724855e-19,0
X601328.CH.EQUITY,0,0.226685735418846,0.393679732131618,0.0423295108712012,0,0,0.409899692546471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491259871105971,0,0,0,0,0.220249417806592,0.389012527245038,0,0,0,0,-0.0028762254302287,0,0,0,0,0,0,0,-0.118257852753101,-0.172416814742678,0,0,0,0,0,-0.605909198368804,0,-0.00421912457960731,0,0
