,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0152562348830831,0.564757230525621,0,0,0,0,0,0,0,0.144754348985511,-0.0158235720938152,0.0914943956304995,0,0,0,0,0,0.0196291499623023,0,0,0,0,0,0.0536907702325478,0,0,0,0,0,0,0,-0.00911583927564752,0,0,0,0,0,0.101486711890036,0,0,0,0,0,0.00656239151365569,0,-0.0613849510325782,0,0,1.73472347597681e-18,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.00947150878144856,0,0,0,0,0,0,0,0,0.0761737812778134,0,0.307904175620234,0,0,0,0,0,0.11533490926727,0.00162476258695867,0,0,0,0,-0.0234907553644271,0,0,0,0.0590593426233687,0,0,0,0.195349770908606,0.0982402608267258,0,0,0,0,0,0.0239342858491161,0,0.061127721202209,0,0,0
X601939.CH.EQUITY,0.161596503719119,0,0,0.616061572963938,0,0.0156189910506416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129538364484952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00817800952675622
X601288.CH.EQUITY,0.0483895471824207,0.0433559065203806,0.194703546604384,0,0,0,0,0,0,0.123302364091694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168170949864095,0,0,0.207787428112785,0.116495216154704,0,0,0.0106493815380711,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0596341866045219,0,0,0,0,0,0.312105149952353,0,0,0,0,0,0.0993330160240001,0,0.406766774424753,0,0,0,0,0,0,0,0,0,0,0,0,0.36580701544549,0,0,0,0,0.155517830830214,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.276847649704631,-0.0939363471787049,-0.184039784175415,0.0202824768919048,0,0
X601988.CH.EQUITY,0.0184673248691827,0,0.0454986900161421,0,0.0385360370666033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609697716009744,0,0,0,0,0,0,0.111855530005349,0,0,0,0,0,0,0,0,0,0.0442294016870132,0,0,0,0,0.0631605301037622,0,0,0,0,0,0.0984150492924757,0
X600036.CH.EQUITY,0,0,0,0,-0.00391908234027773,0,0,0,0.0795252202822111,0,0,4.33680868994202e-19,0,0,0,0,-0.0122667858658989,0,0.0178972052108459,0,0,0,0,0,0.614397302215341,0,0,0.0859466429802584,0.124606293907398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718944660615849,0,0.0341592043546938,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.226341730776827,0,0,0,0,0,0,0,0.202474343968233,0,0,0,0,0.0631667567819796,0,0,0.0591654631689378,0,0,0,0,0,0,0,-0.044583376957502,0.0828354175310752,0,0.300589311546487,0,0.20017765963211,0,0,0,0,0,0,0,0,0,0,-0.0808188233938633,-4.33680868994202e-19,0,0,0,0,0
X601628.CH.EQUITY,0,0.21087591488803,0,0,0,0,0.0339274780571153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693785958286837,0,0,0,0,0,0,0,0,0,0,0,0,0.399232727881791,0,0.240415756940044,0,0,0.0269291041562184,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.171229664727115,0,0,0,0.115789598430907,0,0,0,0,0,0,0.260402728496083,0,0,0,0,0,0,0,0,0.228195329408175,0,0,0,0,0.0669997026498649,0,0,0,0.00600739181757454,0,-0.00595761075714764,0,0,0,0,0.202638717213952,0,0,0,0,0,0.00228141883861717,0,0,0,0.0288017491094413,0,0
X601166.CH.EQUITY,0.158986820805097,0,0.134429508385591,0,0,0,0.124033947254909,0,0,0.0424440282336317,0,0,0.0125913203461169,0.192841892093846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745111904831269,0,0,0,0,0,0,0.100642512361832,0,0,0,0,0,0,0,0.0297266589468266,-0.00689902946324541
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.176033957340219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368541157922915,0,0,0.122005401290693,0.308920127309088,0.197195365048488,0.296853945737705,-0.135220393049809,0.152600156490054,0,0,0,0,0,0,0,0,0,0,0,0.0808417832743479,0,0,0,0,-0.173503592203036
X11.HK.EQUITY,0,0,0,0,0.0220201359844556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120901208378049,0.394765889982124,0,0,0,0,0,0,0,0,0,0.253947380064413,0.370711438814161,0,0,0,0,0,0,0,0,0,0,0,0,0.236922068201634,0.0603131620027686,0.0763660583424592,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0258261610724382,0,0.277621100463707,0,0,0,0.217160126884984,0,0.0776425975049473,0,0,0,0.112529961551293,0,0,0.0553845278980424,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116449058996289,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.255123336842898,0,0,0,0.139197322925742,0,0.122030357661211,0,0,0,0,0,0,0,0,0,0.306918789905817,0,0,0,0,0.210672374222967,-0.262628525247883,0,0,0.557804435628154,0.160466124598565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155331248486069,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0845522942623652,0.0204186909800002,0.012189911482183,0.0660976063171216,0,0.735227133768231,3.46944695195361e-18,0.0832142840791781,0,0,0,0,0,0,0,0.0371516287824796,0,0,0,0.0036964359797051,-6.93889390390723e-18,-0.0580360641721195
X2388.HK.EQUITY,0,0,0,0,0.285594091215758,-0.374906414047228,0,0,0,0,0,0,0,0,-0.225280786043502,0,0,0.352344073378337,0,0,0,0,0,0,0,0.287168775589967,0.168145440848052,0,0,0,-0.168834345342781,-0.000460083489424838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16052098125482,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.276071556257132,0,0,0,0,0,0.373202113142258,0,0,0.0381618135126842,0,0.144907208806283,0,0,0,0,0,0,0.186749858273049,0.0871306588139992,0,0,0,0.0831320553126771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128569697702683,0,0,0,0,0
X601601.CH.EQUITY,0.031517940794603,0.0912367598306092,0,0,0,0,0.130612897843477,0,0,0,0,0,0,0,0,0,0,0.0319397152797671,0,0,0,0,0,0,0.0940187139986675,0,0,0,0,0,-0.0131623208862379,0,0,0,0.0946282651813389,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.228618946446423,0,0.0231398974613195,0
X267.HK.EQUITY,0,0,0,0,0.0548319672437634,0,-0.290767049431249,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0.148648016979242,-0.278832040822737,0,0,0,0,0,0,0,0,0,0.105712338666957,0,0.206974351897969,0,0,0.113745984774534,0,0,0,0,0.402379860000441,0.152921384754286,0,0,0,0,0,0.514464108595026,0,0,0.0451780664235347,0,0
X688.HK.EQUITY,0,0,0.110335638290175,0,0,0,0,0,0,0.0721235360184576,0,0,-0.0461084486495717,0,-0.0791653340170801,0,0,0,0,0,0,0,0,0,0,0,0.49093439591555,0,-0.0466780860598989,0.0862350237926942,0,0,0,-0.039343528734384,0.0615493805625389,0,0,0,0,0,0,0,0,0,0,0.183878617828673,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.153003558086695,0.232395795263849,0,0,0,0,0,0,0,0.0106626778088096,0,0,0,0,0,0,0,0,0.0971093829205774,0.00470246420770843,0,0,0,0,0,0,0,0,0,0.0596669902727544,0,0,0,0.343565565997043,0,0,0,0,0,0,-0.000946878889341582,0
X601998.CH.EQUITY,0,0,0.0308382354874128,0.058089075018786,0,0,0,0,0,0.438870155757114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422603950580449,0,0,0,0,0.0763431807716264,0,0,0,0,0,0,0.154104639876984,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322698969087333,0.067382745440467,0,0,0,0.0475914829708151,0,0,0,0,0,0,0,0,0,0,0.00090366718639994,0,0,0,0,0.70245776618738,0,0,0,0,0.0691812247571855,0,0,0.0629007453135369,0,0,0.0160255131440386,0,0.0405843970821631,0,0
X000001.CH.EQUITY,0,0.0749174366616992,0.0426387173678998,0,0,0.00859884930507148,0,0,0.0885793816053419,0,0,0,0,0,0,0,0,0,0.144952407180527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212964080410148,0,0,0,0.232391016128228,0.0371804557009959,0,0,0,0,0.00682174508586812,0,0,0
X2007.HK.EQUITY,0,0,0,0,0.0430248856134388,0,0,0,0,0,0,0,0.0398333432967062,0,0,0,0,0.189222456567645,0,0,0.0618230714966144,0,0,0,0,0,0.203646526139051,0,0,0.0591587436121998,0.0792436423524544,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15816927271009,0.0830157071680113,0,0.340705934888432,0,0,0
X1109.HK.EQUITY,0,-0.0962635508822098,0,0,0.0243916395421559,0,0,0,0,0,0,0,0,0,0,0,0,0.0970603202716519,0,0,0.235114613685122,0,0,0,0,0.0828991275677541,0,0,0,0.0683411546073686,0,0.161922221196791,0,0,0,0,0,0,0,-0.163769975852584,0,0,0,0,0,0.228360550981667,0.103619554616833,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0.205417920183295,0,0,0.257139933614657,0,0,0,0,0,0,0,0,0,0,0,0.335816367525435,0,0,0,0,0.0629817931027358,0,0,0,0,0.0572407137606515,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0785965751814962,0,0,0,0,0.00233148886041532,0,0,0,0
X12.HK.EQUITY,-0.571991485203508,0,0,0,0,0,0.0448266347557311,0,0,0,0,0,-0.0135485297795014,0,0,0,0,0,0,0.259222308699308,-0.24182908410591,0,0,0,0,0.0936670753728858,0,0.38277865318712,0,0.0936326200154024,0,0.298847028832726,0,0,0,0,0,0,0,0,0,0.163972449370647,0,0,0,0.0710349779540919,0,0,-0.241811541603929,0,0
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,-0.115918620159667,0,-0.441448871928749,0.290827712168234,0.251540738972331,0,0,0,0,0,0,0.00554017384125243,0,0,0,0,0,0.136020575263126,0,0,0.0957158803669953,0,0,0,0,0,0,0,0,0,0.0963076769946969,0,0,0,0,-6.93889390390723e-18,0,0.144683999616505,0,0.0792377194784826,0,0,0
