,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.121402998752295,0,0,0,-0.175781452121628,0.255615516233117,0,0,0.0910288060296475,0,0,0,0.277086280010986,0,0,-0.127039660977453,0,0,0,0,-0.136279870146083,0,-0.194180945057132,0,0,0,-0.224261648040639,0,0,0.814963543174518,-0.0516721672609537,0,0,-0.0823572234326309,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0542426522997912,0,0.160008504212681,0,0,0,0,0.0968905290010748,0,0,0,0,0.108242150656281,0.0206605794675059,0.112213813153317,0,0,0,0,0,0,0,0,0,0,0.0413382351439115,0,0.0323924752911166,0.13704736681489,0,0.237365636984205,0,0,0,0,0.00607451943763004,0,0,0,0,0,0,-0.0174500726431763,0,0
X601939.CH.EQUITY,0.372851989679811,-0.00298497530354642,0,0,0,0,0,0,0,0.0706297994739784,0,0,0,0,0,0,0,0.0367667112347912,0,0,0,0,0,0,0,0,-0.108619470941309,0,0,0,0,0,-0.237626520036038,-0.262385067214843,0,-0.0497440330255038,0.143923661388477,0,0,0.578312891191844,0,-0.0467649163323822,0,0,0,0.266001395043997,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.360827766150062,0.195417054997197,0,0.351143140873738,0,0,0,0.0630224537358201,-0.121788269507247,0.339430678913097,0,0,-0.143167722625841,0,0,0,0,0,0,0,0,0,0,0,0,-0.3940342106558,0,0,0,0,0,0,0,0,0,0,0,0.113347946852533,0,0.257860785154373,0,0,0,-0.0981972967311708
X5.HK.EQUITY,0,0,0,0,0,0.145938408524109,0,0.129087497951741,0,0,0.0717249906593793,0,0,0,0.172568068569572,0,0,0.11978678722367,0.00362471252249664,0,0,0.0507889469337783,0,0,0,0,0,0,0,-0.0150038798320736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924251858927242,0,0,0,0.197152740627559,0,0,0
X601988.CH.EQUITY,0,0,0,-0.021708344226403,0.475315105321553,0,0,0,0,0,0,0,0,0,0.0860934860695807,0,0,0,0,-0.186037689729523,-0.0391008936032013,0,0,0.273482752214424,0,0,0,0,0,-0.407743988125211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146047841946232,0,0,0.0442996445259732,0,0
X600036.CH.EQUITY,0,0.217767393044206,-0.0273555345037135,0,0,0,0,-0.132238063843693,-6.93889390390723e-18,0.396223444474511,0,0.19153619788915,0,0,0,0.145902754354425,0,0,0,0.389151731600704,0,0,0,0,0,0,0,0.118854337903695,-0.115944229081526,0,0,0,0,-0.0147114117279525,0,0,0,0,0,0,0,0,0,0,0,-0.0449513828825452,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.273676672555919,0,0,0,0,0,-0.0440605377466903,-0.0898125898276473,0,0,0,0,0.0121409741538419,0,0,0,0,0,0,0,0,0.0733418421718769,0.164658141368958,0,0.0840684634203212,0,0.108740394402602,0,0,0.0407281135229429,0,0,-0.00432763756345625,0,0,0,0,-0.111354626779326,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.123085454112455,0,0.0758108472079074,0,0,0,0,0,0,0.0145923803982681,0,0,0.254848140020876,0,0,0,0,0,0,0,0,0,0.147259171749633,0,0,0,0,0,0,0,0,0,0,0,0.119299061078994,0,0,0.0356172957972766,0,0,0.16544038862965,0.241894363584785,0,8.67361737988404e-19,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.198979079926415,0.0416343768077588,0,0,0.609012922842083,0,0,0,0,0,0,0,0,0,0,0,0,0.237314789897269,0,0,0,0,0,0,0.258653430552782,0,0,0,0,0,0,0,0,0,-0.0605320224978717,0,0,0,0,0,0,0,0,-0.452606001106548,0,0,-0.0664080573961378,0,0
