,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.410365147584888,0.129796614230171,0.0538713184243462,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.131301595237065,0,0,0,0,-0.0500261430244059,0,0,0,0,0.0498865167902019,0,0,0,0,0,0,0,0,0.0802942031770746,0,0,0,0,0.0750056200968737,0,0,0,0,0.032434728618855,0,0,0.200788131866627,-0.113340807896326,0.00978018035110485
X601318.CH.EQUITY,0,0,0,0.0860765271048442,0,0,0,0,0.142100520794513,0,5.42101086242752e-20,0,0.110818788538624,0,0,0,0,0.0406988652274765,0,0,0.139884354968044,0,0,0,0,0,0,0,0.0123734434940797,0,0.12313171904392,0,0,0,0,0,0.13133196477126,0,0,0,0,0,0,0,0,0,0,0,0.0232380187538806,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.180064194005668,0,0,0,0,-0.0666224722229457,0,0.138494608395232,0,0,0.0554573594323935,0,0,0,0,0.0194617636195531,0,-0.0191734783971354,0,0,0.518930507319161,-0.0339241390622108,0.160724803165252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0492121761593185
X600036.CH.EQUITY,1.73472347597681e-18,0.158863002927517,0,0,0,0,0.0329174596918219,0.139626696273118,0,0,0,0,0.163341506710836,0,0.0128623687819948,0,0,0,0,0,0,0,0,0.238916924133837,0,0,0,0.0449899139125805,0,0.0594063727935989,0,0,0,0,0,0,0,0,0,0,0.0458588865778049,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0764274811975283,0,0.190883405732651,0,0,0.0925352244235146,0,0.267263940011854,0,3.46944695195361e-18,0,0,0,0,-0.0509321454884787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679726175550495,0,0,0,0.0991106125310419,0,-0.00404080624307387,0,0,0,0,0,0,0.127157004260626,0,0,0,0.160133851986731,0,0,0,0,0,-0.0864520483162433
X601628.CH.EQUITY,0.233166293931721,0,0,-0.0544008759864248,-1.73472347597681e-18,0,0,0,0,0.137152455240031,0,0,0,0,-0.086777633220714,-0.060677525348321,0.0746435783260556,0,0.046220535925422,-0.0848677959566773,0,0.129981248906023,0,-0.0425143682541659,0,0,0,0,0,0,-0.00611111055084093,0,0,0,0,0,0,0.64344082421158,0,0,0,0,0,0,0,0,0,0,0.11622064802483,0,0,-0.018648228135853
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.155001465833153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114225022544366,0,0,-0.176889374989244,0,0,0,0.0355069874887953,0,0,0,0,0,0.0896487229461458,0,0.210503393074712,0.110452452752989,0.0334587253999919,0.139024534215688,0.055768460146339,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0100246964667502,0.0886205733396746,0.0926590888564109,0.153548658555355,0,0,0,0,0,0,0,0,0,0,0,0,0.277948123437076,0,0,0,0,0,0.194770163189532,0.0360192370263943,0.322222181230392,0,-0.0204285980016005,0,0,0.17467334212007,-0.113359155086566,0,0,0,0,0,0,0,0.0936570369550449,0,0,0,0,0,0.0342622896650576,0,0,0,-3.46944695195361e-18,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0353581940543317,0,0.22228793990202,0,0.0945879026538415,-0.0613162038620496,0,0,0,0,0,0,0,0,0,0.143250219495239,0,0.120834230901256,0,0,0.267030154701613,0,0,0,0.0597397468586309,-0.065017936417772,0,0,0,0,0,0,0,0.323106871691674,-0.107670188157937,0,0,0,0.111502134843864,0,0,0,0,0.0742948344207527,0,0,0
X388.HK.EQUITY,0,0,-0.0172024468487011,-0.148135219439039,0,-0.158054819229603,0.161357506577184,0,0,0,0,0,0,0.462578899597027,0,0,0,0,0,-0.0873002054471135,0,0.219868030998587,0,0,0,0.150447369147289,0,0,0,0,0,0.118676095444664,-0.0148521239061755,0,0,0,0,0,0,0.00759614909613893,0,0,0,0,0.0014392035193736,0,-0.0593011587475867,0,-0.0377958375856901,0,0.158168718801226,0
