,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0426552919546082,0.236189321100971,0,0,0,0,0,0,0,0,0,0,0,-0.0630880097020637,0,0,0,-0.0345374167030836,0,0,0,0,0,-0.279556910616625,0,0,0,0.123794184100493,0,0.578202479732168,-0.127968169276866,0.111937915779606,0,0,8.67361737988404e-19,0,0,0,-0.0802395287543057,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0545464845420941,0,0.158386977030925,0.0219977895915694,0,0.00678677613096975,0,0.277189355638997,0,0,0,0,0,0,0,0,0,0,0.0939143291955433,0,0,0,0,0.0203398556504389,0,0,0,0,0,0,0,0,0,0,0,0,0.0757389359657038,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410849027462803,-0.14451769986162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252432151475952,0,0,0,0,0,0.0433839328411893,0,0,0,0,0.0673019263869152,0.0901943688448134,0,0,0,-0.263232542159245,-0.123749706852027,0,0,0,0.563246621724468,0,0,0,-0.0121379273100381,0.131090971345272,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.199730001610266,0.177627722217531,0.00955704139870944,0.380995374293022,0,0,0,0.139684193388476,0,0,0,0,0,-0.0765354689487148,0,0,0,0,0,0,0,0,0,-0.591623839245836,0,0,0,0,0,0,0,0,0,0,0.207006052094186,0,0.0194403920281207,0,0,0.23696392900279,0,0,0,-0.112771694943187
X5.HK.EQUITY,-0.204574852087298,0,0,0,0,0,0,0,0,0,0.0230836739471604,0,0,0,0,0.28880369235566,0,0,0,0.288544753638135,0.0166951254825961,0,0,0.454303733962918,0,0,0.0503762930032455,0,0,0,0,0,-0.169048362854744,0,0,0,0,0,0,0,-0.141252185728441,0,0.217773868179933,0,0,-0.0386134820477366,-0.0999374613696049,0,-0.0995853918908395,0,0
X601988.CH.EQUITY,0.0354009407135528,0,0.0935007481860039,0.3281228900689,0.00444280130434983,0,0.0454975637597447,0,0,0,0.183512934582803,0,0,0,0,0,0.110918970113793,0.110880005109202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132786679048264,0,0,0,0,0.146918398184761,0.172951660424637,0,0,0,0,0,-0.0307578751994937
X600036.CH.EQUITY,0,0.241420275753507,-0.0114114177764588,0,0,0,0,0,-0.10956591097303,0.0606535727313664,0,0,0.530902058844635,0,0,0,0,0.020119572299207,0,0,0.292389916116925,-0.107586867307757,0,0,0,0,0,0.0960021907555244,0,0,0,0,0.327287513918419,-0.154015588342276,0,0,0,0,0,0,0,0,0.108140091959553,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0616540146925902,0,0,0.18174244878593,0,0,0,0.0198829468048469,0,0,0,-0.0161846143957859,0.0197944318672638,0.156585620339013,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.183082937810283,0,0,0,0.0309028907470762,0,0.0952815654837063,0,0,0,0,0,0,0,-0.00580508751224434,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0401991631585533,0,0.0676259054904513,0,0,0,0,0,0,0,0,0,0.313476427557913,0,0,0,0,0,0,0,0.09918127849264,0,0,0.0595292219791643,0,0,0,0,0,0,0,-0.0791695952720258,0,0,0,0.0717157050084999,0.231874257822458,0.0333876957498248,0,0,0,0,0,0,0.101134983407051,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.610662307208811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284824119647102,0,0,0,0,0.0728100177464449,0,0,0,0,0,0,0,0,0,-0.0502749253043477,0,0,0,-0.0582511326018487,0,0,0,0,0.0499857268016931,0,0,0,-0.00385881482296193,0,0
X601166.CH.EQUITY,0,0,0,0.228802664392088,0,0,0,0,0,0,0,0,0,0.546850571774499,0,0,0,0,0,-0.091042607646714,0,0,0,0,0,0,0,-0.0211123842089954,0,0,0,0,0,0,0,0,0,0,0.179233041973924,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.185371447028268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133584526998953,0,0.282894145892929,0,0,0,0,0.0331053422308627,-6.93889390390723e-18,0,-0.118388143736138,0
X600000.CH.EQUITY,0,0,0,0,0,0.00633773150237427,0.555263141529233,0,0,0.0072759887575769,0,0,0,0,0,0,0,0,0,0,0,0,0.0174471204994116,0,0,0.349658787951376,0,0,0.123405520538847,-0.037412265010247,0,0,0.044836165353299,0,0,0,-0.160477996163213,0,0,0.0804145174609443,0,0,-0.374390230738066,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,-0.00594165761655054,0,-0.291694135802604,0,0,0.420579908261138,0,0.0718796066864237,0,0.0540641910041516,0,0,0.201131310983949,0,0.17765255395299,0,0,-0.00582628245082414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192237515361186,0,0,0.162407907970598,0,0,0,0,0,0,0,0,0.156989913048518,0,-0.0332320816151911,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.150233572432665,0,0.00428181604665936,0,0,0,0,0,0,0,0,0,0,0.0222032569848867,0,0,0,0,0.176713014092012,6.93889390390723e-18,0,0,0.122768910910357,0,0.182995982826712,0.0719660523440748,0.0431251976033188,0,0,0,0,0,0,0.350366580045646,0,0,0,0,0.068456488164936,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.0444517220083617,0.199390931364596,0,0,0,0,0,0,0,0,0.310623375988472,0,0,0,0,0,0,-0.288096617606199,0,0,0,0.184006302891893,0,0.457458410445232,0,0,-0.228502309502154,0,0,0.196992234846324,0,0,0,0,0,0,0,0,0,0.124154835362575,0,0,-0.0945189298437884,0,0,0,0.397044622916044,0
X11.HK.EQUITY,0.144273355456039,0,0,0,0.124414693475428,0.0669406836573313,0,0,0,0,0,0,0,0,0.0194719047975607,0,0,0,0,0.167432797546169,0,0,0,0,0,0,0,0,0,0.0763283797253598,0,0.115069491918121,0.224202662710575,0,0,-0.0551450804984919,0,0,0,0,0,0,-0.00544470271143171,0,0,0,0,0,-0.0750135495170345,0,0
X388.HK.EQUITY,0,0.10974293833615,0,0,0.207232558111209,0,0,0,0,0,0,0,0,0.090485610342939,0,0,0,0,0,0.430671431239076,0,0,0,0.0545938956912179,0,0.0953592444311593,0,0.0409901743859453,0,0,0,0,0,0,0,-0.320723894545613,0,0,0,0,0,0,0,0,0,0,-0.00574442838250365,0.0735143772705291,0,0,0
X600030.CH.EQUITY,0.050800925307366,0.0235234380507608,0,0,0,0.209795735853059,0,0,0,0,0,0,0,0,0,0,0,0.0637683652749434,0,0,0,0,0,0,0.0523871772761765,0,0,0,0,0,0,0,0,0,0,0,0.354887782151176,0.0320485714593539,0,0.0777465538621569,0,0,0,0,0,0,0,0.109545058265679,0,0,0
X2388.HK.EQUITY,-0.098312651716636,0,0,0,0.0351344877257222,0,0,0,0.196958218080861,0,0,0,0,0,0,0,0.31293218878245,0.17111036919851,0,0,0.084936471254831,0,0,0,0,0,0.0962911440259937,0,0.228121944779232,0.110466197294338,0,0.104109622026888,0,0,0,0,0,0,0,0,0,0,0,-0.0376271971645029,0,0,0,0,-0.020414620060224,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.270602631599105,0,0,0.0318725061155753,0,0,0,0,0,0,0,0,0,0.264658757966007,0,0,0,0,-0.112991947683111,0,0,0,0,0.141100718117884,0,0,-0.089025866938942,0,0,0.250532169631836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
