,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.205045746960252,6.93889390390723e-18,0.0322760400038239,0.00213482615302747,0,0.393174536766569,0,0,0,0,0,0,0.0081463449858859,0,0,0,0,0,0,0,0,0,0,0.250373009429644,0,0.0427217268678051,0,0,0,0,0,0.0863771247017602,0.0532662037636119,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0926706995989698,0,0,0
X601318.CH.EQUITY,0,0,0.117439248996319,0,0,0,0,0,0.250230091707142,0,0,0,0.0325948782204056,0.269511571931499,0,0,0.0450378527629553,0,0,0,0,0,0,0,0,0,0,0.179258237095511,0.216611810370168,0.0621531801416773,0,0,0,0,0,0,0,0,0.0149652333686266,0,0,0,0,0,-0.112199099963613,0,0.0625744193834027,0.0208326778067827,0,0,0,0
X601939.CH.EQUITY,0.315157467354133,0.0593297223900473,0,0,-4.33680868994202e-19,0,0,0.29620051304617,0.253148095905218,0,0,0,0,0,0,0.0869595783544604,0,0,0.106635321460472,0.052038937022342,0,0,0,0,0,0.0375464123226273,0.0999820993667065,0,0.153509239619639,0,-0.0350547608165878,0,0,0.0958534362426624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782120419236082,0.112109070413826,0
X600036.CH.EQUITY,0,0,0,0,0,0.195280085631994,0,0,0.0484294853802796,-0.128888863899247,0,-0.0424067471970398,0.0853872439140448,0,0,0.128751626224912,0,0,0.113065683172029,0,0,0,0,0,0,0,0.442492753730389,0,0.0302927263664767,0,0,0,0,0,0,0,0,0,0,-0.0488785333930319,0,0,0,0,0,0,0,0,0,0,-0.0107636510608951,0
X601288.CH.EQUITY,0,0,0.105339626565413,0,0,0,0,0.486836859313803,0,-0.0557461167098021,0,0.0471367669530743,0,0,0,0,0,0,0,0,0,0,0.141728890067486,0,0,0.0678960945669061,0,0,0.134539191366387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163600923656303,0,0,0.00279470137128773,0,0
X1299.HK.EQUITY,0,0,-0.103501118224197,0,0,0,0,-0.037311358269989,0,0.216182828272373,0,-0.0748591425358564,0,0,0,0,0,0,0,0,0,0,0.1621911432386,0,0,3.46944695195361e-18,0,0,0,0,0.0748197391764529,0,0,0.16044497097709,0.0233077369143914,0,0,0,0.209507106642895,0,0,0,0.201831610543258,0,0,0.0615210634072172,0,0,0.184707396962972,0,-0.0549482799659993,0
X601628.CH.EQUITY,0,0,0,-0.0134151369558083,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.009232836418926,0,0,-0.0209327084767291,0.116490405142464,0,0,0,0,0,0,-0.133882112356121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44997423682638,0.0126844167290158,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.030458766473142
X601988.CH.EQUITY,0,0,0,0,0.527359966701453,0,0,0,-0.00795205694134991,0,0,0,0,0,0,0,0,0.283205560288273,0.0432536030308418,0.147505979386262,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419560392638005,0,0,0,0,0,0,0,0,0,0,-0.098278747547965,0,0,0.00142927356370197,0,0,0,0
X5.HK.EQUITY,0,0,0.00879595241734554,0,0,0,0,0,0,-4.33680868994202e-19,0.156395922761412,0,0,0,0,0,0,0,0,0,0,0,0.23995600158761,0.0505985673911695,0.0770237305473593,0,0,0,0,0,0,0.0156785972187676,0,0.217560080560466,-8.67361737988404e-19,0,0,0,0,0.293657902900271,0,0,0.14126144694773,0,0,0,0.0985168378292885,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.0993363161667525,0,0.0606758066466794,-0.111027827998223,0,-0.0825277004268151,0,0,0,0,0,0,0,0,0,0,0,0,0.0269602742321833,0,0,0,0,0,0,0,0,0,0,0,-0.216951831005459,0,0,0,0.0900119181147393,0,0,0,0,0,0.54017877838263,0,3.46944695195361e-18,0,0,0.108324661366851,0,0.16958048491695,0
