,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.171783779545403,0,0.0890230482934846,0,0,0,0,0,0,0,0.32114502528401,0.169026375760912,0,0,0,-0.156993134289309,0,0,0,0,0,0,0,0,0,0,0,0.0240229949154017,0,0,0,0,0,0,0.17276271359747,-0.0281948118604117,0,0,0,0,0,0,0.0968098437372705,0,0,0.0702579619046682,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.126575547524436,0,0,0,0.0550023056994379,-0.177634673639202,0.0747472997602508,0,0.0906057894481148,0,0,0,0,0,-0.012563873123054,0,0,0,0,0,0,0,0,0,0,0.189604857996797,0,0,0,0,0,-0.234829965351908,0,0.372609909692822,0.162157719733101,0.106884841513586,0,0,0,0,0.164201078998967,0,0,-0.0254299013529275
X601939.CH.EQUITY,0.250551285409381,0,0,0.232726761478759,0,0.137703187300419,0,-0.0333172197104481,0,0,0,0,0,0,0.0343785005281822,0,0,0,0,0,-0.00631005197420087,0,0.0664860444497905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476112532419606,-0.102209736349264,0,0.0235955431683684,0,0,-0.042781236816785,0,0,0.0262709299056543,-0.015888429672399,0,0
X601288.CH.EQUITY,0.561845554501906,0,0.168086764680441,0,0,0.0262776819875145,0,0,0.0127646120537781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243123428776246,0,0,0,0,0,0,0.107943187252366,0,0,0,0.0574893319260049,0.0961341900578232,0,0,0.0434626249291682,0,0,0,0,0,0,0.12752408300967,0,0
X5.HK.EQUITY,0,-0.112805781532875,0.0378764275309939,0.273813738093182,0,0,0,-0.241426239671329,0,0,0,0,0.147731950064853,0,0,0,0,0,0,0.627638127040865,0,0,0,0,0.302399634204669,0,0,-0.024181638936885,0,0,0,0,0.0207478746210929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183097493632241,0,0,-0.0714746445444183,0,0
X601988.CH.EQUITY,0.18146959046116,0,0.0606143050239772,0.0286020465333368,0.0401403726879276,0,0,0,0.0353051511039325,0,0.0500229983505186,0.0497028678856117,0,-0.427044632147265,0,0,0,0,0,0,0,0.575026458260512,0,0.0164426205455924,0,0,0,0.0882125638789567,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0553067871804617,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00768703602365234,0,0,0,0,0,0.11200694780982,0,0,0,0,0,0,0.274950032259446,0,0.176200298421532,0.00419328559144491,0,0.088072025511892,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.115652302330762,-0.00266516165365339,0,0,0,0,0,0,0,0,0.0942854697847646,0,0,0,0.129072410383367,0,0,0.0191303302867608,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0306892059210676,0.0391524653515923,0,0,0,0.189297103894631,0,0,0,-0.180975744389087,0,0,0,0.349275715673869,0.283282765560255,0,0,0,0.0356911997164085,0,0,0,0.083833656078063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617079948593942,0,0,0,0,0
X601628.CH.EQUITY,0.54181195740902,0.231899523012827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393750748612559,0.0659101309440882,0,-0.0931749130833942,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.123782230291868,0,0,0,0,0.0928539719392778,-0.220811058030011,0,0,0,0,0,0,0,0.0166814889322419,0,-0.0782756166767153,0.0847883992507803,0,-0.140081074585676,0,0,0
X601658.CH.Equity,0,0,0,0,0.00435614262673127,0,-0.0162854182528318,0,0,0,0,0,0,0,0,0,0,-0.0204111623893092,0,0,0,-0.00682977464475072,0,0,0,0,0.00879736454270779,0,0,0,0,0,0,0,0,0,-0.00506625770403721,0,0,0.00810106775337156,-0.00789010790998842,0,0,0,0,0,0,0,0.00675514262651318,0.0115068076656812,0,0
X601166.CH.EQUITY,0.0335471072871879,0,0,0,0,0,0.510679247020655,0,0,0,0,0,0,0,0,0,0.141636524106518,0,0,0,0.098541443188394,0,0,0,0,0,0,0,0.0462796247332992,0,0,0,0,0,0,0,0,0,0.00726602910602006,0,0,0,0,0,0.175166459861349,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0348670108543483,0,0,0.046356828192695,0,0,0,0,0,0,0.272262643224536,0,0,0,0,0,0,0,0,0.131682713176115,0.169783703731183,-0.11292730715786,0.170044941223842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438756804716567,0.156675159087461,0,0,0,0,0,0,0,0,-0.0443448660072037
