,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.265740012253061,0.0561146138999895,0.00216631673747151,-0.0128202945924389,0,0.460861240887453,0,0,0,0.0546093452866829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903388785368093,0.0329537356987907,0,0,0,0,0,0,0,0,0,0,0.0856152015296218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.097546293606398,0.0703245539624661,0,0,0.172725604961677,0,0.165939675641142,0,0,0,0.0931141105561933,0,0.111043402655242,0,0,0,0,0,0.270062329513593,0,0,0,-0.0107410489030327,0,0,0,0.124186393717357,0,0.114792309269291,0,0.0196223519727738,0,0,0,0,0,0,0,0.0309875314512236,0,-0.150090094159804,0,0.0607847099501613,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.457107187384216,0.131744658929827,0,0,0,0,0,0.244123959177329,0,0,0,0,0,0,0,0,0.0118175670136588,0,0,0,0,-0.142134079271622,0,0,0,0,0,0,0.159909098384564,0,0,0,0.118114238042109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117621833074446,0.16278383401394,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.246543736032232,0,0,0,0,-0.0827579183278267,0.208439504002411,0,0,0.145932753946933,0,0.000472910311613916,0,0,0,0,0,0,0,0,0.17447111868978,0,0.0555186318724656,0.0545444728087222,0,0,0,0,0,0,0,0.0193384947472014,0,0,0,0,0,0,0,0,0,0,0,0.370703132413371,-0.113937665973347,0
X601288.CH.EQUITY,0,0,0.0634192072150896,0,0,0.0237620526053988,0,0.477839700344135,0,0,-0.0554673197383165,0.0694548834537199,0,0,0.0741926572785769,0,0,0,0,0,0,0,0.0710067093917681,0,0,0.00784054543462604,0,0,0.0927538624671896,0,0,0,0.0213550778335719,0,0,0,0,0,0,0,0,0,0,0,0.0268161146494552,0,0,0,0.109300890970329,0,0,0
X601628.CH.EQUITY,0.0783001461583596,0,0,0,0,0,0,0,0,0,0.0244960222695938,0,-0.0887821425394192,0,0,-0.233647105006354,0,0,0,0,-0.0128211523448184,0.178071923657149,0,0,0.114006681161429,0,-0.0797801770243452,0,0,0,0,0,0,0.0621842637185999,0.568104827320173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044442908688311
X1299.HK.EQUITY,0,0,-0.207146383995378,0,0,0,0,0,0,0,0.106525089824838,0,0,0,0,0,0,0,0,0.0197855533456008,0,0,0.11259109548935,0,0,0,0,0,0,0,0,0,0.171592926019943,0,0,1.73472347597681e-18,0,0,0.0932188440052756,0.157453080866933,0.0651924836068678,0,0.296066091776333,0,0,0,0,0.298613747672315,0,0,0,0
X601988.CH.EQUITY,0.0404179631150391,0,0.0903230804259655,0,0.358106010213872,0,0,0,-2.71050543121376e-20,0,0,0,0.209632241485649,0,0,0,0.150771985910005,0,0.0179270920312101,0,0,0,0.0095150476773871,0,0,0.0265836079885318,0,0,0,0,0.125469662635908,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.106400568818883,0,0,0,0,0,0,0,0,0,0,0,-0.120778917657228,0,0,0,0,0,0,0.229013198768844,0,0.179595916788911,0.130622026070478,0,0,0,0,0,0,-0.0101577312793519,0,0.0782485531609901,0,0,0,0,0,0.217156882797345,0.0671003372255169,6.93889390390723e-18,-0.0391506699317819,0.247152617306079,0,0.00730471128692321,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.10794221594148,0,0,0,0,0,0,0,0.0768379217591632,0.150627456898684,0,0,0.142565317916789,0,0,0,0,0,0,0,0.010457634558399,0,0,0.195695664278559,0,0.330931215293336,0,0,0,0,0,0.00177934975278517,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138823370922373,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.150022074992323,0,0,0.450750091506163,0,0,0,0,0,0,0,-0.0540263259275997,0,0,0,0,-0.192831639892795,0,0.341255270736828,0.034476705274348,0,0,0,0,0.115672662433586,0,0,0,0,-0.154249232562013,0,0,0,0,0,0,0.0445588773916734,-0.0948913071270445,0.161299021663394,0,0,0,-0.155228533915031,0,0,0,0,0.123039087942909,0
X601658.CH.Equity,0,0,0,0,0.255258397639638,0.0625140050103209,-0.0803637432999284,0.236878313698318,0,0.214315255166104,0,0,0.14267873826779,0,0,0.0218448381114016,0.414193747659475,0,0,0,0,0.27008264145586,0,0,0,0,0,0,0,0,0,-0.313937080757026,-0.0229342079364646,0,0,0,0,0,0,0.0164091572336601,0,0,0,0,0,0,0,0,0,-0.327986761838675,0,0
X000001.CH.EQUITY,0,0,0,0.13482698518574,0,0,0,0.191346530793546,0,0.444140440166134,0.0571906808224766,0,0,0,0,0,0,0,0,0,0.0127240895340067,0,0.0733077752078096,0,0,0,0.378905498988048,0,0,0,0,0,-0.241427955876026,0,0,0,0,-0.0469510972608775,0,0,0,0,0,0,-0.0303571143110157,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.033775511369038,-0.0172576926854531,0,0,0,0,0,0,0.295876029144599,0,0,0,0,0,0,0,0,0,0,0,0,0.00553405424836004,0,0.050675679760525,0.00879437363978663,0.206738872727272,0.22245318962538,0,0,0,0,0,0,0.229533213741415,0,0.0194909149928031,0,0,0.0506017951878566,-3.46944695195361e-18,0,0
X601601.CH.EQUITY,0,0,0,0,0.00315273555742282,0,0,0,0,0,-0.0493338318570896,0,0.325238681426837,0,0,0,0,0.104097695148949,0,0,0.225493065856861,0,0,0.141538138713758,0,0,0,0,0,0,-0.0760795896392583,0,0,0,0,0,0,0,0,0,0.0682658043832518,0,0,0,0,0.066929810893167,0,0,0.138658855272712,0,0,0
X000002.CH.EQUITY,0,-0.125729373193528,0,0.0980702429907732,0,0,0,0,0,0,-0.0371441908869818,0.105276788263111,0,0,0,0,0,0,0,0,0,0,0.0301394639120421,0,-0.167413884563533,0.290547808829123,0,0.589758335742952,0,0,0.0419253899338141,0,0,0,0,0,0,0,0,0,0,0,0,0.0341193260366162,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.139469429938758,0,0,0,0,0,0.291000939189307,0,0,0,0,0,0,0.126923357114674,0,0,0,0,0,0,0,0,0,0,0,0,0.148644087729597,0,0.0191906989558975,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.160265393320356,0,0.048522047228681,0,0,0,0,0,0.0353963284809764,0,0,0,0,0,0,0.418168992512755,0,0,0,0,0,0,0.0574118765357346,0,0.0860256419640435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282891322254479,0,0,0,0,0,0.0297019096158807,0,0,0,0
X601066.CH.EQUITY,0,0,0.117681173701542,0,0,0.00840506026084522,0,0,0,0,0,0.0313682221667479,-0.0438822068416623,0.64166304720559,-0.0894129969791642,0,-0.148591899226063,0,0,0,0,0,-0.00348166922226328,-0.20579445697687,0,0.147791491832709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139715702262744,0,0,0,0.0920877497519302,0,0,-0.0296659269320336,0,0,-0.22111630337221
