,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.267227929733308,0.132425992052608,0,0,0,0,0,0,0,0,0,0,0.183234604588284,0,0,0,0,0,0,0,0,0,-0.311020175068647,0,0,0.905506781706709,0,0,-0.186697728198072,0,0,0,0,0,0,0,0,0,0,0.0213372702120421
X601318.CH.EQUITY,0,0,0,0,0,0,0.123855335048687,0,0.192144438675433,0.0157979259543849,0,0,0,0.0345599233329764,0.0652762695832585,0,0,0,0,0.133700270399027,0,0,0.0892760701571359,0.0200127385809449,0,0,0,0,0,0,0,0,0,0,0,0,0.149648855378772,0,0.209663769920478,0,0,0,0.0397368083143944,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.325102575932846,0,0,0,0.161013353623111,0,0,0,0,0,0,0,0,0,0,0,0,0.0313809960196527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134961970160343,-0.11013456109338,0,0.116215583985559,0,0.432300486571004,0,0,0.052392033052168,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.5540032980307,0.216749879124924,0,0.422845700827505,0,0,0,0.43393411716029,-0.149361162947956,0.138338192615517,0,0,0,0,0,0,-0.228781910336567,0,0,0,0,0,0,0,-0.609281727298885,0,0,0,0,0,0,0,0,0,0,0,0,0.119644659567302,0,0.161430964665985,0,0,0,-0.110431314904163
X5.HK.EQUITY,-0.0289428115845802,-0.0713933690723723,0,0,0,0.0733607037417765,0,0.00718712466611782,0,0,0,0,0,0,0.0908763974319203,0.0582364525205692,0,0,0,0.844835593235066,0,0,0,-0.190687094318796,0,0,0.0691965002693691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137159455335009,0,0,0,0,0.112809720281492,0,0,0
X601988.CH.EQUITY,-0.29331172477905,0,0,0,0.416305099238523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649985465127733,0,0,0,-0.0990405885114698,-0.0461910631860322,0,0,0,0,0,-0.446062385871329,0,0,0,0,0,0,0,0,0,0.147217946322708,0,0,0,0,0,0.0978525591228742,0,0,0,0,0
X600036.CH.EQUITY,0,0.325365367002928,-0.064031858779272,0,0,0,0,0,0,0.595576602951218,0,0.116232237971887,0,0,0,0.153410814514557,0,0,0,-0.214957353404309,0,0,-0.0106320147352398,0.269627012934732,0,0.115940296338916,0,0,0,0,0,0,0,-0.289191789514302,0,0,0,0,0,0,0,0,0,-0.105369505014975,0,-0.0567290935088661,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.267429587333578,0,0,0,0,0,0,-0.0886648090937019,0,0,0,0,0.0255230759307993,0,0,0,0,0,0,0,0,0,0.146390681609098,0,0.114636704941048,0,0,0,0.102156911597902,0,0,0,1.73472347597681e-18,0,0,0.00898682566188946,0,0,-0.0986319904814753,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.164280278632919,0,0.0269142018465664,0,0,0,0,0,0,0.184562268679195,0,0,0.375978625657823,0,-0.00917862140095826,0,-0.00568831837430436,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646998469638334,0,0,0,0,0,0,0.184566113614694,0.0153283173018676,0,0,0,0,-0.0493351356744271,0,0.0626823636666542,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.138292366350878,0.0674907077258958,0,0,0.620975441192181,0,0,0,-0.0585247118584647,0,0,0,0,0,0,0.0226295353669711,0,0,0,0,0,0.276520648390191,0,0,0.274749703154374,0,0,-0.0312350954076304,0,0,0,0,-0.00355562272953128,0,0,0,0,0,0,0,0,0,0,-0.62228057372947,0,0,0,0,0
