,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0886499141082699,0,0.415663357458229,0,0,0.0463353198151333,0,0.240229774523163,0,0,0.147182920849157,0,0,0,0,0,0.0264761917239868,0,0.00822069465516362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599574601651508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.369719081920855,0,0,0.155609870651226,0,0,0,-0.0620530726542269,0,0.0276691339410747,0,0,0.36683728539154,-0.0548301600703681,0,0,0,0,0,0,0,0,0,-0.0186847348328367,0,-0.115229137371371,0,0,0,0,0,0,0.149168098831275,0,0,0,0,0.0401340800611704,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0100159547364169,-0.0158456307432282,0
X601318.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0572506967390598,0.368567672604103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780533490379365,0,0,0.134056248603541,0,0,0,0,0,0.215011164173467,0,0,0,0,0,0
X601288.CH.EQUITY,0.428872457472491,0,0,0,0.384080665312279,0,0,0,0,-0.0100150707462751,0.0713058454366051,0,0,0,0.0244232988327561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670032188784774,0,-0.0660901891910754,0,0,0,0,0,-0.0342526364669299,0,0.0706322243262302,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.279244321941483,0,0,0,0,0,0.00145450228329099,0,0,0,0,0,0,0,0.136301354174348,0.135525931577743,0,0,0,0,0,0,0,0,0,0.00149334685030463,0.0667811102108798,0,0,0,0.0118912810743935,0,0,0.0472346271544876,0,0,0,0,0,0,0.165948369559383,0,0,0.147618211549488,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.1202322932219,0,0,0,0.0684659122057609,0.121997272022969,0,0,0,0,0,0.496897725649179,0,0,0,0,0,0.44109188179696,-0.325172449350379,0,0,0,0,0,0,0,0,0,0,0,0,0.333680437387931,0,0,0,0,0,0,0,0,-0.157740621100843,0,-0.0975541649120424
X600036.CH.EQUITY,0,0,0.0104301279906963,0,0,0.0242983535114889,0,0,0,0,0,0.45050164215601,0,0,0,0,0,0,0,0,0,0,0,0.0334948841439327,0,0.108965769345674,0,0,0,0,0,0,0,0,0.0698606146158,0.0257966129503405,0,0,0.0191305839140633,0,0,0.0498767044808358,0,0,0,0,0,0,0,0.239935250769546,-0.0224310845556312,0
X1299.HK.EQUITY,0.000843280163480747,0,0,0,0,0,0.104344027762902,0,0,0,0,0,0,0,0.107409236966249,0,3.46944695195361e-18,0,0,0,0.228745813292642,0,0,0.0995705976542556,0,0,0,0.103595274044856,0,0,0,0,0,0,0,0,0.179079843719122,0,0,0,0.185020280109207,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0725227203441223,0,0,0,0,0,0.0927669883127819,0,0,0,0.198225028474538,0.373649783668839,0,0,0,0,0,0,0.0673625729064744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0410295385900365,0
X601658.CH.Equity,0,0,0,0,0.238180954344956,0,0,0,0,0,0,0,0,0,-0.195000294647079,0,-0.218547749859921,0,0,0,0,0,0,0.104593245437111,0,0,0,0,0,0.490200416880831,0,0,0,0.241158777142515,0.107086671915779,0,0,0,0,0.0469067466397919,-0.314104530981309,0,0,0,0,0,0.869150697331602,0,-0.150313138652046,0,-0.0401311655678723,0
