,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.443886588498521,0.063458263973257,0,0,0,0,0,0,0,0,0,0.13083698967825,0,0.0899508316623052,0,0,0,-0.120399579792149,0,0.0104044109971106,0,0,0,0,0,0,0.0476256088933602,0,0,0,0,0,0,0,0.0413700471313456,0,0,0,0,0,0,0,0,0,0.121313467636859,0.137863236594615,0,0,0
X601318.CH.EQUITY,0,0,0.178622692276241,0,0.0291935037481594,0,0,0,0,0,0,0,0,0,0.3011765508814,0,0.0366720403695196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154899665767474,0,0,0,0,0,0.170416501377183,0,0,0,0,0,0,0,0.0833827043803876,0,0,0
X601939.CH.EQUITY,0.163245743591757,0,0,0,0,0,0,0,0,0,0.170613721106668,0,0,0.288588274856629,0,0,0,0,0.0431417864644233,0.177698763910869,0,0,-0.0326225522129378,0,0,0,0,0,0,0.0187542156674326,0,0,0,0,0,0.0878679397948564,0,0,0,0,0.0368256901860632,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.347032551263534,0,0.0192495297323832,0,0.502092680390099,0,0,0,0,0,0.0113276239175635,0,0,0,0,0,0.0453402793987111,-0.0268163140815583,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893472222228139,0,0,0
X601988.CH.EQUITY,0,0,0,0.11532464339558,0,0,0,0,0,0,0,0.475470465358882,0,0.0154248883822081,0,0,0,0,0,0,0,0,0,0.038797569588399,0,0,0,0,0,0,0,0,0,0.0895057048016861,0,0,0,0,0,0,0.089301132715868,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.505558285237377,0,0,0,0.0761867993970207,0,0,0,0.403960825799497,0,0.130571222962328,0,0,0.681019466009913,-0.619146038592614,0,0,0,0,0,0,0,0,0,0,-0.130028736766208,0,0,0,0,0.0727634377926889,0,0,0,0,0,0,0,0,-0.259234952517092
X600036.CH.EQUITY,0,0,0,0.0519158458976606,0,0,0,0.101327061735412,0,0,0,0,0,0,0.145135332089283,0,0,0,0.088814744971552,0,0,0,0.0529389825803562,0,0,0,0,0,0,0,0.185372096113284,0,0.199241365452645,0,0,0.0555087797143407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797108255233792,0,0,0,0,0.0946916309370683,0.16824198165201,0,0,0,0,0,0,0.0497411967796199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267145234004272,0,0,0
X601628.CH.EQUITY,0,0,0.264547846533386,0.0324273027911466,0.227216198411876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536338314682095,0,0,0,0.133126001553314,0,0,0,0,0,0,0.110722290909594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.224635490506623,0,0,0,0,0,0.080693648173408,0,0,0,-0.111476952306731,0,0,0,0,0,0,0.450399022409219,0,0,0,0,0,0.146990252031621,0,0,-0.166232458733447,0,0,0.139596206839829,0,0,-0.0220295251818224,0,0.575289485532129,-0.207912575645067,0,0,0,0,0.513037389585079,0,-0.230584543342857,0,0,0
