,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.279474488213096,0,0.257482127557965,0,0,0,0,0.0595733370510856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890868443740034,0,0,0,0,0,0,0,0,0,0.00287629169307722,0,0,0,0.0836054564209383,0,0.08332724469806,0,0,0,0,0
X601318.CH.EQUITY,0.118976962527232,0,0,0,0,0,0,0,0.182634392035483,0,0,0,0,0,0,0,0.165495754892695,0,0,0,0,0,0,0,0.0752187512438862,0,0,0,0,0,-0.0516990059304147,0.153122575675322,0,0,0.148600440771385,0,-8.67361737988404e-19,0,0,0,0.0457796114638469,0,0,0.027781981204331,0,0,0.0551800958899158,0,0.135259187629652,0,0,0
X601939.CH.EQUITY,0.219543700215744,0,0,0,0,0,0,0,0,0,0,0.0189524897706231,0.265522925593229,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0423623846461038,0,0.199795273419544,0,0,0,0,0,0,0,0,0.182105930364386,0,0,0,0.0410462343144692,0,0,0,0,0,0
X601288.CH.EQUITY,0.287467437841734,0,0.0917670307567165,0,0,0.274373887566135,0,0,0,0,0,0,0,0,0.0533843340728034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175835710960597,0,0,6.93889390390723e-18,0,0,0,0.113309766744658,0,0,0
X5.HK.EQUITY,0.025950589170195,0,0,0,0,0,0,-0.0463527710450094,0,0,0,0,0,0,0,0,0,0,0.386541918947035,0,0.130389963287164,0,0,0,0,-0.0877339561497646,0,0,0,0,0.580587435389591,0,0,0,0,0,0,0,0,0.0582408556034923,0,0,0,0,0,0,0,-0.172308014424429,0,0,0,-0.0306256527245895
X601988.CH.EQUITY,0.445090425192433,0,0,0,0,0,0,0,0.013817157684994,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0701697777370903,0,0,0,0.0258519538753584,0,0,0,0,0,0,0,0,0,0.160838144814497,0,0.0235004893067026,0,0,0,0,0,0,0,0,0,0,0,0,0.241626628289873,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.242473746538765,-0.0762510122520944,0,0.0660537265844976,0,0,0.0515476765323564,0,0,0.453851114840328,0,0,0,0,0,0,0,0,0,0,0.0370003165086481,0,0,0.0317795798006359,0,0,0.0812248282465123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207747189633747,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.073591028646163,0,0,0,0.413770533205247,0,0,0,0.115538374719042,0,0.0512214056692561,0,0,0,0,0,0,-0.0336945890746829,0.397777283747915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.219689198620069,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0249905647623287,0,0,0,0,0,0,0,-0.0797757086661397,0,0.0187149868605301,0,0.199302821172708,0,0,0,0,0,0.254502554187618,0,0,0,0,0,0.0567265696134867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821029848715807,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.105421629149082,0,0,0,0.275258913541729,-0.265815134586352,0,0.208240623732839,-0.258632060234468,0,0,0,0,0,0,0,0.527314452155217,0,0,0,0,0,0,0,0.0585510253434371,0,0,0,0,0,0,0,-0.0672852553237063,0,-1.07979566108864,0,0,0,1.34478967820416,-0.183101142196757,0,0,0,0,0,0
