,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0871265247132382,0,0.394157402707352,0,0,0.101966722559357,0,0.109082901419119,0,0,0,0,2.77555756156289e-17,0,0.189513140944533,0,0,0,-0.0718653945570346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872288851866104,0,0,0,0,0,0,0,0,0,0,0,0.0661964072656445,0,0,0
X601939.CH.EQUITY,0.223556748640575,0,0,0.0349981996377955,0.0743392850094348,0,0,0,0,0,0,0.0695337833859582,0,0.334378691660783,0,0.206717320965114,0,0,0,0,0,0,0,-0.0515038256564006,0,-0.086796014974272,0,0,0,0,0,0.0636875609691085,0,0.0262637353043156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0849702756140689,0,0,0,0,0,0.151772540397751,0,0,0,0,0,0,0,0,0.0136597233838794,0,0,0,0,0,0,0.13107999228909,0,0,0,0,0,0,0,0,0,0.158775790327014,0.00134039533898777,0,0,0,0.0289345739207083,0,0.326713643974751,0,0,0.0543514561879101,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.388516052505808,0.03083234392768,0,0,0.354823363669495,0,0,0,0,0,0.0990597960463839,0,0,0,0,0,0,0.0515847083699544,0,0,0,0,0,0,0,0,0,0,0,0.0195707184577423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322524327468091,0,0
X601988.CH.EQUITY,0,0,0,0.271861894309858,0,0,0,0,0,0,0,0,0,0.0883299579714167,0,0.100873654639331,0,0,0,0,0.26802725474709,0,0,0,0.00323422160351357,0,0,0,0,0,0.0383750413213278,0.0509434572973778,0,0,0.122841732679123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.196036959391818,0,0,0,0,0.271135224177457,0,0.0707625606029366,0,0,0,0,0.313392702211287,0,0,-0.209190707402928,0,0,0,0.0979922239462258,0,0,0,0,0,0,0,0,0,0.158746702220399,0,0,0,0,0,0,0,0,0,-0.152368995691634
X600036.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0491845843954216,0,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0912239158714053,0,0,0,0,0,0,0,0.121533568626268,0,0,0,0,0,0,0.0375606599541747,0,8.67361737988404e-19,0,0,0,0,0,0,0.224540453267655,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.184960561413656,0,0,0,0,0,0,0,0,0,0,0,0.207061190148672,0,0.130958447880245,0,0,0,0.0961358327575126,0,0,0,0.0762382659363264,0,0,0,0,0.147011814433032,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.31172823352626,0,0,0,0,0,0,0,0,0,0,0,0.00916015724767739,0,0,3.46944695195361e-18,0.13656705579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461992647331485,0,0,0.117962055830624,0,0,0,0.164595163431385,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.00525650129685834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.558812327392347,0,0,0,0.330737172101684,0,-0.0586211126684932,0,1.24451335676264,0,0,0,0,0,0,0,0
