,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.00254088235249305,0,0.337314319467636,0.110490815765542,0,0.20765196858455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16503844166983,0,0,0,0,0,0.015888530082294,0,0,0,0.0739997092246711,0,0,0,0,0,0.0457110255269381,0,0.0247981204483933,0,0,0,0,-0.0392353949909958,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0530015425312394,0,0,0,0,0.188881680909571,0,0,0,0.00443509194199419,0,0.102694109822787,0.0249824020338706,0,0.0456137961163399,0,0,0,0.142881183269233,0.0532669934566492,0,0,0,0,0,0,0.173255556588515,0,0,0.0745371285642346,0,0,0.10243631317519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.120726948257842,0,0,0,0,0,0,0.115886742771562,0,0.0105757988736887,0,0,0,0,0,0,0,0,0.0580374764557864,0,0.312080632602147,0.0701701192286331,0,0,0,0,0.0107636753281082,0,0,0,0,0,-0.11590538877121,0,0,0.0974085501566463,0,-0.0430508407932,0,0,0,0,0,0,0.179438120537279,0,0
X601939.CH.EQUITY,0.571016992717365,0,0,0,0,0,0,0,0.168802172820032,0.077806952460829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602077678272027,0,0,0,0,0,0,0,0,0,0.072965034705674,0.091288146905454,0,0,0,0,0,0,0,0,0,0,0.163199516891201,0.132734770520599,0.0586282360749792,0
X601288.CH.EQUITY,0,0,0,0.175690477133141,0,0,0.456223810766921,0,0,0.103375649087566,0,0,0,0,0,0,0.0586739549003675,0,0,0.039431251483586,0,0,0,0.0351826447681178,0,0,0.021366648139975,0,0,0,0,0.104095132807616,0,0,0,0,-0.025547960935888,0,0.0730415198784472,0,0,0,0,0,0,0,0,0,0.013385460614338,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0741124273147192,0,0.302704341658578,3.46944695195361e-18,0,0.157465958429974,0,0,0,0,0,0,0.226496364119983,-0.1731713824586,0,0,0,0,0,0,0,-0.0323071816020679,0,0.0671116729415874,0,0,0,0,0,0,0,0,0.161809027142892,0.0275609227396429,0,0,0,0,0.0955378978458268,0,0.0223983498809802,0,0,-0.00291267173366506
X601988.CH.EQUITY,0,0,0,0,0.368024675145305,0,0,0.00491298175283945,0,0,0,0.0211306543867907,0,0,0,0,0,0,0.245143680868411,-0.0236179244285526,0,0,0,0.196715876043054,0,0,0,0,0,0,0,-0.262313215774465,0,0.0536816239340302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.117615827535738,0,0,0,0,0,0,0.239917848873554,0,0,0.0345048097431161,0,0.0938248119487695,0,0,0,0,0,0.071998925264327,0,0,0,0,0.214944874145878,0,0.0950711097755435,0,0,0.240555893273443,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.172506501589352,0,0.142180990556325,0,0,0,0,0,0,-0.142109667473796,0.0694201005093516,0,0,0,0,0,0,0,0,0,0,0,0,0.102776722719723,0,0,0.155150396198681,0,0,0,0,0,0,0,0,0,0.281327011017725,0,0,0,0,0,0,0.0277665060398725,0,0,0,0,0,0,-0.0681875820849712
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.00953716067157489,0,-0.0711966485394605,0,0.268202099646216,0,0,0,0,0,0,0,-0.0784719030060529,0,0,0,0,-8.67361737988404e-19,0.313487283442878,0,0,-0.0734567876799394,0.0614348073643001,0.0809190883336141,0.0266171566523412,0,0,0,0.0887904604706151,0,0,0,0,0,0,0,0.0329639559365614,0,0,0,0.221753059595831,0,-0.0386590497339684,0
X388.HK.EQUITY,0,0,0,0,0,0.0468617984070281,0,0,0,0,0,0,0,0,0,0,0,0.0344853490294147,0,-0.0370669656701595,0,0,-0.137306450981063,0,-0.0579848255789382,0,0,0,0,0,-0.065469092701331,-0.117008921465892,0,-0.0652978161004621,0,0,-0.189552056626244,0,0,0.0220755677127147,0,0,0.115161018830469,0,0.25608675412405,0,0,0.575152895531874,0,0,-3.46944695195361e-18,-0.431995930989747
X601658.CH.Equity,0,0,0,0,1.73472347597681e-18,0,0.397919489295925,0.000342022901668911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868437068984848,0,0,0.295983238016828,0.13517769799547,0,-0.0396456309953819,0,0,0,0,0,0,0,0,0.0698577017425344,0,0.126396806687045,0,0,-0.148167399928559,0,0,0,0,0,0,0.0399314165421103,-0.202503647635575
