,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.11383089136994,0,0.0858259460187507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412288465725078,0,0.499639205308841,0,0,0.151192167664451,0,0,0,0,-0.148872001308333,0,0,0,0,-0.166674318731168,0,0,0,0,-0.808350270685517,0,0,0,0,0,0,0.0905753757673336,0,0,0
X601939.CH.EQUITY,0,0,0,0.267957611179104,0,0,0,0,0.22864116988857,0,0,0,0,0.322154140510737,0,0,-0.0857596785003214,0,0,0.0136972768692493,-0.0041748709588371,0,0,0.00537991926620507,0,0,-0.0519421482089847,0,-0.108645794211715,0,0,0,0,0,-0.0237567034124034,0,0,-0.119844170153744,0,0.0551900640545515,0,0,0,0,0,0.41392960040108,0,0,0,0,-0.0553740554970463,0
X601318.CH.EQUITY,0,0,0,1.73472347597681e-18,0.0666042971926443,0.295227985586818,0,0,0,0,0,0,0,0,0,0,0,0,0.0494320888387505,0,0.129325706754132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328769269963805,0,0,0,0.026416964607932,0,-8.67361737988404e-19,0.0745015036197217,0,0,0,0
X601288.CH.EQUITY,0,0.61529725906874,0,0,0,0,0,0,0,0.0458515964011203,0,0.0139219088476408,0.125887117264541,0.0479260300433739,0,0,0,0,0,0,0,0.0360867826343652,0.182130522362157,0,0,0,0,0,0,0,0,0,0,-0.102758506248188,0,0,0,0,0,0,0,0,0,-0.0567231904424123,0,0,0,0,0,-0.0727528360524836,0,0
X601988.CH.EQUITY,0,0,0,0.406519625143262,0,0,0,0,0,0,0.152995097831152,0,0,0,0,0.175008392415759,0.196502291898229,0,0,0.144882240787949,0,0,0,0,0,0.0744158798089503,0,0,0,0,0,0,0,0,0,0,0,-0.577422337386052,0,0,0,0,0,0.164003864003813,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.123235901909564,0.00879539540508106,0,0,0,0,0.121251569937274,0,0,0,0,0.0789003522388535,0,0,0,0,0,0.0358862192754335,0.0417984082206314,0.0842040881330578,0,0,0,0,0,0,0,0,0,0,0,0,0.361256801850255,0.103602853042313,0,0,0,0,0,0,0,0,-0.0614506710540247,0.0450767345725558,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0222582143027593,0,0,0,0,0,0,0,0,0,0.153293769609029,0,0,0.11843944966365,0,0,0,0.3023544202792,-3.46944695195361e-18,0,0,0,-0.114739119617323,0.0467177094578608,0,0,0,0,0.0397039768155876,0,0,0,0,0.049348766466874,0,0,0,0,0.026171046862118,0,0,0,0,0.337752895878347,0.036086632405615,0,0,0,0.0345431409022901,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.310407140721032,3.46944695195361e-18,0,0,-0.112080988032843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295249638605674,0.0818711132074261,0,0.0366029399755163,0.111541618556089,0.179031041984907,0.110576169359163,0,0,0,0.100851619842176,0,0,0,-0.0625269109368272,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457232404835567,0,0,0,0,0,0,0.0419283560246926,0.536719742314101,-0.33888036288115,0,0.593087504598229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469991644702683,0,0.213741792353115,0,0
X388.HK.EQUITY,0,0,0.273880915022298,0.0279723363498873,0,0,0,0,-0.0291759441893224,0,0,0.0103617476658498,0,0,0,0,0,0,0,0,0,0.196076235737191,0,0,0,0,0,0,0,0,0,0,0,0,0.142218062700093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.0782522577537696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252148235282572,-0.216095455055604,0.193539643103893,0,-0.0533783115100371,0,0,0,0,-0.12838342580659,0,0,0,0,0,0,0,0,0,0,0.0179011141477884,0.526100130237855,0,0,0,0,0,0,0,0,0,0,0,0,-0.00819173820357275
X601328.CH.EQUITY,0.220847646715264,0,0,0.268182439677231,0,0,0,0,0,0,0,0,0,0.0431546194921222,0.0726805248489347,0,0.100770470820293,0,0,0,0,0,0,0.175649953257271,0,0,0,0,0,0.0564915758701752,0,0,0,0,0,0,0,0,0,0,0.00200864287079463,0,0,0.0301762858925535,0,0.10057356247353,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.126246537017752,-3.46944695195361e-18,0.0999681060908832,0,0.0145826980913908,0,0,0,0,0.0265405925525905,0,0,0.411593638907219,0.0835446322732509,0,0,0,0,0.0394922661835769,0,0,0,0,-0.00159477216657261,0,0,0,0,0,0,0,0,0.0605751641258927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.226701492147815,0,0.0498241603347541,0,0.062534355421381,0.0860543504143545,0,0,0.178697779245382,0.201959234111618,0,0,0,0,0,0,0,0,0,0.00540628309353982,0,0,0,0,0,0,0,0.0917957112342787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638973111548005,0,0,0,0,-0.082299975635314,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250970097997477,0,0,0,0.0153120474094832,0,0,0,0,0.0573898809850661,0,0,0.0976471502430167,0,0.128999956035392,0,0,0,0,0,0,0,0,0,0,0,0.220430623955506,0,0,0.000382248287206456,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311758962774074,0,0,0.0368322277287849,0,0,0,0,0,0,0,0,0.0203616646552012,0.008209175760941,0,0.0576128418390816,0.394060656229123,0,0,0.109502995627728,0,0.0067547727505115,0,0,0.0392928278784403,0,0,0,0.00374017767514887,0.0264424472449507,0,0,0,0,0.0740119231887836,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.223201763861737,0.0109444180323004,0,0,0,0,0,0,0.27347716650672,0,0,0.0492736707000468,0,0,0,0,0,0.130904057219238,0,0,0,0,0,0.0332684787185295,0.0986816073941184,0,0,1.73472347597681e-18,0.282414049557296,0,-0.0930120375729705,0,0.0776577449498587,0,0,0,0,0,0,0,0.0230362850364714,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.00822538116649195,0,0,0,0,0,0,0,0,0,0,0.0581120567300314,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.144843078104488,0,0,0.013373532513393,0,0.124011405352861,0,0,0.0201879460294222,0.332695520916163,0,0.146903260278614,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0412899591110999,0,0.153982590474067,0,0,0,0,0.0124324731962673,0,0,0,0,0.0129665640019835,0,0,0,0,0,0.171271384222513,0,0,0.207109188852205,0,0,0,0,0,0,0,0,0.1884038840099,0,0,0,0.201605699602113,0,-0.0819816359121487,0,0,0.0294652784643514,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.233799578125697,0,0.120798137470875,0.0211994348346995,3.46944695195361e-18,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0.17578519546559,0,0,0.0272076846667658,0,0,0.0290152046707564,0,0,0,0,0,0,0.256377187356934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14214745001041,0,0,0,-0.018664276039033
X601601.CH.EQUITY,0,0,0.641122967370127,0.121429725052092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163838850827725,0.175060860246323,0,0.0558180236986717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110690401907319,0,0,-0.301601730265611,-6.93889390390723e-18,0,0,0,0,0,0,0.0496803497292592
X688.HK.EQUITY,0.0957682820999204,0,0,0,0,0,0.113193538561246,0,0,0,0,0,0,0.213186133855776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113813271210651,0.16884024692463,0,0,0,0,0,0,0,0,0,0.351496532777361,0,0,0,0,0,0,0,0,0,0,0,0,-0.0908011334277978
X600016.CH.EQUITY,0,0,0,0.097700884995194,0.171990519830297,0,0,0,0.00590642907408984,0,0.0148664119820737,0.225724611132182,0,0.018916732189099,0,0,0,0,0.376558119505209,0,0,0,0,0.127770778761693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013495561529595,0,0,0,0,0,0,0,0,0,-0.0198456351302332,0
X601998.CH.EQUITY,0.253131907873387,0.117461243452696,0,0,0.0719502310102643,0,0,0,0.010825178695156,0,0,0.0232930158942797,0,0.148508996329593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488907406049548,0,0,0.0625743030505996,0,0,0.00497642943686777,0,0,0,0,0,0,0,0,0.0627336453098993,0,0,0,0,0,0.0492887303400697
X11.HK.EQUITY,0,0,0,0,0,0.135311217941782,0,0.167745635895513,0.304191264936873,-0.0327568792789802,0,0,0,-0.0746571716093535,0,0,0,0,0,0,0.00841900928429913,0,0,0,0,0.199902065726283,0,0,0,0,0,0,0,0,0.098949790416932,0,0,0,0.0684147955645279,0,0,0,0,0,0,0,0,0.014255601277483,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.232952338307929,0,0,0.00154317832796741,0,0,0,0,0,0,0,0.0399099026092046,0,0,0.0224763047401659,0,0,0,0.201831209951235,0,0,0,0,0,-0.0361028698169499,0,0,0,0.00324617681644805,0,0,0,0,0.0124869386058633,0,0,0,0,0.326912744850411,0,0,0.0805908256788605,0,0,0,-0.0382129900572155
X1109.HK.EQUITY,0.195653558680688,0,0,0.0225613960602406,0,0,0,0,0.0407522350410888,0,0,0,0,0,0,0,0,0.0643570618823091,0,0,0,0,0,-0.110671789962421,0.226249200946426,0.0148996949624956,0,0.558772343496432,0,0,0,0,0,0.197229897302462,0.0569864381458906,0,0,0,0,0,0,0,0,0.0364178143946906,0,0,0,-0.108705398746272,0,-0.15699172658069,0,0.0634061984473753
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0.188550226786718,0.206472488252702,0,0,-0.153379857222284,0,0,0,0.103552036149016,0.0940832770263007,0,0,0,0.12898604325371,0,0,0,-8.67361737988404e-19,0.192550172264081,0,0,0,0,0,0,0,0,0,0.0489044265831665,0.134337009478219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0.0197443317483626,0,0,0,0,0,0.274560690992555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261968319761582,0.101794792646943,0,0,0,0.0727939038271844,0,0.0903004481653262,0,0,0,0,0,0,0.00393944549205828,0,0,0,0.0702371262899142,0,0,0,0,0.155660476222083,0,0.101490350567502
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.187407010425529,0,0,0.439838849186071,0,0,0,0,0,0,0,0.136381243957421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527388584673301,0,0,4.33680868994202e-19,0,-0.0923796076894168,0,0,0,0,0,0,0,0,0
