,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.231665087642304,0,0,0,0,0,0,0,0,0,0,-0.269815117934369,0,0,0,0,0,0,0,0,0,0,-0.319036963000569,0,0,0,0.785266310601549,0,0,-0.180023684401812,0,-0.0511592387723933,0.269440610663837,-0.022508492005112,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.146086543873974,0,0.121380076787764,0.0317284585517379,0,0,0,0.0401526103687497,0,0.0285952646188269,0,0.1477441450958,0,0,0,0,0,0,0.0411454260355749,0,0,0,0,0.063929158058839,0,0,0,0,0,0,0,0,0,0.372236729885137,0.027163331550173,-0.0769000378778276,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.237159539169592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102295394845524,0,0,0,0,0.0684553222693838,0,0.027735079063886,0,0,0,0,0,0,0.344509898251657,0,0,-0.00162378605568489,0,0.11838147992685,0,-8.67361737988404e-19,0,0,0,0.0107902876478831,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.256482009640819,0,0,0,0.00935263222577508,0,0,0.040222758798328,0,0,0,0,0,0.0790166052676764,0,0,0,0,0,0,0,0.15057116319878,0,0,0,0,0,0,0,-0.0501247325917695,0,0.0784522309348737,0,0,0.362171625804574,0,0,0,0.0650045409691717,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.0448410299387538,-0.252466990038032,0,0.137282793968446,0,0,0,0,0,0,0.0232689398093668,0,0,0,0,0.360007733626461,0,0,0,0.0836605953324298,0.261400365643724,0,0,0.301939586193079,0,0,0,0,0,-0.0419058486010407,0,0,0,0,0,0,-0.0980323285341248,0,0,0,0.237954214721986,0,0,0,0,-0.0285739593664628,0,0,0,0,0
X601988.CH.EQUITY,0.197449708895647,0,0.00887025719619305,0.609362944721167,0,0,0,0,0,0,0.106674099405347,0,0.150378735119304,0,0,-0.0848751918983006,0.0981602635107464,0,0,0,0,0.0161852413001237,0,0.0303885091655939,0,-0.0144925061705103,0,0,0.00938684822161956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00715138784076839
X600036.CH.EQUITY,0,0.563605264122615,0.00284351503871247,0,0,0,0,0,0,0,0,0,-0.0957310151522651,-0.139686827629304,0,0,0,0,0,0,0,0,0,0,-0.00121778803473041,0.277053939451766,0,-0.13717054820447,0,0,0,0,0,0,0,0,0,0,0,0,0.174114134633063,0,0,0,0,0,0.137118201582461,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0901804698845712,0,0,0,0,0,0.305208966901627,-0.0808315848816958,0.158839961761744,0.0524295085981334,0,0,0,0,0.198959745593352,0.202173532935816,0,-0.0593266507626254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.114879883351349,0,0.0905044301164746,0,0,0,0,0,0,0.0218201744898326,0,0,0.236550769814561,0,0,0,0,0,0,0,0,0,0,0.150993115893526,0,0,0,0,0,0,0,0,0,0,0,0.14617151818167,0,0,0.0868705259452982,0,0,0,0,0,0,0,0,0,-0.00958339210349736,0
X601328.CH.EQUITY,0,0.353402313432748,0.316474052608933,0.209644009638806,0.0961410999675102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173800934130291,0,0,0.333204287782842,0,-0.124560833207469,-0.0419546578189748,0,0,0,0,0,0,-0.0328381411835966,0,0.0647019081847846,0,0,0.0242698329472998,0,0,-0.0870840134338857,0,0,-0.373181460804881,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.296172143263128,0,0,0,0,0,0,0,0.535817000887523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330699972068043,-0.135536125650734,0,0,0.387876117888693,0,0,-0.0698204693373813,0,-0.141221145175703,0,0,0,0,-0.0367279746927678,0,0,0
