,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.142633639508267,0,0,0,-0.166476526077547,0.278575384369254,0,0,0.128956214490886,0,0,0,0.227154197138536,0,-0.0746307572952879,0,-0.121637415844557,0,0,0,-0.146112193280675,0,-0.244359019689027,0,0,0,-0.204551525570752,0,0,0.847673086341122,0,-0.00173015719891281,0,-0.120818429778929,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0698427713709161,0,0.179923800702475,0,0,0,0,0.128248972505048,0,0,0,0,0.128695669265296,0.0490760364700236,0.118085018594804,0,0,0,0,0,0,0,0,-0.0282461055065527,0,0.0402259677173886,0,0.0578557260044166,0.0948621158325314,0,0.242926806427537,0,0,0.015860082156022,0,0.0139351724986507,0,0,0,0,0,0,1.73472347597681e-18,0,0
X601939.CH.EQUITY,0.293439936834301,-0.068203718125837,0,0,0,0,0,0,0,0,0.169926104289262,0,0,0,0,0,0,0,0,0,0,0.0159066251492866,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.133987426082564,0,-0.235666093218474,0.202531581814575,0,0,0.571532468303716,0,0,0,0,0,0.0991337455838125,0,0,-1.73472347597681e-18,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.345132339115366,0.162591828580275,0.414237721926314,0,0,0,0,0,-0.0866531490174369,0.337614976205157,0,0,-0.159916725740984,0,0,0,0,0,0,0,0,0,0,0,0,-0.545303228738615,0,0,0,0,0,0,0,0,0,0,0,0.24978339319328,0,0.195910742065285,0,0,0,-0.138717166266756
X5.HK.EQUITY,0,0,0,0,0,0.119493916484545,0,0.211289377901474,0,0,0,-8.67361737988404e-19,-0.0294647568335072,0,0.127886098200908,0.119354827032794,0,0.0997303266198843,0.004532367502706,-0.0856767541274773,0,0.0799889943598817,0,0,0,0,0,0,0,-0.0621022125049214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125212196177795,0,0,0,0.194934657888001,0,0,0
X601988.CH.EQUITY,-0.0575090017012688,0,0,-0.00884428463491492,0.514148380410385,0,0,0,0,0,0,0,0,0,0.169865120650421,0,0,0,0,-0.0954365595733817,-0.152029136679537,0,0.27209186491665,0,0,0,0,0,0,-0.323249912848992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890316147081927,0,0,0,0,0
X600036.CH.EQUITY,0,0.203824358143178,-0.0280520945936529,0,0,0,0,-0.135366944190151,0,0,0.403236760029239,0.195577991011903,0,0,0,0.148925094512795,0,0,0,0.397572777962758,0,0,0,0,0,0,0,0.123283417153259,-0.118633033168583,0,0,0,0,-0.0145649457539767,0,0,0,0,0,0,0,0,0,0,0,-0.0448132958094157,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.267460705699856,0,0,0,0,-0.0323353489067872,0,-0.0931557811833914,0,0,0,0,0.00568515894037207,0,0,0,0,0,0,0,0,0.153902911427342,0.0350977095194624,0,0.122890594047615,0,0.106286752637895,0,0,0,0,0,0,0,0,0,0,-0.106797456611375,0,0,0,0,0,-0.0110203191547738,0,0,0
X601628.CH.EQUITY,0,0.183940217327087,0,0,0,0,0,0,0,0.156559095154396,0,0,0,0.209700507472846,0,-0.078074773445264,0,0,0,0,0,0,0.0248183335740907,0,0,0,0,0,0,0,0,-0.0119017712304693,0,0,0,0.1991964542548,0,0,0,0,0,0.181776660106663,0.229135583601154,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0429115892160515,0,0,0.182965031526741,0,0,0.0103742240294902,0,0.117377110922568,0,0,0.0621978237611663,0,0,0.0387647028405915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033512352555077,0,0,0.333484656275202,0,0,0,0,0,0,0,0,-0.198057278134044,0,0,0,0,0,0,0.0145624956377169,-0.130549788957093,-1.38777878078145e-17,0.163284744185589
X601328.CH.EQUITY,0,0,0.0884429981931695,0.04495344476089,0,0,0.637685385117,0,0,0,0,0,0,0,0,0,0,0.0257786591496884,0,0.217235975396448,0,0,0,0,0,0.229046964550889,0,0,0,0,0,0,0,0,0,0,-0.0937909354358519,0,0,0,0,0,0.0203870399755776,0,0,-0.371719836094605,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.201200047448898,0,0,0,0.27095677650245,0,0,0.440220925365826,0.123085821325757,0,0,0,0,0,0,-0.0780034772395093,0,0,0,0.0572855512720345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.226787860116789,0,0,-0.0548374461010478,-0.0345314590422414,0,0,0,0,0,-0.00143048663593496,0.308864716269087,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334142376708016,0,0,0,0,-0.11999616124499,0,0.107871378087019,0.157716727775528,0,0,0,-0.0798703981760975,0,0,0,0,-0.0234311931716696,0,0,0,0.306890755400589,0,0,0,0,0,0,0,0,0,0.0766104963954832,0,0,-0.115479743604946,0.014836407628341,0,0
X601601.CH.EQUITY,0,0.0639461091080376,0,-0.0195446178192216,-0.0702167575771392,0,0,0,0.608973357288002,0,0,0,0.105214132724373,0,0,0,0,0,0,-0.00560992216922458,0,0.0293152023902929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.0295142513916397,0,0,0,0,0,0.0900355824308581,-0.0235798269351064,0.253473550392207,0,0,0.0558685103024782,-0.0596538810894608,0,-0.118250736099332,0,0,0.159875516981855,0,0,0,0.241324325446734,0,0,0,0,0.256450963584889,0,0.418852235905938,-0.0647872756569822,0,0,0,0,0,0,0.223566503746188,0,0,0,0,0,0,-0.09990135781821,0,0
X11.HK.EQUITY,0,0,0.00453626909807655,0,0.222006284305251,0.0167940655826648,0.0161038817851573,0,0,0,0,0,0,0,0,0,0,0,0.324752980950066,0,0,0,0.0989397619612361,0,0,0,0,0,0,0.420033492317359,0,0,0,0,0,0,0.191495584062557,0,0,0,0,0,0,0,0,0,0,0.0211968434494795,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0715735414036789,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.260818835410606,0,0,0,0.11199528106968,0.32951996126948,0.224931061540319,0,0,-0.0958735378075468,0,0,0,0.329901187307439,0,0,0,0,0,0,0,0,0,0.0534606620440681,0,0
X388.HK.EQUITY,0,0,0,0,0.445440027088541,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.259698405825326,0.0158982466507685,0.0256388547131823,0.0340973997537201,0,0.0172686893739349,0,0,0,0,0,0.0221992083869795,0,0,0,0.143402390667816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299861412020408,0,0
X2388.HK.EQUITY,0,0.361438191989225,0,-0.0528942552946369,0.00209588831965438,-0.302368494422236,0,0,0,0,0,0,0,0,0,0,0,0.680591926358441,0,0,0.286844041503097,0,0,0,0,0,0,0,0,-0.36934348528803,0,0.224998439765782,0,-0.285294187090173,0,0,0,0,0,0,0,-0.0346473963023736,0,0,0,-0.0355244327300317,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,-0.190546078959226,0,0.0314016505039742,0,0,0,0,6.93889390390723e-18,0.0904634761380963,0.00741400436402264,0,0,0,0,0,0,0.340084817170932,0,0,0,0.150671177620985,0,0,0,0,0,0,0,0.0431145282987189,0,0,-0.281537915594735,0,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148035680580753,0,0,-1.73472347597681e-18,0,0,0,0.214791360563052,0.0385158118045271,0,0,0.056648309900374,0,0,0.222747232376266,0,0,0,0,0,0.158194339506262,0,0,0,0,0,0,-0.206571595243397,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.013159024460415,0,0,0,0,0,0,0,0,0.0448311120486133,0.215708645531192,0,0,0,0.25761534892556,0.0667033336644781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244263622656571,0,0.0736565650703368,0,0,0,0,0,-0.0130383779884826
X000001.CH.EQUITY,0,0.209996982868562,0,0,0,0.151371391693306,0,0,0,0.0417747868518142,0,0,0,0,0.0290481689027183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290663291945302,0,0,0,0.0354591925527251,0.225909434993284,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254869347756554,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0754003837991338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020612793305862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502691590746307,0,0,0,0,0,0,0
X600030.CH.EQUITY,0.00760489880380944,0,0,0,0,0,0,0,0,0,0,0.0979259261685796,0,0,0,0,0,0.0113204753537796,0,0.112789441391891,0,0,0.11966017188219,0,0,0,0,0,0,0,0,0,0.0254555210852942,0,0,0.11704165453508,0,0.462791644882531,0,0,0,0,0,0,0,0,0.292387994585153,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0.116788891612627,0,0,-0.0335940654892659,0,0,0,0,0,0,0,0,0,0,0,0,0.325965581933523,0,0,0,0,0,0.190284964227445,0,0,0,0,0,0,0.201276328272396,0,0,0,0,0,0,0.149413141429273,0,-0.156093390592138,0,0,0.0806929800585588,0.116380194274355,-0.17096268627074,0.0399198201476212,0,0.201200451177569
X2007.HK.EQUITY,0,0,0,-0.0457664012781546,0,0,0,0,0,0,0,0,0.178420135904259,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.230222564835403,0,0,0.189670966423953,0,0,0.29226046951438,0,0.00699207417714139,0,0,0,0,0,0,0,-0.115213874511191,0,0,0,0,0,0,-0.139179686726113,0,0.00855084801120419
X601818.CH.EQUITY,0,0,0,0.305492527448474,0,0,0.185339486701204,0,0,0,0,0,0,0,0,0,0.272651388144794,0,0,0,0,0,0,0,0,0.145444025883802,0,0,0.234922864385231,-0.167482142217097,0,0,0,0,0,0,0,0,0,0,0.438876875129798,0,0,0,0.312802122855919,0,-0.449943650229934,0,0,0,0
X1113.HK.EQUITY,0,0,0.0393092577155966,0,0,0,0,0.162845145624536,0,0,0,0,0,0,0,0.229028786197612,0.131745618440116,0,0,0.0558905835669364,0.0391392342743646,0,0,0,0,0.417155231355798,0,0,0,0.0884973185191663,0,0.102792005915679,-0.0521694171359557,0,0,0,0,0,0.0123425552592354,0,0,-0.115090294741849,0,0,0,0,0,0,0,0,0
X823.HK.EQUITY,0,0,0,0,0,0,-0.0301741272520343,-0.184995870450301,0,0,-0.00416549335959963,-0.212485881930726,0,0,0,0.173925177567945,0,0,0,0,0,0,0,0,0,0,0,0,0.0942983264769779,0,0.254285955506577,0,0,0,0,0,0,0,0.448947090828641,-0.140008148764813,-0.0522061811262094,0,0,0,0.0824797318095682,0,0,0,0,-0.0650869171717375,0
X12.HK.EQUITY,0,0,0,0,0,-0.127509173667968,0,0.424020808214316,0,0,0,0,0,0,0,0,0,0,0,-0.160526463508365,0,0,0.10141045594199,0,0,0,0,0,0,0.283735055402049,0,0,0,0,0.325948517950528,0,0,0,0,0.0369864716431509,0,0,0,0,0,0,0,0,-0.173629065388174,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.285803106415948,0,0,0,0,0,0,0.020615025654905,0,0,0,0,0,0.0736716820922773,0,0,0,0,0,0.120004058596138,0.280646710465229,0,0,0,0,0,0,0.0157830939851936,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.187048977206046
X601688.CH.EQUITY,0,0,0,-0.182728431301628,0,0,0,0,0,0,-0.00242451200055745,0,0,0,0.0688272086155923,0,-0.078416072990401,0,0,0,0,0,0,0,0,0,0,-0.0813009410150703,0,0.132464025747276,0,0,0,0.107870450050251,0,0,0,0.374782959075676,0.0371144162409802,0,0,0,0,0,0.587658995591902,0,0,-0.0904455643494226,0,0,0
X001979.CH.EQUITY,0,0,0,-0.0726388562309443,0,0.0420836993646961,0,0,0,0,0,0,0,0,0.123429850975877,0,0,-0.0662564014403199,-0.316370680670533,-0.013752173056817,0,0,0,0,0,0.0190335701583424,0.0664771462706238,0,0.0515673209391018,0,0,0.195201651757707,0,0,0,0,0,0,0,0,0,0,0.578827051029021,0,0,0.188201814647605,0,-0.00418133818743786,-0.080447795581979,0,0
X601336.CH.EQUITY,0,0,-0.215833496438307,-0.00411936578712317,0,0,0,0,0.199256573296237,0,0,0,0.114328621576363,0.0780036310091724,0,0,0,0.132461564758668,0,0,0,0,0.077087931734935,0,0,0,0,0,0,0,0.0496854636302466,0,0,0,0,0.243650526311967,0,0,0,0.222189692309767,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
