,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.135061993266488,0,0.0165985437457598,0,0,0,0,0,0,0.275761154147294,0.244728041413666,0,0,0,-0.0878545079441197,0,0,0,0,0,0,0.0202189604688003,0,0,0,0,0,0,0,0,0.0222752561158218,0,0.261117280002917,0,0,0,0,0.0409178884325386,0,0,0.055185571756463,0,0,0,0.0199045491703831,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.261780472192431,0,0,0.139940885148839,0,0,0,0.0412645032678885,0,0,-0.0311536693065694,-0.130488350261378,0,0,0,0,0,0,0,0,0,0,0,0.187139951957982,0,0,0,0,0,0,-0.312392510181157,0,0.309611827868724,0.0558452477026945,0.267612123900993,0,0,0,0.0217093795517623,0.0823306754957247,0,0,0
X601939.CH.EQUITY,0.492559969387106,0,0,0,0,0.182857388420661,0,0,0,0,0,0,0,0.0691709137549697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372932554583004,-0.113391804830984,0,0,0.0443396005737039,0,0,-0.0482309526195607,0,0,0,0,0
X601288.CH.EQUITY,0.612796934085782,0.083132563004344,0.11456611898899,0,0.046749276076499,0.0199077853759925,0,0,0,0,0,0,0,0,0.00619547111784523,0,0,0,0,0,0,0,-0.0388423287697415,0,0,0,0,0,0,0,0,0,0.117980552417728,0,0.0353680317784428,0,0,0.0529703109161308,0.180787821037316,0,0,0.0314436353840291,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0.0141228345129702,-0.0439973869310817,0.11546635189542,0.0382569374871653,0,0.0698607553900025,0,-0.131290084877003,0,0,0.0515445683973033,0.284539624787037,0,0,0,0,0,0.709272908422964,0,0,0,0,0,0,0,0,-0.167118702948468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093367275719101,0,0,0,0,0
X601988.CH.EQUITY,0.133263490537616,0,0.203804815454635,0.066433636731301,0,0,0,0,0.0774256669589771,0.105178964848194,0.103816759618362,0,-0.277175801609692,0,0,0,0,0,-0.0165509691227043,0,0,0.211824254668501,0,0,0,0,0.163269667836472,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0100697186095896,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0668067553802954,0,0,0,0,0,0.225779217677597,0,0.15867743943564,0,0,0,0,0,0,0,0.105061496398742,0,0,0,0,0,0,0,0.14120772750831,0,0,0,0.0336159820381198,0.0957691771721065,0,0,0,0.0381764321460164,0,0,0,0,0,0.0406833540987355,0,0,0.0159180801322073,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.183433672112868,0,0,0.0346671432525947,0,-0.0996780012919409,0,-0.0498601555483666,0,0,0.272194814579808,0.262996293920004,0,0,0,0,0.121475269554839,0,0,0,0.137266112493437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178519927947033,0,0
X601628.CH.EQUITY,0.366322778574471,0.294269073113782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103318903810151,0.0370372514729399,0,0,0,0,0,0,0,0,0,-0.0574067828407116,0,0,0,0.0527253445299381,-0.156437062150981,0,0,0,0,0,0,0,0,0,0,-0.0503756993058685,0.175005452990028,0,-0.184928464030164,0.0370199263016452,0,0
X601166.CH.EQUITY,0.204369420745888,0,0,0,0,0.0107534541294395,0.433415134282038,0,0,0,0,0,0,0,0,0.429286421024227,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0339881408324841,3.46944695195361e-18,0,0,0,6.93889390390723e-18,0.00241598724397213,0,0,0,0,0,0,0,0.058289785034519,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0342327463419599,0,0,0.0490918725940116,0.0846481455493859,0,0,0,0,0,0.249389290870817,0,0,0,0,0,0,0.0405515409653994,0.185478166995289,0,0.124959109600478,-0.132495881048421,0.0634116918636664,0.0646295102877804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130134101223777,0,0.139737603835777,0,0,0,0,0,0,0,-0.0425247981765697
X600000.CH.EQUITY,0,0.0421573412581151,0,0,0,0.04652090835441,0.164268004938305,0,0,0,0.331493950958785,0,0,0.110198203206022,0,-0.077887870046187,0,0,0,0,0,0.0435312666638974,0,0,0,0,0,0.169007519288151,0.025459435297929,-0.029352194320852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238060592107619,0.216644046273535,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.0644698578123314,0.0159833651663028,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.275923037098025,0,0,0.0220080692949391,0.0462154966383859,0,0,0,0,0.0238823483022685,0,0,0.398259358389139,0,0,0,0.235890278989217,0,0,0,0,0,0.000485328753923003,0,0,0,0,0,0.0777121787130165,0,0,0.0877399076227427,0,0,0
X000001.CH.EQUITY,0,0.0659671933688663,-1.73472347597681e-18,0,0,0,0.103159344804195,0,0,0,0,0,0,0,0,0.118545566284896,0,0.170303129596253,0,0.185858154339404,0,0,0.10183431431402,0,0,0.139940225574633,0,0,0,0,-0.0932211692581235,0.076508439708017,0,-0.192576059492577,0,0,0,0,0,0,-0.0309295436149469,0,0.134530444211957,0,0,0,0.179442953846262,0,0,-0.0849260744219407,0
X16.HK.EQUITY,0,0,0,0.366977759427426,0,0,0,0.213374523662281,0,-4.33680868994202e-19,0,0,0,0,0,0,0.080017864482288,0.059912441312852,-1.73472347597681e-18,0,0,0,0,0.125320076987378,0,0,0.0468810988627791,0,0,0,0.259756819273226,-0.129441242810969,0,0.107575642189597,0,0,0,0,0,0,0,0.102127140168964,0,0,0,0,0,0.00990123832648447,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0.120183766336238,0,0.185282024482433,0.13104504206885,0,0,0,0.138468924381285,0,0,0.248154424249987,0,0,0,0,0,0.178774958623895,0,0,0.0102959552658655,0,0,0,0,0,0,0,0,0,0,0,0,0.235284692173147,-0.052529531711247,0,0,0,0,-0.128571191190703,0,0,0,0.161651896782317,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.301922877042305,0,0,0,0,0,0,0,0,0,0,0,0,-0.11390166671616,0,0,0,0,0,0,0,0,0,0.161459244038733,0,-0.062494760897389,0,0,0,0,-0.30352479945313,0,0,0,0.45383392716698,0.0587317996455909,0.0954035083852902,0,-0.095782141054665,0.00500602744075826,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.10580607417097,0,0,0.22270208429026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319297155749917,0,-0.0719362670037893,0,0,0,0,0,0,0,0.12315559792826,0,0,0,0,-0.0487316514928303,-0.0387414814319735,0,0,-0.11303706196534,0,0,0,0,0,-0.0165705974679295,0,0
X688.HK.EQUITY,0,0,0,0.236697373019661,0,-0.171647501989607,0,0,0.0780627610873158,0,0,0,0.152398093274832,0,0,0,0.469623920220916,0,0,0.0325592080675447,0,0,0,0.219172400133781,0,0,0.145631104568092,0,0,0,0,0,0,-0.243742603811777,0,0,0,0.0218056189044476,0,0.198349775340129,0,0,0,0,0,0,0,-0.0788640567999858,-0.196541061491364,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,-0.142486837034774,0,0,0,0,0.167332445733152,0,0,0,0,0,0,0,0,0,0.22083416032816,0,0,0,-0.13271648715714,0,0,0.154694302532504,0,0.0921367015983099,0,-0.00662021397101815,0,0,0.0559790945299436,0,0,0,0,0,0,0.0746644132117739,0.350042073292207,0,0,0,-0.0316543894866543,0,-0.0339625558098129,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0383628839663372,0.0860305668320859,0,-0.116555037793508,0,0,0,0,0,0,0,0,0.269680349359863,0,0,0,0,0,0,-0.0446609842724453,0,0,0,0.34218175884698,0,0,0,0,0,0,0.163380680903604,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.364584965349234,0,0,0,0,0,-0.0148737177139906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255996166631733,0,0,0,0,0,0.163177836388505,0,0,0,0,0,0.156874732970649,0,0.356043526485227,0.0159298279862183,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.120363597051708,0.150867993554562,0,0,0,-0.000838350114113229,0,0,0,0,0.548774862372214,0.113645630493762,0,0,0,0,0,0,0,0.0221449603917003,0,0,0,0,0.163464604248543,0,0,0,0,0,0,-0.0362258235977973,0,0,1.38777878078145e-17,0,0,0,0.0589086627782019,0,0,0,0.102905809985063,0
X2388.HK.EQUITY,0,0,0,0,0.393916355196754,0.0727751197239154,0,0,0.0518808232795284,0,0,0,0,0,0.169873077987595,0,0,0.367944948283762,0.277986866327882,0,0,0,-0.161179360700201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00762295160581525,0,0.0251950631714387,0,0,0,0,0,0.0753194434055394,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0468335797854775,0,0,0,0,0,0.0188241291584983,0.091189078785963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219613252237413,0,0.420889506701681,0,0,0.0989781127122436,0.0136930329051386,0,0,0,0.05009242418474,0,0.109749279599244,0,0,0,0
