,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0210474070305161,0,0,0.178659600049794,0,0,0,0,0,0,0,0,-0.0106131929116546,0,0,0,0,0,0,0,0.0418697906672444,0,0,0.113396404780656,0,0,0,0,0,0,0,-0.165166469914774,0,0.0639796669460931,0,0,0.224540816318053,0,0.0389020170022266,1.0842021724855e-19,0,0.0877191935160528,0,-0.120835659254466,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.108190298946582,0,0.100629587532965,0,0,0.34320936002264,0,-0.032054588437709,0,0,0,0,0,0,0,0,0,0,0,-0.00352252998047635,0,0,0,0,0,0,0,-0.0694138704872481,0.334228291731683,0,0.164867881510202,0.00527317318114044,0,0,0,0,-0.0769847603390254,0,0,0
X601939.CH.EQUITY,0.241330423975163,0,0,0,0.0172356866513815,0,0,0,0,0,0,0,0,0.179885432833899,0,0,0,0,0,0.184794961620942,0.0698694857397142,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0.0676697013057865,0,0,0,0,0.0645640560379315,0,0,0.124407904141119,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.350288946189138,0.00153271281937285,0.0946863242060684,0,0,0,0,0,0.13114659735648,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.130046440240795,-0.0511489493830905,0,0,0,0.117165381667382,0,0,0.232232855651484,0,1.73472347597681e-18,0,0,0,0.127843971913036,0,0,0
X5.HK.EQUITY,0,-0.200700711220045,0,0.412233420578843,0,0,0,-0.101852052189158,0,0,0,0,0,0,0,0.00556369919542492,0,0.0619385035697977,0,0.117397522176906,0,0.484530539424131,0,-0.236960965462313,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.0330622443792923,0,0,0,0.0369662687793507,0,0,0,0.131731621893385,0,0,0,0,-0.221621989969787,0,0,-0.162958215312353
X601988.CH.EQUITY,0.0286960295550316,0,0.025898344584518,0,0,0,-0.00254187982994385,0,0.14170879659044,0.148626838113879,0.215703658159126,0,0,0,0.0821917095667523,0,0,0,0,0,0,0,0.463127552448633,-0.150551855031338,0,-0.0288320177773442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113194360565985,0
X600036.CH.EQUITY,-0.0382688077745399,0.20245046763636,0,0,0,0,0,0,0,0,0,0.0969261671657856,0,0.28051768075614,0,0,0,0,0.143664230140146,0,-1.73472347597681e-18,0.0861877421577673,0,0,0,0,-0.0441484585482044,0,0,0,0,0,0.131077137183713,0,0,0,0.0660378344395692,0,0,0.0419843875250836,0.178746546224511,0,0,0,0,0,0.0643983345573346,0,0,0.0974607093629492,0
X1299.HK.EQUITY,0,0.150242486525205,0,0,0,0,0,0,0,-0.0356570774177005,0,0,0,-0.0799218680934725,0.205752633453699,0,0,0.125369077869788,0.234312439346823,0,0.188179716161248,-3.46944695195361e-18,-0.0701350223124538,0.171041340526261,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.17075998505203,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0.0413241352951175,0,0,0,0,0,0,0,0,0,0,0,0.129406795366334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052426165245244,0,0,0,0,0,0.300781772614196,0,0,0,0,0,0,0,0,0,0.153786804974357,0
X601166.CH.EQUITY,0,0,0.0448890971537547,0,0,0.103091343911993,0,0,0,0,0,0,0,0,0,0,0.244932705153979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475833296075358,0.225566993584342,0,0,0,0,0,0.17110608803356,0,-0.106911288040314,-0.0319125672388554,0,0,0,0,0,-0.071745300170502,0,0
X601328.CH.EQUITY,0.134327001582009,0,0,0,0.107642871867188,0.420347419941406,0,0,0,0,0,0.116043750945697,0.0969266213095253,0,0,0,0,0,0,0,0,0,0.0107049123354861,0,0,0.00495345834670825,0,0.0146821891654333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921653112451996,0,0,0.0184623592404744,0,0,0,0.119972574780319,0,0
X600000.CH.EQUITY,0.00929708768275627,0.183036802999457,0,0,0,0.17045164105525,0.247195302833964,0,-0.0501024204816725,0,0.119663738104289,0,0,0.0774995750752148,0,0,0,0,0,0,0,0,0.241639116190976,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.00391258124465292,0,0.0347944223945246,0,0,0,0,0,0,0.00636647976899522,0,0,0,0.00199287491236901,0,-0.124447788097783,0.0253859056217301,0,0.0796101900371486
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.143552476598924,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.245089685928478,0.0941944364233273,0.065009533371682,0,0,0,0,0,0,0,0,0,0.0176146423757409,0,0,0,0,0,0,0,0,0,0.103583993476507,0.0387678606101593,0,0.0991760477757298,0,0,0
