,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.453901015703756,0,0.153023749594734,0.0218311043683138,0,0,-0.0265921672040169,0,0,0,0,0,8.67361737988404e-19,0,0.0473315481191631,0,0,-0.0609813480519734,0,0,0,0,0,0,0,0.0493663894379496,0,0,0,0,0,0,0,0.00745073986317799,0,0,0,0,0,0,0.0288427431759583,0.300471958016375,-0.0237107031924066,0,0,0,0,-0.00292463692937764,0.0160488279975684
X601318.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0307040809057479,0,0,0,0,0,0,0.0775433748428752,0,0,0.212525867404636,0,0,0,0,0.0486129402445456,0,0,0,0,0,0.118099596741788,0,0,0.0602582134011794,0,0.347769868307518,0,0.0682171073259776,0,0,0,0,0,0,0,0,0,0,0,0.0627177797915163,0,0
X601939.CH.EQUITY,0,0.000126463276661094,0,0.755654934572566,0,0,0,0,0,0,0.0739544656957474,0,0,-0.0326000857706502,0,0,0.138599223539696,0,0,0.0885339363228694,0,0.00922926474893495,0,0,0,0,0,0,0.0457824637112566,0,0,0,0,0,0,0.0132304844975589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.105621695616127,0,0.894534653564478,0,0,0.0415214383369852,0,-0.046859697301909,0,0.0436224447077716,0,0,0,-0.00104446892424258,0,0.0263843174957298,0,0,0,0,0.0302246267530039,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.00259763591456509,-0.0432306349400876,0,0,-0.126750760433244,0,0,0,0.00476126985978625,0,0,0,0,-0.111928007332212,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.164512280925475,0,0.212708843471305,0,0,0,0,0,0,0.220021352385812,0,0,0.00394452090058887,0,0,-1.38777878078145e-17,0,0,0,-0.135028400270356,0,0,0,0,0,0.0332861293002674,0.28670780796915,0,0,0,0,0,0,0,0,0,0.156242702278355,0,0.123479453986149,0,0,0,0.150755823725487
X600036.CH.EQUITY,0.0734815723307661,0,0.0325518537879683,0.309078639144365,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,6.93889390390723e-18,0.164406037194165,3.08487255565385e-05,0,0,0,0,0,0,0.200438994598531,0,0,0,0,0,0,0,0,0,0,0,0.0710833571342228,0,0,0,0,0,0,0.0618680966800325,0,0,0,0,0.00489799672620555,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.0886743843256248,0,0,0,-0.113895828626253,0,0,0.0142108555089427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282143370661168,0,0,0,0,0,0,0,-0.0366179182607574,0,0,0,0,-0.0466879948128554,0,0.981131987238529,0,0,0
X1299.HK.EQUITY,0,0.0443703851562568,0,0,0,0,0,0,0,0.158849897075276,0,0,0,0.177740323300901,0,0,0,0,0,0,0,0,0.324950144156597,0,0,0.0615787949343247,0,0,0,-0.0791597617875875,0.0537737403118385,0,0,0,0,0,0.0575322274240466,0.034315826505006,0,0,0,0,0.170632589985311,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.130168468116226,0,0,0,0,0,-0.157932239598503,0,0,0,0,0,0,0,0.327868953056111,0,0.0610626458697391,0.0708510685703258,-0.000657871443921586,0,0,0,-0.0564812984973428,0,0,0.188997176502514,0,0,0.0571229923410621,0,0,0.128669816016258,0.187715673961877,0.0862433010101064,0,0,0,0.319948253045932,0,5.42101086242752e-20
X388.HK.EQUITY,0,0.291663965122158,0,0,0.182745757752447,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300468438596407,0,0,0.0139228241511087,0,0,0,0.0766568782742956,0,0,0,0,0,0,0,0,0,0,0,0,0.190628808051507,0,-0.0311691897245197,0,-0.105020900918982,0,0,-0.076938678930053,0.339979076048741,0,0,0,-0.0356596591264096,0,0.165430754887766
X601658.CH.Equity,0,0.0516015421274032,0.0415106192660884,0.224112749207495,0,0,0,0,0,0,0,0,0,0,0,0,0.138650933057073,0.0092822340927564,0,0.0250451389216606,0,0,0,0,0,0,0,0.0324626938808764,0,0,0,0.199627785723269,0,0,0,0,0.0173934567571425,0,0,0.0858442454676343,-0.0275155150009909,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0101643892683031,0.115468927536051,0,0,0,0.320786040450915,0,0.0145116537147453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780320634873476,0,0,0,0,0,0.178423559662158,0,0,0,-0.059389240514613,0.133490657321745,0,0,0,0.28366579256402,0,0,-0.0123542573453266,0
X601166.CH.EQUITY,0,0,0.0342861970612696,3.46944695195361e-18,0,0.0284629754339952,0.191003483124572,0,0,0,0,0,0,0,0,0,0.0550261267757745,0,0,0,0,0.0589742223292382,0.0662314274756231,0.365166192601366,0,0,0,0,0,0,0,0.0365280119965394,0,0,0,0,0.0551271884661829,0,0,0,0,0,0,0,0,0,0,0,0.183527952809782,0,0.0102106853822515,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.67874077782666,0,0,0.0491386966015947,0,0,0,-0.0463054153935217,-0.0466816482085139,0,0,0.0188655431887633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161073017807165,0,0,0,0.0254720251063003,0,0,0,0,0,0,0,-0.0377452835674483,0
