,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101829836025738,-1.38777878078145e-17,0,0,0,0.200302425741758,0,0,0,0.533310353431665,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182418979819023,0,0.494200163992263,0,0,0,0,0,0,0,-0.0304956196322897,0.109170619618944,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0215980835238639,0,0.176797854666661,0,0,1.73472347597681e-18,0,0,0,0,0.0311229650862911,0,0.0705901027135261,0.0498057524160976,0.00627405408979986,0,0,0,0,0.142728374018548,0,0.0613189844059553,0,0,0,0,0,0,0,0.20112242383668,0,0,0,0.0958775472704034,0.122986226926648,0,0,0.129018743720701,0,0,-0.0546404295929601,0,0,0,0
X601939.CH.EQUITY,0.259256343382719,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0657104874952332,0,0,-0.200821612975161,0,0,0,0,0,0,0,0,0,0,0,-0.0187396741060769,0.502596714665366,0,0,0,0,0.113000618636245,0,0,0,0,0.00409805753479898,0
X601288.CH.EQUITY,0,0,0,0,-0.099834698126575,0,0,0,0.133432360337363,0,0.264849444871697,0.362211875576997,0,0,0,-0.0788190736225184,0,0,0,0,-0.0906943958377877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012792194490414,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.125102887313108,0.380326976320151,0,0,0,0,0.179662235944214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038002761143472,0.00132011816651336,-0.13813085110249,0,0,0,0,0,0,0,0,0,0.0920174287413689,0,0,0.219065761098836,0,0,0,0,0,-0.140369951363316,0,0.0963308715595125,0,0
X601988.CH.EQUITY,0,0,0,0,0.269795963451988,0,0.0340078339596018,0,0.0355703553575103,0,0.0996559342008986,0.117182687137931,0,0,0,0,0,0.0767708281053931,0,0,0,0,0,0,0.0484541491664384,0,0,0,0,0,-0.264119972052443,0,0.136763592145624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831073149178539,0
X1299.HK.EQUITY,0,0,0,0,0.286709877848246,0,0,0,0,0,0,0,0,0,0,0,0,0.126983386603248,0,0.0637049990696253,0,0,0,0,0,0.0645106569302806,0,0.121476057848898,0,0.0944464687152411,0,0,0,0,0,0,0,0.308902707334339,0,0,0,0,0,0,-0.206367365274678,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.30744872904037,0,0,0,0,-0.0608518118814422,0,0,0.411082440516082,0,0,0,0,0,0.0555138398968369,0,0,0,0,0.292080563165404,0,0,0,0,0,0,0,0.148409865583831,0,0,0,0,-0.180657815950913,0,0,-0.158718998641586,0,0,0,0,0,0,0,0.230484534357585,0,-0.00798225929973437,0,0,0,0
X601628.CH.EQUITY,0,0.20157589776197,0.0310282205077511,0.0888181441371804,0,0,0,0,0,0,0,0,0,0,0,0,0.225186224385244,0,0,0,0,0,0,0,0.026227671301814,0,0,0,0,0,0,0,0,0,0.257915550718401,0.00537623550985151,0,0,0,0,0,0.0332638574604897,0,0.0835578019083802,0.0810405898990199,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.00431763158560515,0,0,0,0,0.758353884752384,0,0,0,0,0,0,0,0,0,0,0,0,0.144290848060563,0,0,0,0,0,0.0370093642957094,0,0,0,0,0,0,0,0,0,0,0,-0.00707175848430588,0,0,0.0210059872970274,0,0,0,0,-0.203958402843574,0,0,0.05033351599804,0
