,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0753307640122347,0,0.658635461674336,0,0,0,0,-0.0220691925684749,0,0,0,0,0,0,0.00149875503994974,0,0.117520294420458,0,-0.00108010508610822,0,0.0141778282909949,0.022038787901262,0,0,0,0,0,0.0513143468395221,-0.0168865085249182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237621827722701
X601318.CH.EQUITY,0,0,0,0,0,0,0.020412761800581,0,0,-0.00270647339304939,0,0,0,0.242906981375819,0,0,0,0,0,0.533841094283599,0,0,0,0,-0.0432811912366731,0,0,0,0,0,0,0.0348404390248554,0,0,0,0,0,0.118191908373455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.199176520896183,0,0,0,0,0.0923776538049141,0.0530899396641616,0,0,0.0432692989190212,-0.0620324434671777,0.1921339025022,0,0,0.273458620740299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209656536539309,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0186970576654148,0,0,0.252983369864324,0,0,0,0,0.165639747669315,0,0,0,0.23247096466368,0,0,0,0,0,0,0,0,0,0.0247749690517991,0,0,0,0.192822456642684,0,-3.46944695195361e-18,0,0,0,0,0,0.0862783056617275,0,0,0.104486263667103,0,0,0,0,0
X601288.CH.EQUITY,0.434745094899196,0,0,0,0,0,0,0,0,0,0,0,0,0.0469908965555728,0,0,0.0799264535251391,0,0,0,0,0,0,0,0,0,0,0,0.107136316087259,0,0,0,-0.0450341023853068,0,0,0,0,0,0,0,0.0182351632866337,0.0526921332766595,-0.0491872057457319,0,0,0,0,0,0,0.309552653704221,-0.0202093068968578,0
X600036.CH.EQUITY,0.0113750252049153,0.205203740409628,0,0,0,0,0,0,0,0,0,0,0,0.276444831324621,0,0,0,0,0.100034674942646,0,0,0,0,0,0.00780887779885845,0.24871757671167,0,0.0873975753656615,0,0.0733102979224221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.20506700382468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712098918781017,0,0,0,0,0,0,0,0,0,0,0,-0.0423174341051632,0,0,-0.144625803148484,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0333986029056424,0,0.0156688259612018,-0.0372074366872949,0.946936479481581,0,-0.0695814549806726,0
X1299.HK.EQUITY,0,0,-0.185065583147561,0,0,0,0,0,0,0.275852379217978,0,0,0,0,0.0212302837557058,0,0,0,0,0,-0.0981578332896212,0,0,0,0.12932474731988,0,0.259148748945537,0,0,0,0,0,0,0,0,0,0.0969957917010892,0.127204794901976,0,0,0,0.0486945811665524,0.0531128144220563,0,0.132709692701071,0,0,0.0116141485485431,0,0,0,-0.0330040042081364
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.22990292356205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543384601656608,0,0,0.356208814281385,0.136993228391567,0,0,0,0,0,0,0.0677724667404943,0,0,0,0,0.167093629168295,0,0.341276573171787,0,0,0,0,-0.0660129544025347,0,0
X388.HK.EQUITY,0,0.0703343556697055,0,0.130503868400344,0,0,0,0.0287982371980862,0,0,0,0,0,0,0,0,0,0,0,0,0.0605573186521963,0.0502509119918893,0,0,0,0,0,0,0,0,0.151973410756803,0,0,0,0,0,0.0608479991256178,0.134108094055164,0.244153821566816,0,-0.234863731258321,0,0,0,0.0176882408946809,0,0.316825946422424,0,0,0,0,0
