,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.235774922296809,0,0,0.0872974177971643,0,0.241271169742237,0,0,0,0,1.38777878078145e-17,0.128013536365007,0,0,0,0,0,0,0,0,0,0,0,0,0.0383334574210913,0,0,0,0,0.0942215784874344,0,0,0,0,0,0.0226198244574079,0,0,0,0,0,0,0.107204144301357,0,0,0,0,0,0
X601318.CH.EQUITY,0.13176921947467,0,0,0,0,0,0,0,0.184579513764486,0,0,0,0,0,0,0,0.241286563728763,0.0451868166611919,0,0,0,0,0,0,0.0316428580697162,0,0,0,0,0,-0.0596682287944291,0.148664724594469,0,0,0,0.122615450889343,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0557397824783551,0,0.048694567287873,0,0.0893002267379703,0,0,0
X601939.CH.EQUITY,0.0607974667348028,0,0,0.26866094694355,0,0.0503174291994846,0,0,0,0,0,0,0,0.422959217648331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437521581052391,0,0.0660213279244648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.299795166814889,0,0.102304665109958,0,0,0.352298199728382,0,0,0,0,0,3.46944695195361e-18,0,0,0.0250659140810715,0,0,0,0,0,0,0.00567745300460808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462274521732914,0,0,0,0.0596782222726331,0,0,0,0.10642541010881,0.00772764272886001,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749945038514673,0,0,0,0.0683101429144578,0,0,0,0,0,0.0971313608220636,0.144933204857764,0,0,0.554008379795641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352148525683919,0,0
X601988.CH.EQUITY,0.223737419811005,0,0.0103295571200201,0,0,0,0,0,0,0,0,0.195711024255423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168226958843785,0,0,0,0,0,0.0548716515321159,0,0,0,0,0,0,0,0,0.286685357847209,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.409744093959335,0,0,0,0,0.195852022605911,0,0,0,0,0,0,0,0,0,0,0,0.00232238899481239,0.0153258113010975,0,0.106723170762228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113980253401182,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378701286220455,0,0,0.170819024093168,0.0133270949346013,0.0714922132234882,0,0,0,0,0,0,0,0,0.272654941267203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0624074554711118,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0260098364694651,0,0,0,0.133755362692448,0,0,0,0,0.22964246922419,0.0886051403245477,0,0,0,0,0,0,0,0.112432857092074,0,0,0,0,0,0,0,0,0,0,0.17868611072162,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.640187898761891,0,0,0,0,0,0.215125359798972,0,0,-0.596470738916187,0,0,0,0,0,0,0,0.471906626116812,0,0,0,-0.00234418035307022,0,0,0.224479196287704,0,0,0,0,0.0391961382373416,0,0,0,0,0.423728001490042,-0.294638979688713,0,0,0,0.750191148749874,0,0,0,-0.0513866733567638,0,0
