,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0444004094289504,0,0,0,-0.25907183634936,0.174025327960442,0.0614613129131232,0,0.0244813284840788,0,0,0,0,0,0.225683271721012,0,-0.0848965649026366,0,0,0,0,0,-0.0843443967330268,0,0,0,-0.31809461493655,0,0,0.862158074480873,0,0,-0.128109170116717,-0.0348535414916546,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0875883548567198,0,0.161869057786162,0,0,0,0,0.119884179372264,0,0,0,0,0,0.163616862083904,0.109632488938693,0.106882174057424,0,0,0,0,0,0,0,-0.0204487224038922,0,0,0,0.0534551354927596,0,0,0.143331756856449,0,0.192269094936089,0,0,0,0,0.0482894754067399,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.31739402413286,-0.261407152397753,0,0,0,0,0,0,0,0,0.022237381020731,0,0,0,0,0,0,0.0463155442887923,0,0,0,0,0,0,0,-0.066674549388432,0,0,0,0.0339328145175929,0,0,0,-0.141848982108703,0,0,0.164351992773133,0,0.655598417576154,0.167644750697095,0,0,0,0,0,0.0416990876890505,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.512960425285378,0.264911374276109,0.355208514196227,0,0,0,0,0.398028931604182,-0.126587538615494,0.132805305923635,0,0,0,0,-0.154834709111077,0,0,0,0,0,0,0,0,0,0,-0.586022259608614,0,0,0,0,0,0,0,0,0,0,0,0.0406918185084749,0,0.189199234121353,0,0,0,-0.0725207036047052
X5.HK.EQUITY,-0.0237495083564867,-0.338039607012795,0,0,0,0.105992459509751,0,0,0,0,0,0,0,0,0,0.116720974900086,0,0.211242311070432,0,0.288876702671017,0,0,0,0,0,0.0776578616733222,0,0.0133185758663958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224712126773991,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.384776979090687,0,0,0.0427696411903098,0,0,0,0,0,0,0.177668839985732,0,0,0,0.208489528215349,0,0,-0.0798630751186971,0,0,0,0,0,0,0,-0.315171065914781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135933543838422,0,0.0198650334351762,0,0,0,0,3.46944695195361e-18
X600036.CH.EQUITY,0,0.43432093365177,-0.0388380207932131,0,0,0.00196321197268201,0,0,-0.0357937056904526,0,0.511893480190437,0.178314212345607,0,0,0,0.122507569477117,0,0,0,-0.165939949019584,-0.0663322394426527,0.287432482345745,0,0,0,0,0.110789634944714,0,0,0,0,0,0,-0.227719082238204,0,0,0,0,0,0,0,0,-0.148653559945109,0,0,-0.0716430196093177,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.284978712868618,0,0,0,0,-0.0203525724211508,0,-0.0871708032937057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156153642110846,0,0.0166941659788665,0.118062878861883,0,0,0.105733469975952,0,0,0,0,0,0,0,0.0063560534908502,0,0,0,-0.092105823917793,0,0,0,-0.0265502836344323,0,0,0
X601628.CH.EQUITY,0,0.0868419800710225,0,0.023195029174353,0,0,0,0,0,0.0600215273115126,0,0,0,0.259600463090614,0,0,0,0,0.0245872936458287,-0.0892046776876984,0.0797222200871461,0,0,0,0,0,0,0,0,0,-0.0699129253630952,0,0,0,0,0.298707663483594,0,0.125295238294625,0.0376014646142625,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0502678327109432,0,0,0.20378223830514,0,0,0,0,0.175994819093537,0,0,0.135753335500066,-0.0635906082059773,0,0.080950513516303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2746179621516,0,0,0,0,0,0,0,0,0,-0.213020680592965,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.135235963252806
