,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.098176491679568,0.0348209650049168,0,0,0,0,0,-0.235347341623417,0,0,0,0,0,0,0,0,0,0,-0.0163333914587928,0.0968355423172757,0,0.27027536017081,0.450256001201516,0,0,-0.0217178553829773,0,0.139953463375752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0638997060600062,0,0,0,0,0,0,0.174632358591622,0,0.0707284097028967,0.306425026538827,0,0,0,0,0,0,0,0,0,0,0.152206327450642,0,0,0,0,0.140113864679162,0.00743850426957352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063003236766366
X601939.CH.EQUITY,0,0.0253025087002027,0,0.763943097865672,0,0,0,0,0,0.00734864346553667,0.106617685248126,0,0,0,0,0,0.0889936477491696,0,0,0,0,0,0.00514693651682815,0,0,0,0,0.0122930963396697,0.0672987935720317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,3.46944695195361e-18,0,0.977115890958081,0,-0.0195761917725916,0.0267462543943861,0,-0.0595075328853637,0,0.0179732774667014,0,0,0,0,0,0,0,0,0,0,0.00289401972154158,0,0,0,0,0,0,0,0.0354036269029114,0,0,0,0,0,0,0,0,0,0.0206611545797905,0,-0.0463019945336214,0,0,0,0,0.0651635852484104,0,0,0,0,-0.114313500037943,0
X601628.CH.EQUITY,0,0.01410637135461,0,0,0,0,0,0,-0.0642620419175301,0.23910150624184,0,0.34113026240736,0,0,0,0,0,0,0.245344939246067,0,0,0,0,0,0,0,0,0,-0.111041114556273,0,0,0,0,0,0,0,0.338051752116262,0,0,0,0,0,0,0,0,0.0623220859702349,0,0,0,0,0,0.0519239276070875
X600036.CH.EQUITY,0,0,0,0.348242682073325,0,0,0,0,0.0753061144970202,0,0,0,0,0,0.00436921807081332,0,0.0199590465097223,0.146513979454947,0,0,0,0,0,0,0,0,0.101177717238337,0,0,0.16837354968331,0,0,0,0.0260631869393795,0,0,0,0,0,0,0,0,0,0,0.037417971804325,0,0,0.0433666642924647,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626913879583318,0,0.0132902545020046,0,0,-0.0572177459107444,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073100339988094,0,0,0,0,0,-0.0256561324641103,0,0,0,0,0,0,0,0,0,0,0.000469668963498079,-0.134222534538312,0,0.999765778624335,1.73472347597681e-18,0,0
X1299.HK.EQUITY,0,0.0129306814355429,0,0,0,0,0,0,0,0.16356591961209,0,0,0,0,0,0.00438531100474458,0,0,0,0,0,0.221657278312874,0,0,0,0.0194746576255887,0,0,0,0,0,0,0,0.235656555612418,0,0,0,0.0353356011179991,0.0870737247107589,0,0,0,0,0,0,0,0,0,0,0.198506641726444,0,-0.0960242706696475
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.0228071031104432,0,0,0,0,0,0,0,0,0,0,-0.0700376225427033,0,0.0767139571866332,0,0,0,0.118828293214359,0.335784321995801,-0.0613952125304908,0,0,0,0,0,0,0,0,0,0,0,0.0286259490464984,0,0,0,0,0.0709912760643105,0,0,0,0.0960804565987167,0,-0.318635598897977,0.236208828175582,0.036478756843053
X388.HK.EQUITY,0,0,0,0,0.247928940278518,0,0,0,0,0,0,0,0,0,0,0.144956781090565,-0.166375026273874,0,0,0,0.231344852016219,0.334558939116215,0,0,0,0,0,0.240857541253024,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509772373160137,0,0.154582175285877,-0.154848142532811,-0.106486941119956,0,0,-0.0743640742625701,0,0,0,0.101521874184279
