,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.187415837931988,0,0,0,0,0,0,0.16521616193073,0.128953065790576,0,0,0,-0.21062069071627,0,0,0,0,0,0.315325787036122,0,0,0,0,0,0.25122598165771,0,0.0525987476798597,0,0.122711553055699,0,0,0,0,0,0,0,0,0,0,0.096912632142832,0,0,-0.0393752289385325,0,-0.0911139117647264,0,-0.0106373240033431,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.175204691890024,0,0,0.148276190550334,-0.114920743020761,0,0,0.0909216578971065,0,0,0,0,0,0.00530934684504716,0,0,0,0,0,0,0,0,0,0.168220439361558,0,0,0,0,0,0,-0.229153031422297,0.327741804164483,0,0.125368784255299,0,0,0,0,0,0.131953527002961,0,0,0
X601939.CH.EQUITY,0.473535719640747,0,0,0,0,0.183909097824619,0,0,0,0,0,0,0,0.0324205166860778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365918995071168,0,-0.157252462194788,0.0868783224960919,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.498554251992728,0.0303726499202259,0.154379575329922,0,0.171660520712968,0.0745334874272693,0,0,0.012731556501563,0,0,0,0.029588372842267,-0.0459895741134446,0,-0.042002003041882,0,0,0,0,0,-0.0554564229214221,0,0,0,0,0.0515803476123721,0,0,0,0,0,0,0.029204460961851,0,0,0,0.158836390499649,0.163254469910363,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0862571752886604,0,-4.33680868994202e-19,0,0,0,-0.335074715894255,0,0,0.167360196860106,0,0.0274971564082993,0,0,0,0,0.530871805126429,-0.131139234422231,0.0476460822386918,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0649161476544224,-0.0890480033759477,0,0,0,0.0980961092758121,0,0.142468885172245,0,0,0.216647289966361,-0.0441957119102842,0,0,0,0,0.139504604435588,-0.247366141911255
X601988.CH.EQUITY,0.102906744033237,0,0.127944339291713,0.165474993518565,0,0,0,-0.0193124665715818,0.158751631156937,0.0895658432098365,0.221435219924472,0,-0.357305211570493,0,0,0,0,0,0,0,0,0,0.123913941257567,0,0,0,0.0894245528443896,0,0,0,0,0,0,0,0.0296479027593618,0,0,0,0,0,0,0,0,0,0.0496258823835667,0,0,0,0,0.0138662291487594,0
X600036.CH.EQUITY,0,0.377671963772031,0,0,0,0,0,0.0336991276987986,-0.0112713659238782,0,0,0,0,0.288252235455389,0,3.46944695195361e-18,0.0201819678057925,0,0,0,0,0,0,0.176949532602619,0,0,0,0,0,0,0,0.0930827317188558,0,-0.0400548263580319,0.000541621263224844,0,0,0,0,0,0.16740006638086,0,0,0,0,0,0.0164489977782773,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0427912727099033,0,0,0.0562873562865745,0,0,0,-0.0197863197559429,0,0,0.193124774925381,0.252924181423497,0,0,0,0.1602553742361,0,0,0,0,0.166982704848565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168227253916099,0,0
X601628.CH.EQUITY,0.205701363917419,0.328923770497006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.231955673770541,0,0,0,0,0,0,0,0,0.0200879862986301,0,0,0,0,0,0,0.0111978553232281,0,0,0,0,0,0,0,0,0,0,0,0.193471079897558,0,-0.157844035218189,0.0331472159150012,0.206280474178309,0
X601166.CH.EQUITY,0.131429016662061,0,0,0,0,0.0499475734298925,0.500937244485267,0,0,0,0,0,0,0.0645153770404017,0,0.267764589749883,0,0,0,0,0,0,0,0,0,0,0,0.0575302410633924,0,0,0,0,0,0.0894360824026478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
