,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.39596152101242,0,0,0.352752076202338,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436617835150165,0,0,0.103203769886838,0,0,-0.246761337663368,0,0,0,0,0,0,0,0,0,0,0.220577265200672,0,0,0,0,0.0659111317528181,0,0,0,0,-0.131769887884691,0,0,0,-0.0131338830297488,0
X601318.CH.EQUITY,-0.0192819598168756,0,0,0,0,0,0,0,0,0,0.260396817418109,0.222395273710956,0,0,-0.0423927638647175,0,0.142580444175244,0,-0.00393718606670081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123437468277271,0.375644934201512,0,0.0262216621073342,0,0.0760675944800123,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.276424687104388,0,0,0,0.0976368805674012,0,0,0,0,0,0,0,0,0.106639786005646,0,0,0,0,0,0,0.0355806659098469,0,0,0,0,0.331487570284131,0,0,0,0,0,0,0.0306181420252563,0,0.133062653097008,0,0,0,0.00310150561676808,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.366884993520015,0,0,0,0.0878568739656901,0,0,0,0.178447179583604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0559340679815276,0.0836538216634553,0,0,0,0.163770256606865,0,0,0,-1.73472347597681e-18,0.176756491976806,0,0,0,0.0362245694149389,0.0953358200907854,0,0
X5.HK.EQUITY,0,-0.195609902946848,0,0.406956977880102,0,0,0,-0.134123038919566,0,0,0,0,-0.0207686727447471,0,0,0,0,0.0255983440883476,0,0.149703770983725,0,0,0.508162103129555,-0.227161889905172,0,0,0,0,0,0,0,0,0,-0.00907112051120253,0,0,0,0,0,0,0,0.10465623498508,0,0,0,0,0,-0.0163523278356045,-0.172063083311939,0,-0.144168191232432
X601988.CH.EQUITY,0.126233645163347,0,0,0,0,0,0,0,0,0.0992500781844991,0.184829926658424,0,0,0,0,0,0,0,0,0,0,0.341782795334592,0,0,0,0,0.0834288099455473,0,0,-0.0278348567298293,0,0,0,0,0,0,0,0,0,0.0380110345856745,0,0,0,0.0844252497480623,0,0,0,0,0,0.0817666735191278,0
X600036.CH.EQUITY,0,0.30089913861035,0,0,0,0,0,0,0,0,0,0.125116690362077,0,0.0590309510022251,0,0,0.0103309366398818,0,0.0402510787686579,0,0,0,0,0,0,0,-0.0406726005374911,0,0,-0.0218048992765611,0,0.219097460510699,0.10160552070298,0,-0.187985221649685,0.0413018993737252,0,0,0,0.200804696722964,0,0.0186123564282201,0,0,0,0,0,0,0,0.198534137588333,0
X1299.HK.EQUITY,0,0.123256250901748,0,0,0,0,0,0,0,0,-0.0809101087653551,0,0,0,0,0,0,0.275192063081292,0.258050876150055,0,0.195418642012068,-0.0398805058150804,0.0836366693433802,0.0321649546083686,0,0,0,0.0934383526496395,0,0,0,0,0,0,0,0,0,0,-0.187251967632592,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0184597693850567,0,0,0,0,0,0,0.0168720286101954,0,0.0201451161833768,0,0,0,0.167195176834686,0,0,0,0.00379787665368765,0,0.0370657241497163,0,0,0,0,0,0,0,0,0,0,0,0.0332048933003504,0,0,0,0,0.347411202664381,0,0,0,0,0,0,0,0,0,0.154561536910017,0
X601328.CH.EQUITY,0.123199153196641,0.00136079507882485,0.0170542109688741,0,0.0874163910979615,0.41988747202572,0,0,0,0,0,0.125551000639479,0.103750273818034,0,0,0,0,0,0,0,0,0.0156851163019983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171745186606445,0,0.0612068448349084,0.0177327309033422,0,0.12114939135952,0,0,0,0
