,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0959733306950597,0,0.421791425134301,0,0.0461103657890413,0,0,0.236535370432111,0,-5.55111512312578e-17,0.151857078773936,0,0,0,0,0,0.0143973865970374,0,0.0112437979876408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058098835909021,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0
X601939.CH.EQUITY,0.526527188301475,0,0,0,0,0,-0.111428490580973,0,0,0.0352380725869292,0,0,0.380735371600041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167692780326433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0729163818729517,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0147350655436668,0,0,0,0,0,0,0.377698113114843,0,0,0,0,0,0,0,0,0.0511522771723613,0.0497901174913422,0,0,0.0276141655557445,0,0,0,0,0,0,0,0,0,0.0264797842929361,0,0,0,0.077438326590139,0.18149302183794,0,0,0,0.00817291796473271,0,0,0.121461914096077,0,0,0,0,0
X601288.CH.EQUITY,0.35987504181776,0.034092186765955,0,0,0.404542475578427,0,0,-0.0482578018153765,0,-0.0100513366995661,0.0622807178526227,8.67361737988404e-19,0,0,0,0.0941284729134585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237970010055782,0,0,0,0,0,0,0,0,0,0.0330583173414569,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.052971736676941,0,0.319535319204488,0,0,0,0,0,0,0.18336803296786,0,0,0.0833323235822798,0,0,0,0.202476136100469,0,0,0,0,0,0,0,0,-0.00830726968005758,0.0411485220492228,0,0,0.079138059967059,0,0,0,0,0,0,0,0,0,0,0.0644480782355745,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.206489100944117,0,0,0,0,0.464948223008374,0,0,0,0,0,0,0,0,0,0,0,0,0.107022328865071,0,0,0.0607245895051257,0,0,0,0.0613979004327686,0,0,0,0.0942419373200224,0,0,0,0,0,0.0456997043898225,0,0,0,0,0.0414958496957087,0,0.0766059701327911,0,-0.0308110730081365,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349359769446664,0.0943483518475252,0,0,0,0,0.16398156831762,0,0,0.071641788185085,0,0.118613140089074,0,0,0,0,0,0,0.0528947748247243,0,0.139759623128394,0,0,0,0,0,0,0.0563309855879871,0,0,0,0,0,0,0.196948034428354,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.411668173932327,0,-0.677544214783909,0,0,0,0,0,0.779131890189377,-0.758388307637524,0,0.522398857170157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10741792046707,0,0,0,0,0,0,0,0,0.56468943887878,0,-0.0436812823041218
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.146829447866491,0,0,0,0,0,0.173835846907858,0,0,0,0.104830185019319,0.175127614452383,0,0,0,0,0,0.0513119980500154,0,0,0,0,0,0,0.0478026803740264,0,0,0,0,0,0,0.124832560589982,0,0,0,0,0,0,0,0.0608027828681576,0
X601658.CH.Equity,0,0,0,0.343481528417888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394326343458978,0,0,0,0.32763092886449,0.625704078654721,0,0,0,0,0,0.0293930468876933,0,0,0,0,0,-0.107392719415398,0,0,0,0,0,0.124958232875362,0,0,-0.531748725790646,0,0
