,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0166826536892643,0.428154745548455,0.101606436609651,0.0846201494142541,0,0.0372595380489804,0,0,0,0,0,0.038832137896596,-0.00743420107228983,0,0,0,0.0634264892544753,0.0473139163584983,0,0,0,0,0,0.107774668243534,0,0,0,0,0,0.0134206849700985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149995253630967,0
X601318.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0.0748891713067325,0,0,0.0753369252866003,0,0,0,0,0,0,0,0.223892479327141,0.0423336020443275,0,0,0,0,0,0,0,0.106211601277325,0,0,0,0,0,0,0.0761005157173541,0,0,0,0,0,0.29916051206726,0,0,0,0.0412113934576219,0,0.0257667631067778,0,0,0,0,0
X601939.CH.EQUITY,0.340376250336817,0,0,0.141871477698001,0,0.189432107441197,0,0,0,0.0490288540752997,0.0960790320129695,0,0,0,0,0,0,0,0,0,0,0.00126847742422478,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0615951834838492,0,0,0,0,0,0,0.0120527204982638,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.445703834472469,0,0,0,0,0,0,0,0,0.214478438700893,0,0,0,0,0,0,0,0.089363478879451,0,0,0,0,0,0,0.0800978460875071,0.0313896717024718,0,0.0324194977490436,0,0.0824045036045709,0,0,0,0,0,0,0,0,-0.0307360238175793,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.46418045803382,0,0,0,0,0,0,0,0,0,0,0.146075564145671,-0.37356714605927,0,0,0,0,0,0,0,0,0,0,0,0.121445344141595,0,0,0,0.438527632152938,0.0301949546891768,0,-0.601392862577837,0,0,0,0,0,0,0,0,-0.282979698611953,0,0,0,0,-0.315685597811164
X601988.CH.EQUITY,0.0142048815021075,0,0.304856297809344,0,0,0,0,0,0,0,0,0,0.114283023130274,0,0,0,0,0.0495901705557678,0,0,0,0,0.588329335189864,0,0,0,0,0,0,0,0,0,0.0194077910191089,0,0.0224010704702432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373927989980784,0
X600036.CH.EQUITY,0,0.0144868479365364,0,0,0,0,0,0,0.0437636512121344,0,0,0,0,-0.00693761575184085,0,0,0,0.024878633301708,0,0,0,0,0,0,0.693326527713274,0,0,0,0,0.116694428468216,0,0.000590897398028443,0,0,2.16840434497101e-19,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606327947620822,0,0,0,0,0.269929191860289,0,0,0,0.0358197697768671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304225283388484,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0185633453124002,0,0,0,0,0,0.13193228534925,0,0,0,0,0.0210936362480893,0.00725259620079902,0,0,0,0,0,0,0,0,0,0.0704708281077696,0,0,0,0,0,0,0,0.281678693010759,0,0,0,0,0,0.08793559464677,0.197884620135416,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.155354117262232,0,0,0,0,0,0,0,0,0,0.105845173442124,0,0,0,0,0,0,0,0.0225293436848048,0.0914270004423166,0,0,0,0,0,0.11230124129344,0,0,0,0.0607270016124865,0,0,0.0571041045593347,0,-0.0244524277742504,0,0,0,0.168352058287135,0.244340867856273,0,0,0,0,0,0,0,0.0196707893936131,0,0
