,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.282545576897762,0.0432429006924032,0.0108557161794379,0,0,0.4314038822842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102321746852642,0,0,0,0.0488189183568984,0,0,0,0.0184636290261756,0,0,0,0,0,0,0.0747126481564412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.201244857420634,0,0,0,0,0,0.203805860606394,0,0,0,0.0480872452915612,0,0.0930102311391289,0,0,0.0656796836025277,0,0.0319824922164441,0,0,0,0,0,0,0,0,0.149790296524376,0,0,0.00819742882058655,0,0,0,0.132689519189638,0,0.0366629306197996,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724635550610946
X601939.CH.EQUITY,0.447061774325517,0.172026626074601,0,0,0,0,0,0.235659413862187,0,0,0,0,0,0,0,0,0.0123665104068045,0,0,0,0,-0.115520629899192,0,0,0,0,0,0,0.143525499334613,0,-0.0413300957032432,0,0.139392350304893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11249157386807,0.126938116405566,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.529689066936122,0,-0.0776513837358622,0,0.070816531730591,0,0,0,0,0,0,0,0,0,0,0.147703410423026,0.0633930340234473,0,0,0,0,0.121147159817585,0,0,0,0.0331983845558456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429422210569068,0,0,0,0
X600036.CH.EQUITY,0,0.143191566274485,0,0,0,0.0256517573544533,0,0.00407619294735548,0,0,0,0,0.121058933279213,0,0,0.0292883955209167,0,0,0,0,0,0,0.0944673336256838,0,0,0,0.0767457517941553,0,0,0,0.0252874211292808,0,0,0,0,0,0,0.0585982322667919,0,0,0.0645302201562388,0,0,0,0,0,0,0,0,0.360602997822853,-0.288854559080568,0
X1299.HK.EQUITY,0,0,-0.16186219683306,0,0,0,0,0,0,0.167491284057409,0,0,0,0,0,0,0,0,0,0,0,0,0.0451227081968306,0.169356376257877,0,0,0,0,0,0,0,0,0.173582360441736,0,0,0.0966532430154436,0,0,0.0891908023376657,0,0,0.0553407309520232,0.311757905174293,0,0,0,0,0,0,0,6.93889390390723e-18,0
X601628.CH.EQUITY,0.115886381513408,0,0,0,0,0,0,0,0,0,0,0,-0.0191553938768611,0,0,-0.127119990846038,0,0,0,0,-0.0161762072670726,0.161293970674746,0,0,0,0,-0.120760438960436,0,0,0,0,1.73472347597681e-18,0,0,0.571608940009156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100056308474078
X601988.CH.EQUITY,0.0400426445422017,0,0.0908363007351654,0.355948742231881,0,0,0,0,0,0,0,0,0.208153370351466,0,0,0,0.149997706180434,0,0.0177695124639461,0,0,0,0.026086949352538,0.00932481597765509,0,0,0,0,0,0.117197126392166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.318296285949548,0,0,0,0,0,0,0,0,0,0,0,-0.223816168011792,0,0,0,0,0,0,0,0,0,0.276316648336708,0,0.135597641633347,0,0.0457246605451308,0,0,-0.00546692598266492,0,0,0,0,0,0,0,0,0,0.231191157996823,0,0.140231584697808,0,0,0,0,0.128147624787744,0,0,0.0373402012527019,0
X388.HK.EQUITY,0,0,0,0,-0.123644778401533,0.260218190303131,0,0,0,0,0,0,0.0485521758126677,0,-0.0489695784167871,0,0,0,0,0,-0.138278193000635,0.457459724253778,0,0,0,0,0,0.0737678173031482,0,0,0,0,0,0,0,0,0,0,0.0473119743033832,0.136885120042362,0,-0.0656198596003527,0,0.144176049137984,0,-0.347838909605661,0,0.023739322104458,0,0,0.179139764591972,0
X601166.CH.EQUITY,0,0,0.0165166981547706,0,0,0,0,0,0,0,0,0.0522680005628057,0.17218464632831,0,-8.67361737988404e-19,0.146999916545125,0,0,0,0,0,0,0,0,0,0.0116876499913584,0.204997780167933,0,0.367169700275541,0,0,0,0,0,0.0143879173724162,0,0.0120651696345101,0,0,0,0,0.0121541142378446,0,0,0,0,-0.0175395015215953,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.254353939074623,-0.122400058078062,-0.0275754264358694,-4.33680868994202e-19,0.158546212773281,0,0,0.297174951765943,0,0.0642505880735469,0,0,0.0432000413740511,0.462142454616622,0,0,0,0,0.315248356350439,0,0,0,0,0,0,0,0,0,-0.322273153224763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.264754262410941,3.46944695195361e-18,0
X000001.CH.EQUITY,0,0.116668437317031,0,0,0.0943483178751326,0,0,0.239664988569538,0,0.053724954862789,0.337677290588056,1.73472347597681e-18,0,0,0,-0.0381440737627626,0,0,0,0,0,0,0,0.133369128232326,0,0.0267188217097387,0.338979278502797,0,0,-0.00552887774166905,0,0,-0.290608453042369,0,0,0,0,-0.120097399840196,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0617287204129674,0,0,0,0,0,0,0,0.161718450198714,0,0,0.115619180056514,0,0,0,0,0,0,0,0,0,0.0720195931087118,0,0.298600811189152,0.0835386298223238,0.000667864330416695,0,0.0532215319072574,0,0,0,0,0,0.348351130525822,0.0120603855195278,0.0255121608836787,0,0,0.0150138346559953,0,0,0
