,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.149661589901812,0,0,0,0,0,0,0,0,0,0,-0.115499431840164,0,0.486165692137182,0.712264567672945,0.0417506858674212,0,0,-0.122888807230467,0,0,-0.0921333680597441,0,0.0844115705424093,0,0,0,0,-0.124088754181155,0,0,-0.341847860049658,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.140410498785483,0,0,0,0,0,0,0,0,0,0,0,0,0.358917453187771,0,0,0,0,0,0,0,0,0,0.083535448368858,0,0,0,0,0,0,0,0.42286347434167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.819842874518354,0.0238775312299886,0.0159184171377694,0,0,0,0,0,0,0,0,0,0.000657451348774814,0,0,0,0.0593567045871262,0,0,0,0,0,0,0,0,0,0,0,0.0164265792463513,0.0456726995414013,0,0,0,0.00528256756788082,0,0,0,0,0,0,0,0.0671254074760767,0,0,0,0.0229556358087345,0,0,0
X601288.CH.EQUITY,0,0,0.922601784554055,0,0,0,-0.0678347619964565,0,0,0,0,0,0,0,0,0,0,0.116170164955459,0,0,0,0,0,0,-0.0147843027555637,0,0.0589849047308796,0,0,0,0,0,0,0,0,0,0,-0.104334784840511,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477080807652101,0
X601988.CH.EQUITY,0.0693686859020138,0,0,0,0,0,0,0,0,0,0,0,0,1.25804517348852,0,0,0,0,-0.213962472490818,0,0,0,0,0,0,0,0.0672595981688555,0,0,-0.120719942665987,0,0,-0.149183050355461,0,0,-0.202866756389357,0,0,0,0,0,0.0112124948210363,0,0.0228406757911227,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.37690110361714,0,0,0,0,0,0.0159844007009816,-0.0202072146175348,0,0,0,0,0,0.137569862268634,0,0,0.0128963961493813,0,0,0,0,0,0,0,0.14596767870738,0,0,0.0813116231153207,0,0,0.203209996288908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172985468873418,0.0708218638892762,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.915163524033831,0,0,0,0,0,0,0,0,0,0.10110159418489,0,0,0,0,0,0,0,0,-0.114176620387549,0,0,0,0,0,0.0798442797414474,0,0,0,-0.0832513331443515,-0.0587142112333647,0,0,0,0.0165193691910936,0,0,0.0379822234531508,0,0.0582538123107161,5.42101086242752e-20
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.268621953913803,0,0,0,0,0,0,0,0,0,0,0,0.0637506782716317,0,0,-0.217584664971654,0,0,0,0,0,0.0488390353607374,0.25951577376296,0,0,0.140430948803734,0,0,0,0,0,0,0,0,0,0,0,0.499558490788488,0,0,0.020158756873797,0.0339632918910557,0,-0.0692694294152279
X5.HK.EQUITY,0,0,0,0,0,0,-0.0176232258281657,0,0,0,0,0,0,-0.0533588202517102,0,0,0.36197388106421,0,0,0,0,0,0.105570612057776,0,0.0111430409009534,0.515849003668862,0,0,0.203210326011132,0,0,0.0451884099882104,0,0,0,0,0,0,0,-0.377561377731287,0,0.110298241328506,0,0,-0.0823442816273514,0,0,0,0,0,0.149914386088932,0
X388.HK.EQUITY,0,0,0,0,0,0,0.231589016450468,0,0,0,0,0,0,0,0,0,0,0,0,-0.243709247301082,0,0,0,0,0.387775851099682,0,0,0.0319982553752811,0.0973223631749418,0,0.0137972683752475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206656950757397,0.0216645719866534,0,0,0.0677045186448788,-0.234630343960338,-0.037137454321945,0
