,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.427103774973079,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0700008386989779,0,0,0.139724954288567,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0688681483953757,0,0,0,0,0,0,0,0,0,0.0784802843455155,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.172105659012789,0,0.220066693167486,0,0,0,0,0,0,0,0,0.242893803430978,0,0.0695191817621313,0.0142463760983467,0,0,0,0,0.132492640602211,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.132231214529606,0,0,0,0.0379734216377832,0,0,0,0,0,0,0,0.0414047348022443,0.0462041205848102,0,0
X601939.CH.EQUITY,0,0,0,0.729470108496495,0.0320475565553901,0.0541063824097295,0,0,0,0.235594558686513,0,0,0,0,0,0,0,0,0,0,0.0501857518287128,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234091485128107,0,0,0.0231370873411148,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.412056953972304,0,0.0302478478602492,0,0.942750825426892,0,0,0,0,0,0,0,-0.142828924027079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152342707660347,0,0,0,0,0,0,0,0,0,0,0.049191646248115,0,0,0
X5.HK.EQUITY,0.00866113535957232,0,0,0,0,0.120743505860909,0.397532604617039,0,0,0,0,0,0,0,0.0447212242010735,0,0,0,0,0,0,0,0,0,0,0,0,-0.206841022194464,0,0,0,0,0,0,0,0,0.0959545592721365,0,0,0.322486219171591,0,0,0,0,0,0,-0.0975552729671335,0,0.0213198256323254,0,0
X601988.CH.EQUITY,0,0,0,0,0.360391224054603,0,0,0,0.0910006474798332,0,0,0,0,0,0,0.0956081534851844,0.0396342375926892,0,-0.0700044028524968,0,-0.0725452676491046,0,0,0,0.243185820627294,0,0,0,0,0,0,-0.230236398235182,0,0,0,0,0,0,0,0,0.0691496394182602,0,0,0,0,0,0,0,-0.030180387320417,0,-0.126249671077893
X1299.HK.EQUITY,0,0,0,0,0.227297967347458,0,0,0,0,0,0,0,0.0381041416451662,0,0,0,0.216188867335908,0,0,0,0,0,0,0,0,0.0579040644035461,0,0.12153960696235,-0.225249709458021,0,0.0663346898299118,0,0.0393721317058197,0,0,0,0.381298510118672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.408189011755236,0,0,0,0,0.0385607432761432,0,0,0.120658743565066,0,-0.110529836657947,0,0,0,0,0.181374996683654,0,0,0,0,0,0.2194657969436,0,0,0,0,0.11501709449167,0,0,-0.0306331210022415,-0.162339560784441,0.0818496292181159,0,0,0.132014713722176,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.127332719205872,0,0.000512801373234834,-0.089500675709078,0,0,0,0,0,0,0.0233444414999349,0,0,0,0,0,0.168105536265201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429765932348819,0,0,0,0,0,0.198907172250837,0,0.0840933327292121,0.063596032434811,0,-0.0136965756480217,0,0,0,0
X601328.CH.EQUITY,2.77555756156289e-17,0,0.210521671736343,0,-0.0497997188626864,0,0,0.467556045061906,0,0,0,-0.0571367507663691,0.370190643096217,0,0,0,0,0,0,0,0.0342398139299458,0,0,0.0303761960480643,0,0,0,0,0,0,0,-0.162978015141245,-0.239247402571283,0.196451755891612,0,0,-0.00382712742490916,-0.181521873318392,0,0,0,0,0,0,0,-0.0155878391995918,0,0,0,0,0
X601166.CH.EQUITY,0.149630231865193,0,0,0.250336645283604,0,0,0,0,0,0.0787701431569513,0,-0.0322003651341278,0.235123774517478,0,0,0,0,0,0,0.0461429079175286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292999658450159,0,0,0,0,0,0,0.107153008224593,0,0,0,0,0,0,0,0,0.0552508328355026,-0.0156819889789782
X601319.CH.EQUITY,0,0.0906735240039851,0,0,-0.263331548429154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467450708792135,0,0,0,0,0,0,0.029365070357197,0,0,0,0,0,0,0,0.0381738737256529,0,0.0141817557724434,-0.145829196575078,0,0.00285183214269676,0,0.604966998937103,0,0,0.00404384749511293,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.270807006068944,0,0.0531886524988291,0,0,0,0,0.192770477313268,0.24884132401713,0,0,0,0,0,0,0,0,0,0.124039364042465,0,0,0,0,0,0.191739731911672,0,0,-0.154543880753207,0,0,0,0,-0.0495067994646242,0,0,0,-0.141608177071125,0.0472739626944883,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0603380743468854,0,0,0,0,0.0593380194619046,0,0,-0.300590131354282,0,0,0,0,0,0,0,-0.0210922361966304,0,0,0,0,0.230858817804182,0.016321248760841,0,0.103196463383171,0,0,0.531225361806379,0,0,0,0,0,0,0,0,0.269631822481498,0,0,-0.0475616859164494,0,-0.109542918072623
X11.HK.EQUITY,0,0,0.252611613250441,0,0.0833834269370777,0.128167301409433,0,0,0,0,0,0.0630780978963455,0,0,0,0,0,0,0,0.00997006577812125,0,0,0,0,0,0,0,0,0,0,0,0.478665647328025,0,0,0,0,0,0,0,0,0.0753071021861293,0,0.16537629910578,0,0,0.108755947845189,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0.0245882093442451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197374358124056,0,0,0,0,0,0.0670615553317116,0,0,0,-2.16840434497101e-19,0,0.620623373917034,0,0,0.0220003812217392,0,0,-0.0552406804390527,0,0,0,0.0397813824357533,0.0384057542514013,0,0,0,0,0,-0.0644214881752294
X388.HK.EQUITY,0,0,0,0,0,0,0.00633149654514711,0,0.0211649856921165,0,0,0,0.153108838177813,0,0.241148966833665,0,0,0.0930500748521822,0,0.281796054698506,0,0,0,0,0,0,0.0122873751386166,0,0,0,0,0,0.0434958142882778,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0
X601601.CH.EQUITY,0,0.011163118171428,0,0,0,0,0,0.0309932902138262,0.284277966013467,0,0.0210154860674722,0,0.0226474199448135,0,-3.46944695195361e-18,0,0,0,0,0.0153403523697515,0,0,0.0604321558230682,0,0,0,0,0,0,0,0,0,0,0,0,0.225752524267322,0,0,0,0,0.130250261819449,0,0,0,0,0,0,0,0.0300040907684947,0,0
X267.HK.EQUITY,0,0,0,0,0,-0.207473585487462,0,0,0,0,0,0,0,0,-0.417920864250485,0,0.119042430494884,0,0,0,0.0140409687355376,0,0,0,0,0,-0.0422255832535678,0,0,0,0,0.0510094296732573,0,0,-0.070606780335947,0,0,0,0,0.311672877352634,0,0.10734277744636,0,0,-0.108752290499138,0.704421063355443,-0.0132679172180885,0,-0.102268170338889,0,0
X2388.HK.EQUITY,0,0.453868804256649,0,-0.0205198790414302,0.307253172116833,-0.424990181872988,0,0,0,0,0,-0.0759314398610674,0,0,0,0,0.578270034839107,0,0,0,0,0,0,0,0,0.121704711002839,0,-0.13985911476094,0,0,0,-0.079845830594654,-0.24248552269756,0,0,0,-0.137823638788593,0,0,0,0.195682899039332,0,0,0,-0.149199499654459,0,0,0,-0.106045506377656,0,0
X688.HK.EQUITY,0,0,0.0384720500183705,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0717009170117211,0,-0.0166860150766217,0,0,0,0.141017873522812,0,0,0,0,0.0838281492449295,0,0,0.155227370869334,0.13844571845534,0,0,0,0,0,0.252278188888416,0,0,0,0,0,0,0.215224201895051,0,0,-0.187345260383912,-0.268328787808916,0,0.088024323424257,0,0,0,0
X600030.CH.EQUITY,0,0.0910604691693385,0,0,-0.0399318366704078,0,0,0,0,0,0,0.0163720132421338,0,0,0,0.0848822788737186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189626399100006,0,0,0,0.0339523118193244,0.181433365423573,0,0,0,0.266374588354972,0,0,0,0.183106100670839,0,0,0,0,0,0.0507568730214273,0,-0.0492372739338681
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.286826324870816,0,0,0.0898281362392524,0,0,0,0,0.085308270567297,0,0,-0.0179022576702559,0,0,0,0,0,0,0,0,0,0,0,0.0618701148648505,0,0,0,0,-0.0135486112937558,0,0.222721489726788,0,0,0,0.349979802276042,0,0,0,0,0,-0.0318302117486152,0
X601998.CH.EQUITY,0.26927667316404,0,0,0.016679254556604,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0.0103636739894472,0,0,0,0,0,0,0.275519090741923,0,0,0,0,0,0,0,0,0.109734623716512,0,0,0,0,0,0.0882491611920173,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0326153766937636,0,0,0,0.0835516030830518,0,0,0.157465828250015,0,0,0,0,0,0,0,0,0.0712185696062562,0,0,0,0,0.0685384100550101,0,0,0,0,0,0,0,0,0,0.128178201196952,0,-8.67361737988404e-19,0,0,0,0,0,0.144785693618673,0,0,0.0568522647885582,0,0,0,0.038088592166142,0,0,0
X2007.HK.EQUITY,0,0.296978652314581,0,-0.123189511572461,0,0,0,0,0,0,0,0,0,0,0.109953561319978,0,0,0,0.0504827911711379,0.103567134951012,0,0,0,0,0,0,0,0.295722281330497,0,0,0,0,0.02241786670941,0,0,0,-0.0525674722359543,0,0,0.14468090427619,0,0,0,0,-0.0610396267108029,0,0,0,0,0,0
X1109.HK.EQUITY,0.218696773771449,0,-0.0678962970895386,0,0,0,0,-1.73472347597681e-18,0.0144207574523952,0,-0.00789706210042168,0,0,0,0,0,0,0,-0.0124634623225973,0.172765927901344,0.240733770214558,0,0,0,0,0,0,0,0,0,-0.107509874265859,0,0.573112840089217,0,0,0,0.100978579814399,0,0.150137719359084,-0.22203938557904,0,0,0,0,-0.0815293156498994,0,0,0,0,0,0
X1113.HK.EQUITY,-0.341108606367578,0.175383950671307,0,0,0,0,0.155378102322435,-0.0253018854579701,-0.0204760114959164,0,0,0,-0.0506226442455598,0,0,0.0541858550357667,0,0,0.0938775788010465,0,0.0542846430672351,0,0,-0.0067426672899968,0,0.0843122826858538,0,0,0,0,0,0,0.0390021188471795,0,0,0,0.0773063831983089,0,0,0,0,0,0,0,-0.101307767575905,0.207000469894758,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0.29980536274282,0,0.0692806877669478,0,0,0,0.0825426925339771,-0.0466510359299699,0,0,0,0.0641481246098485,0,0,0,0.368462748144577,0,0,0,2.16840434497101e-19,0.0278988900597557,0,0,0,0,0.117918886664651,0,1.38777878078145e-17,0,0,0.375665612233483,0,0,0,0,0,0,0,0,0,-0.274721646007477,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0471910669416629,0,0,0,0,0,0,0,0,0,0.591809742408467,0,0,0,0,0,0,0.0332486435162964,0,0,-0.00977422386319006,0,0,0,0,0,0.0241277716529497,0.086728533149727,0,0,0,0,0,0,0,0.150762992575279,0,-0.102689610303293,0,0
