,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.634457937738863,0,0,0.023187256149016,0,0,0,0,0,0,0,0.0809407106098136,0,0,0,0,0,0.141161119846324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.0106097862680128,0,0,0.116438301214796,0,0,0,0.0231501800429648,0,-0.0404012513683397,-0.0379388660301184,0,0,-0.0234433405492486,0,-0.00178676481096534
X601939.CH.EQUITY,0.171905990205145,0,0,0.218191263460762,0,0.414257117467249,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.103709062705121,0,0,0,0,0,0.0695707551388783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0847444978031466,0,0,0,0,0,0,0.00711795825500158,0.0593731783162211,0,0,0,0,0,0,0,0.0257046114540393,0.113073831275197,0,0,0,0,0,0,0,0,0,0,0,0,0.0893405585834042,0,0.167220539360066,0.0317481677467219,0,0,0,0.11028207446834,0,0,0,0,0.223106193031601,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.323466081793272,6.93889390390723e-18,0,0,-0.0397291610878854,0.0300985166146254,0,0,0,0.131385506494011,0,0,0,0,0,0,0,0,0.0698444067510975,0,0,0,0,0,0.0180292569182141,0.242062631325016,0,0.074683404639124,0,0.0836142462169948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584596706668467,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.102928880107493,0.120511410629327,0,0,0.225358193888665,0,0,0,0,0.385999921271474,0,0,0,-0.187335477031402,0,0,0,0,0,0,0,0,0,0,0.0684191200315591,0,0,0,0.00596700216559617,0,-0.122583509704938,0.0299508632552245,0,0,0,0,0,0,0,-0.564685432456612,0,0,0,0,0,-0.286547585167957
X601988.CH.EQUITY,0.0510679784898395,0.00438738198609222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686316129194759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077869043498878,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.135188102629387,0.0807750373398839,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525120349688157,0,0,0.278790332668952,0,0,0,0.0856032724762207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169387547712161,0,0,0,0,0,0,0,0,0.112794226255735,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250429741256065,0.000775117816919061,0,0,0,0,0,0,0.775033741955309,0,0,0,0.104333289930819,0.00419517326406815,0,0.000700083101345981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.135480738685128,0.067299528767228,0,0,0,0,0,0,0,0,0,0,0,0.0295828316320884,0.00343486718072416,0,0,0,0,0,0,0,0,0.0702728173259072,0,0,0,0,0,0,0,0,0,0,0.319925875944816,0,0,0,0,0,0.209941084273351,0.0698337281847063,-0.0271506719191399,0,0,0,0,0,0
X601328.CH.EQUITY,0.00162061658762912,0,0,0,0,0,0,0.170598657287929,0,0,0.0379777979483142,0.147449680115495,0,0,0,0,0,0,0,0,0,0.251188109663154,0,0,0,0,0.0313522158122459,0,0,0,0,0,-0.00875533705730767,0.0403752203568156,0,0,0.000779485506636741,0,0.252478801542129,0.0685639197307613,0,0.0396115529874788,0,0,0,0,1.73472347597681e-18,0,0,0,0
