,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,-0.0783061765364759,0,0,0,0,0.203137304297045,0,0,0,0,0,0,0,0,0.034888999245201,0,0,-0.310021559565451,0,0,0,0,0,0,0,0,0,0,-0.338104810193439,0,0,0.0836535435583895,0,0.769822943826924,-0.185234942429917,0.267432753549572,0,0,0,0,0,0,-0.0134466319060595,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.172771350450401,0,0,0.0292487361066936,0,0,0,0.0293839821214868,0,0,0,0,0,0,0,0,0,0,0.161546443044681,-6.93889390390723e-18,0,0,0,0.0542433206972653,0,0,0,0,0,0,0,0.480978375325677,0,0,-0.0539315328976318,0,0.0475049526278138,0,0,0,-0.0208517400638004,0,0.011932507100399,0,0
X601939.CH.EQUITY,0.410171980585698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223805771329709,0,0,0,0,0,0.100840525640341,0,0,0,0,0.139305127298098,0,-0.155545446246517,0.0693594489700586,0,0,-0.106240933162529,0,0,0,0.445023043948783,0,0,0,0,0,0.0862544442432731,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0318827024477972,-0.0117820160727094,-0.175178703008649,0.0970955194638853,0,0.350229042345155,0.232589912131608,0,0,0,0,0.0632203221634383,0,0,0,-0.0362477200919631,0,0,0,0,0,1.73472347597681e-18,0.0230258621577909,0,0,-0.601487713477942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277753175693631,0,0,-6.93889390390723e-18,-0.0985857266956071
X5.HK.EQUITY,-0.164872244015979,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0229824401295589,0,0,0,0,0.250131094793759,0,0.236044451007029,0,0.0912380976290322,0,0,0,0.482716759992965,0.00620167984818077,0,0,0,0,-0.252244773255625,0,0,0,0,0,0,-0.010135884940611,0,0,0,-0.0995126249366597,0,0.191033108375728,0,0,0,-0.086676256736594,0,-0.140531567760763,0,0
X601988.CH.EQUITY,0.227795436406406,0,0,0.75699028949567,0.167327107508384,0,0,0,0,0,0.108158157400692,0,0,0,0.111252812856577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111421633209147,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,-0.0172345567260753
X600036.CH.EQUITY,0,0.648108386266883,-0.00387141757899409,0,0,0,0,0,-0.212284172021253,0.600673074032307,0,0,0,0,0,0,0,0,0,0.0815519497689462,0.0172304509794793,-0.0473599908679696,0,0,0,0,0,0.0466892741374929,0,0.101926447626764,0,0,0,0,-0.0671367289990776,0,0,0,-0.117627510175667,0,0,0,0.160917425599386,0,0,0.0100732756469238,0,0,0,0,0
X1299.HK.EQUITY,0,0.0422404357384306,0,0,0.0967463657462429,0,0,0,0,0,-0.109341932010836,0,-0.00827298734729519,0.127196021874165,0,0,0.217990074382547,0,0,0.0407483025449359,0,0.124440071769227,0,0,0,0.0299937452760257,0,0,0,0,0,0.221034930611966,0,0,0,0,0,0,0,-0.0778655298536068,0,0,0,0,0,0,0,0.200460830037233,0.0343394367844519,0,0
X601628.CH.EQUITY,0,0.0582954886663554,0,0.0544777842193325,0,0,0,0,0,0,0,0,0,0.331023793386386,0,0,0,0,0,-0.024738691319302,0,0.116593207290376,0,0,0,0,0,0,0,-0.0591351432719035,0,0,0,0,0,0,0.044035456203755,0.215466679917498,0.0117762701233539,0,0,0,0,0,0,0,0,0.136824961621577,0,0,0
X601328.CH.EQUITY,0,0.182350760314524,0.296321308575073,0.0311047861770916,0,0,0.468156707469969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109772158149607,0,0,0,0,0.187728772103171,0.299282267495479,0,0,0,0,0,0,0,0,0,0,0,0,-0.103320662360096,-0.117362845118148,0,0,0,0,0,0,-0.504557862492171,-0.0135378189288584,0,0
