,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X600000.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.130604912722776,0,0,0,0,0,0,0,0,0,0,-0.12132343081798,0.586988565576615,0,0.843904564555199,0,0.0550108770211851,-0.113664201761996,0,0,-0.129930779530381,0,0,0.00432171901797504,0,0,-0.0865024948749424,0,0,0,-0.345139847087569,-0.0628322276151695,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0.0430921118792294,0,0,-0.0172395192669449,0,0,0,0,0.0635341507126967,0,0,0,0,0.295088908948698,0.024996829903981,0,0,0,0,0,0,0,0,0,0.106297998385671,0,0,0,0,0,0.655606168091799,0,0,0,0,0,0,0,-0.0209317002118542,0.0261942333954008,0,0,0,0,-0.0470490775899627,0
X601939.CH.EQUITY,0,0,0,0.787643214952981,0.0698070295617882,0,0.0588605625740357,0,0,0,0,0,0,0.0298477547395763,0,0,0,0,0,0,0,0,0.00385122472994753,0.00692466854924953,0,0,0,0,0,0,0,0.0753521786127843,0,0,0,0,0.00355101414242645,0,0,0,0,0,0,0,0,0,0,0,0.0341061558101477,0,0,0
X601288.CH.EQUITY,0.0103294391951594,0,0.897331043704294,0,-0.0656040806235019,0,0,0,0,0,0,0,0,0,0.00414041613061491,0,0.0428611586578431,0.115175726825041,0,0,0,0,0,0,0,-0.0627167729334726,0,0.0506636536479614,0,0,0,0,0,0,0,-0.0966980024454509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460235148348953,-0.00999779374602551
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.068372307936228,0.860524255981464,0,0,0,0,0,0,0,0,0,0,0.101393063845539,0,0,0,0,0,0,-0.0685939283352307,0,0,0,0,0,0,0.168906657129989,0,0,-0.075066630190006,0,0,0,0,0,0,0.0098084697792545,0,0,0,0.0404539238450753,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16737441716368,0,0,0,0,0,-0.265619910820894,-0.234358764640686,0,0,0.0254767384860488,0,0,0,0,-0.0568041164157701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283893740909495,0,0,0,0,0.024602343205299,0,0
X600036.CH.EQUITY,0,0,0.300551414843342,0.0739312412851572,0,0,0,0,0.0690236009347091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021362698156081,0.0661070644585642,0,0,0,0.43858460086398,0,0,0,0,0,0,0,0,0,0,-0.0272677757000664,0.0590282572225404,0,0.0658707991935042,0,0,0,0.0344745047749546,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.36188495846103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202052517605147,0,0,0,3.46944695195361e-18,0.0451358196991564,0.231069054116609,0,0,0,0.11498446717419,0,0,0,0,0.0163970597146024,0,0,0,0,0,0,0,0.48557182113236,0,0.0225829757817222,0,0.083781549309066,-0.0470915808727671
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270416292993402,0,0,0.33963885806026,0,0,0,0,0.0495394171794699,0,0,0.548012273216783,0.00481535406774876,0,0,0,0,0.278248735163327,0.0450627071802954,0,0,0,0,0,0,-0.369306070248606,0,0,0.121761684209491,0,-0.0966576497509038,0.0328001929214274,0,-0.0418717234573576,0,0,0,0.154489897309494,0
X388.HK.EQUITY,0,0,0,0,0.474387057741656,0,0,0,0,0,-0.182202730597257,0,0,0,0,0,0,0,-0.304533106755388,0,0,0.0945354958179112,0,0,0,0.289726893838474,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0.226880118027648,0,-0.0633535915452862,0,-0.247013918098196,0,0,-0.0336769166419783,0,0,0,0,0,-0.0618998763220552,0
