,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.119851233963904,-0.0884162665084446,0,0,0,0,0,0,0.411021540782491,0,0,-0.131646065016451,0,0,0,0,3.46944695195361e-18,-0.107893948890341,0,0,0,0,0,0,0,0,-0.0126140382877989,0,0.70876064283807,0,0,0,0,0,0,0,0,-0.0361815576257712,0,0.0325990502956548
X601318.CH.EQUITY,0,0,0,0,0,0,0.0932788967336849,0.0480533870168148,0.149218744412433,0,0,0,0,0.106135743907157,0,0,0,0,0.091300050606221,0,0.102730122596267,0,0,0,0,0,0.0119922519530519,0,0,0,0.0460696238584457,-0.0145259857879099,0,0.0313806088791991,0.0685976836792414,0,0,0,0,0.1979396902775,0.0713757225035602,-5.42101086242752e-20,0,0,0.0676532740322857,0,0,0,0,0,0
X601939.CH.EQUITY,0.281463630456507,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,-0.0130760374404332,0,-0.0087513184382293,0.0698017333086108,0,0,0,0,0.0891752884852701,0,0,-0.317483915117727,0,0,0,0,-0.0169269842422731,0,0,0,0,-0.0583060813613664,0,0,0,0,0.579149452548716,0,0.128753653362889,0,-0.0277525628626523,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.162388322397204,0,0,-0.0194912029485464,0,0,0.434007407029334,0,0,0,0.357653605194758,0.0118122226311625,-0.0740888264971919,0,0,-0.157268892718742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.147325945199661,0,0.166397388771779,0,0,0.153940584078961,0,0,0,0.215908239152913,0,0,0.0933240198094669,0,0,0,0,0,0,0,0,0,-0.174584127746336,0,0,0,0,0,0,0,0,0,0.147775789261375,0,0.0681945160287199,0,0,0,0,0,-0.0756770579268413,0,0,0.148994637874226,0,0
X601988.CH.EQUITY,-0.036867065350265,0,0,0,0.404718509536104,0,0,0,0,0,0,0,0,0,0,0,0.00148149786802657,0,0,-0.16564736211031,0,0,0,0,0.342909524278975,0,0,0,0,0,0,-0.336774912293727,0,0,0,0,0,0,0,0,0.00213535794435611,0,0,0,0.025886464229292,0.130394157292832,0,0,-1.73472347597681e-18,0,-0.0433771216262418
X600036.CH.EQUITY,0,0.268514983145614,-0.0603241130810084,0,0,0,0,-0.127886029812009,0,0.501573146843508,0,0,0,0,0,0,0.0907036642686073,0,0,0.27929615495921,0,0,0,0,0,0,0,0,0.108531048927323,0,0,0,0,-0.134441666686901,0,0,0,0,0,-0.0616145290907597,0,0,0.229148885034848,0,0,-0.0768111324563129,0,0,0,0,0
X1299.HK.EQUITY,0,0,0.0263434200036323,0,0.246374357731931,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0684176839994962,0.0479051073410933,0,0,0,0,0,0,0.24684060454194,0,0.0135246744943308,0,0.0924978267650812,0,0,0,0.0400065962172836,0,0,0,0,0,0,0,0,-0.222920753497206,0,-0.111440872703031,0,0,0.061981950095914,0,0,0
X601628.CH.EQUITY,0,0.121165193675054,0.0164569772945391,0.071976731863848,0,0,0,0,0,0,0,0,-0.0397143403175742,0.298592804052093,0,0,-0.0264371913740673,0,0,0,0,0,0,0,0.143228163051762,0,0,0,0,0,0,0,0,0,0,0.205499390115121,0,0,0,0,0,0.188626553547822,0.0173373403871472,0,0.059890077318226,0,0,0,0.0421030637571049,0,0
X601328.CH.EQUITY,0,0,0,0.01883482651637,0,0,0.592703272752294,0,0,0,0,0,0,0,0,0.114928107410174,0,0.123489523188518,-0.219722906729007,0.22505832176922,0,0,0,0,0,0.208945489819725,0,0,0,0,0,0,0,0,0,-0.162150726635223,0,-0.267787988307726,0,0,0,0.0164374855699758,0.145436444295732,0,0,-0.0595375014535624,-0.0321063422930121,0,0,0,-0.0575198060506391
X601166.CH.EQUITY,0.173881301871111,0,0,0.253947853409199,0,0,0,0,0,0,0,0,0.295985543427649,0,0,0,0,0,0.101256962430778,0,0,0,0,0,0,0,0,0,0,0,0.0457782616568699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00677754369432992,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.000423731532599611,0,-0.0758474147319618,0,0,0,0,0,0,0,0.0873893714142883,-0.21013927604199,0,0,0,0.00795449565916932,0,0,2.16840434497101e-19,0,0,-0.0514990843827406,0,0,0,0,0,0.283540757485879,0,0,0,0,0,0,0,0,0.502295370534878,0,0,0,0,-0.0313292930721885,-0.00421120043916615,0
X600000.CH.EQUITY,0,0,0.110506288606034,0,0.00444239732040776,0,2.77555756156289e-17,0,0,0.0846949109173909,0.579677915691867,0,0,0.148066809442967,0,0,0,0,0,0,0.140723194075648,0,0,0,0,0.223720269574948,0,0,0,0,0,0,0,-0.179957460080801,0,0,-0.231363679233812,0,0,0,0,0,0,0,-0.0530043882238656,0,-0.110790278274537,0,0,0,0
X601601.CH.EQUITY,0,0.0686819637819684,0,0,0,0,0.075661511733983,0,0.291067897209728,0,0,0.00299076228720569,0,0,0,0.0550932581135126,0,0,0,-0.16542256465317,0,0,0.00661803458427774,0,0,0,0.253633477462161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864627839421537,0,0,0,0,0,0,0,0.0325471498639437,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956068908955041,0,0.0242683996970274,0,0,0,0,0,0,0,0,0,0,0.192177411018297,0,0,0,0.233557624413005,0,0,0.312695691165784,0,0,0,0,0,0,0,0,0.176608444657108,0,0.132763372670169,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.083191355191287,0,-0.0762474471640869,0,0,0,0,0,-0.142917770691332,0,0,0,0,0,0,0,0,0,0,0,0.312613059297023,0.064822137319115,0.11858596379698,0,0,-0.165334774037083,0,0,0.493575110166649,0,0,0,0,0,0,0,0,0,0.088693253909263,-0.312589139947029,0,0
X11.HK.EQUITY,0,0,0,0,0.0714062422323211,0.0168237800614122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.240683419919942,0.470952464148963,0,0,0,0,0,0,0,0,0.249138308855609,0,0,0.113506094321667,0,0,0,0.0292623641126522,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739929014997173,0,0.630194505106546,0.0527922454386607,0.0244802911052874,0,0,0,0,0,0,0.142118155209613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.116293033656619,0,-0.265764709123181,0,-0.450172081338263,0,0,0,0,0,0,0,0,0,0,0,0.903809243077366,0,0,0,0,0,0,0,0,0,0,0,0,0.260492490300133,-0.259989578800859,0,-0.238358273570961,0,0,0,-0.000795275683001819,-0.245871874355099,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0.0132142465909946,0,0,0,1.38777878078145e-17,0,0.0562354283190798,0,0,0.0191909051473068,0,0,0,0,0,0,0,0.111597732100327,0,0,0.0478360132131188,0.469964884661826,0,0,-0.286028485565481,0,0,0,0,0,0,0,0,-0.0762411526856889,0,0,0,0,0.0763325493818414,0.12693310366879,-0.216626867061298,0,0,0,-0.100840555507048,-0.286378235784255,0,0.271672435294535,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.182646923667059,0,-0.034847677145403,0,0,0,0,0,0,0.0441256565395529,0,0,0.07083613593012,0,0,0.120647232091143,0,0,0.199384014755051,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023035798919474,0.33866593095692,0,-0.0643684425112046,0,-0.261890034078416,0.00331487308674337,0,0,0,0,0
X600030.CH.EQUITY,0.0119966260927684,0,0,0,0,0,0,0,0.0144039531878507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260248220451776,0,0,0.215895055255533,0.434994341650077,0,0,0,0,0,0.0443859234371547,0,0,0,0.0292575551517829,0,0,0,0
X601998.CH.EQUITY,0,0,0.0195476857499425,0,0.0745976773614249,0,0,0,0,0,0.0525274567691988,0.214783833886995,0,0,0,0.101975623747001,0,0,0,0.193006856030216,0.00342535152068218,0,0,0,0.136448328080337,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,4.33680868994202e-19,0,0.0602229941865633,0,0.0595015099931065,0.0420943415390341,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.141581608090825,0,0,0,0,0.0963997466572417,0,0.0892901549744838,0.00351359265294972,0,0,0,0,0,0,0,0,0,0,0,0,0.0604231629158745,0,0.292256496686932,0,0,0,0,0,0,0.132149139511527,0,0,0,0,0.0190361597704701,0,0,0,0,0,0,0,0,0.0252626717910992,0
X000001.CH.EQUITY,0,0,0,0,0,0.0801725299741815,0,0,0.246923751030635,0,0,0,0,0,0.115434409714707,0,0,0.0607201672489402,0,0,0,0.121359685802368,0,0,0,0,0,0,0,0,0,0,0,0.0905795499026842,0,0,0,0,0,0,0.0416730564861411,0,0,0,0,0,0.0472559857456124,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0.169716512580111,0,0.0384425670971768,0,0,0,0,0,0,0,0.179860519375908,0,0,0,0,0,0.30889841678489,0,0,0,0,0,0,0,0,0,0,0.00054985433817639,0,0.262980166086426,0,0,0,0,0.0516608472400808,0,0,0,0,0,0,0,0,0,0,-0.189794680870895,0
