,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,4.33680868994202e-19,0,0.370138832400737,0,0,0.0995097595821748,0,0.31970780982963,0,5.55111512312578e-17,0.0923846974506052,0,0,0,0,0,0.0891948408027144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016261740191171,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.00695817846529626,0,0,0,0,0
X601939.CH.EQUITY,0.423635239255142,0,0,0.0418050163048312,0,-1.73472347597681e-18,0,-0.11531767558751,0,0.0455230289465782,0,0,0.431141392299794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504260851995036,0,0,0,0,0,0,0,0.0482622463276438,0,0,0,0,0,0,0,0,0,0,0.0271146391924852,0,0,0.0390144009021614,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0700711493039319,0,0.0685534333369469,0,0,0.257847688203667,0,0,0,0,0,0,0,0,0,0,0,0,0.0963693411508488,0.00367078500395232,0,0,0,0,0,0,0,0,0,0,0.0474319933330758,0,0.0793206671332221,0.183090686391507,0,0,0,0,0,0.124980816940948,0,0,0,0,0,0
X601288.CH.EQUITY,0.414992579798889,0,0,0,0.399354816217439,0,0,0,0,0,0.0651474625457762,0,0,0,0,0.0696650130734062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340397287772707,0,0,0,0,0,-0.0144879752447754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.280777115626346,0,0,0,0,0,0.00356406057748948,0,0,0,0.00650351424241304,0,0,0,0.137543296291435,0,0.135438595004598,0,0,0,0,0,0,0,0,0,0,0.0682951265858623,0,0.00939535004703418,0,0,0,0.0419241657383078,0,0,0,0,0,0,0,0.172311374897029,0,0.139319498940711,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.316501405337113,0,0.107603472814786,0,0,0,0,0.418057863345473,0,0.146012833942043,0,0,0.490045698948888,-0.556736681516421,0.132655859292602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117877040624444,0,0,0,0,0,0,0,-0.00222024359511751,0,-0.143931174192508
X600036.CH.EQUITY,0,0,0.0286161970884589,0,0,0.0498615264469764,0,0,0,0,0,0.327444915344159,0,0,0,0,0,0,0,0,0,0,0.0249804758592352,0,0,0,0,0.0919991419142122,0.00154400285886917,0,0,0,0,0.133287053993959,0,0,0,0,0,0,0.0719549359809768,0,0,0,0,0,0,0,0,0.27147264515909,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0180258245761211,0,0.017424139717997,0,0,0,0,0,0,0.330883860042337,0.00699545353745973,0,0,0,0.0970712509503879,0,0.0641512993868103,0,0,0,0.186856081095049,0,0,0,0,0,0,0,0,0,0.168007056450853,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X601628.CH.EQUITY,0.110948851344235,0,0,0,0,0,0,0,0,0,0,0.0271590715816737,0,0,0,0,0,0.190441359433537,0,0,0,0.0376921454975429,0,0.23148676384786,0,0,0,0,0,0,0.057463632257515,0,0,0,0,0,0,0,0,0.129764785815946,0,0,0,0,0,0,0,0,0,0,0.0217448947955777,0
X601658.CH.Equity,0,0,0,0,0.276513956926557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.719188046605499,0,0,0,0,0,0,0,0,0.0405910129819808,0,-0.356467693221783,0,0,0,0,0.224918071077355,0,0,0,0,0
