,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.034341325176049,0,0,0,0,0,0,0,0,0,0,-0.00192611842299275,0,0.53933013271813,0.787904942971363,-0.106975263932015,0.0109526738039489,0,0,0,0.201062987901005,0,-0.230937317468885,0,0,-0.324045238386008,0,0,0,0,-0.0446885330536776,-0.0800281188168459,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.200318305262589,0,0,0,-0.0617240562996745,0,0,0,-3.46944695195361e-18,0,0,0.0206619481447109,0.0370619660647549,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.127927003841442,0,0.0857261156222958,0,0,0,0,0,0,0.284809725909202,0,0,0,0,0,0,0,0.191713323307671,0,0,0,0.061140515861639,0,0
X601939.CH.EQUITY,0,0,0,0.848225291012669,0,0,0,0,0,0.0139935064519583,0,0,-0.115433174616291,0,0,0.0249835550505914,0,0.0654630353854616,0,0,0,0,0,0,0,0,0.0477562157146589,0,0,0.0584724338719233,0,0,0,0,0.0158418505050183,0,0,0,0,0,0,0,0,0.0696673617881743,0,0.0168796377383484,0,0,0.00887336509039603,0.0417072840940056,0,0
X601288.CH.EQUITY,0.0243165001381514,0,0.897740341405347,0,-0.0653672516112603,0,0,0,0,0,0,0,0,0,0,0,0.0103046611285051,0.136196486147234,0,0,0,0,0,0,0,0,0.0507486226624493,0,0,0,0,0,0.0019555432067894,0,0,0,0,0,0,-0.0956503264171751,0,0,0,0,0,-0.031323625093117,0,0,0,0,-0.0526896778642194,3.46944695195361e-18
X601628.CH.EQUITY,0,0.219370193395461,0,0,0,0,0,0,0,0.0376773783615045,0,0.515546015018399,0,0,0,0,0,0,0,0,0,0.00240391240906345,-0.0862522630743152,0,0,0,0,0,0.034892876288153,0,0,0,0,0,0,0.0245787304294679,0,0,0,0,0,0,0,0.283393961469105,0,0,0.17910964734681,0,0,0,0.146302740491036,0.131523423205267
X600036.CH.EQUITY,0,0,0.394227724812543,0,0,0,0,0,0.0216195137323371,-0.0110854640580736,0,0,0,0,2.16840434497101e-19,0.116489695009791,0,0,0,0.0092906497734872,0,0,0,0,0,0,0.184100939964646,0,0.0278496538099124,0.141503587961941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186809364014659,0
X601988.CH.EQUITY,0,0,0,0.00349524311473955,-0.144365320365594,0.0829387060845694,0,0.0302954894147425,0,0,0,0,0,0.0232642462363422,0,0,0,0,0,0,-0.0806621231969456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104124776748073,0,0,0.00979735912199433,0,0,0,0,0,0,1.0252065283407,0,0.0275705657573776
X1299.HK.EQUITY,0,0.106618910076733,0,0,0.158074390258131,0,0,0,0,0.246630295920518,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216039433408842,0,0,0.351649934898528,-1.73472347597681e-18,0.225544854669901,0,0.124871017053088,0.120414485998238,0,0,0,0,0,0,0,0,0,0.115534725209763,0,0,-0.104040265394837,0,0,0,0,0,0.110499958585579,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282878056194732,0,-0.248561338666206,0,0,0,0.149782241604475,0,0,0.105347032956457,0.180972927960926,0.398443501665403,0,0,0,0,0,0,0,-0.195893631941971,0,0,-6.93889390390723e-18,0,0,0,0.0965461759121883,-0.0935481526771135,0,0,0,0,0,0,0.175400456832021,0
X388.HK.EQUITY,0,0,0,0,0.330591371215143,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215905059570722,0,0,0,0,0,0,0.466423335584323,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.0852805617050728,0,-0.115418532785256,0.262971076641322,-0.069249827455623,0,0.0272850789771457,0,0,0,-0.140146890223849,0
X601658.CH.Equity,0,0,0,0.231690077491421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279882803244872,0,0.000888713839125622,-0.099545250520498,0,0,0,0,-0.0753050642212914,0,0,0,0,0,0.0813645605667877,0,0,0,0,0,0,-0.00265714293142028,0,0,0.331366891177689,0,0,0,0,0,0,0,0,0,-0.00639588340727332
X600030.CH.EQUITY,0,0,0,0,0.0339066438800848,0,0,0,0,0.0666515099874029,0,0,0.186664308938735,0,0,0,0,0,0,0,0,0,0,0,0.0120870389488739,0,-0.0137004699461991,0,0,0,0,0,0,0.451706712958521,-0.0282163023762187,0.0420763189783692,0,0,0,0,0,0,0,0.0688166312059013,0,0.159440740419295,0,0,0,0,0,0
X601066.CH.EQUITY,0,0.0158178013331596,0,0,0,0,0,0,0,0,0,0.470345817017244,0,0,0,0,0,0,0,0,0.0180718440041895,0,0,0,0.302422964069446,0,0,0,0,0,0,0,0,0,0.114156662335095,0,0,0,0,0,0.0907217412642917,0,0.0197262930210406,0.0369290754408427,0,0.0316459649026254,0,0.0064934429521697,0,0,-0.0127307870092093,0
X601166.CH.EQUITY,0,0,0,0,0,0.203595839010748,0.146175445758383,0,0,0,0.0491628633474747,0,0,0,0,0.00664257000161922,0,0,0,0,0,0.0595725114561944,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0281011132666009,0,0.0112278513761005,0,0,0.010472994424936,0.00532905084613761,0,0,0,0,0,0,0,0,0,0,0.490956115782665,0,0
