,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.521315515360696,0,0,0,0.122291928565314,0,0,0.0509809409441064,0.0496730954468306,0,0,0.169707249794532,0,0,0,0.0361623473397152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253387316756469,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.138634403060837,0.271478163761634,0,0,0,0.0338878158062956,0,0,0,0,0.315411264194568,0.0930382603908345,0,0.0647108559674942,0,0,0,0,0.0462316376191538,0,0,0,-0.0474802338647295,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0677964509404708,0,0.000619680106312668,0,0,0,0,0.00177655256374375,0,0,0,0
X601939.CH.EQUITY,0.447415616432313,0,0,0.261894576486602,0.150683786089901,0.0226247096798957,0,0,0,0,0,0,0,-0.00268315270163145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197743419281107,0.109790448382466,-0.161667380714588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164325313754395,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.217173114208669,0.10383422281659,0,0.853528743760428,0,0,0,0.0685478025824495,0,0,0,0,-0.139272199695555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581166717384778,0.023794551207222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.286602149796372,0,0.0870505813057024,0,0,0,0.0761144394549405,0,0,0,0,0,0,0.166457057901124,-0.199465484577896,0,0,0,0,0,0.0397999084311575,0,0,-0.0248091520287587,0,0,0.0193550264584479,0,0,0.201132673328099,0,0,0,0,0.387259535600763,0,0,0,0,0,0,0.195666971206715,-0.141016876690588,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.297625967420742,0,0,0,0.152554334200558,0,0,0,0,0,0,0.0360664391885167,0.0940993408732235,0,0,0,0,0,0,0,0.0589652521077851,0,0,0,0,-0.187025860096893,0,0.102537835424603,0,0,0,0,0,0,0,0,0,0.049563324075798,0,0,0,0,0,0,0,0.0807874016365783,-0.070450810859534
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.102938574462724,-0.0483297694079627,-0.0362889709180783,-0.0137015150380584,0.0984307888768751,0,-0.107001738809348,0,0,0,0,0,0.516779442271636,-0.0425095318794678,0,0.0851265729988526,0,0,0.138091422315005,0,0,0,0,0,0.0284761602371075,0,0,0,0,0.0266769713598793,0,0.242977983897261,0,0,0.097078177079656,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234139307845183,0,0,0,0,0,0,0,0,0,0,0,0.141187430054786,0,0,0,0.0330989310723301,0,0,0,0,0,0.0353137919896193,0,0.0335086858060341,0,0.0234569428563538,0.285146929397649,0,0,0.176986330626298,0,0,0,0,0,0,0,-0.0556592678308451,-0.225479278147977,0,0.0773299525518213,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0318336405828729,0,0,0,0,0,0,0,0,0.132113477261499,0,0,0,0,0.409292054791981,0,0,0,0,0,0,0.00351382102767034,0,0,0,0,0,0,0,0,0,0,0.0655535596303838,0.182432724576261,0,0,0,0.190267114602851,0,0.0782427243780937,0.0490359655535638,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0055849536641562,0,0.414401366501342,0,0,0,0,0,0,0,0,0.412328554526831,0,0,0,0,0,0,0,0,0,0.0544856774847864,0.0493561771555388,0,0,0,0,0,0,0,0,0,0,0.0136743974379779,0,0,0,0,0,0.0925035262008103,0,0,0,0.229799966507707,0,0,0.062670690566962,0,0,0,0
