,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.602934327274509,0,0.0203054917970103,0,0,0,0,0,0,0.0991760549150229,0,0,0,0,0,0,0.121002377849075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196814331428976,0,0,0,0.0778600116524693,0,0.0461826623812404,-0.00130823459840341,0,0,-0.0116854658155963,0,0.0412584158051057,-0.0407330519502455,0,-0.0118038013764839
X601318.CH.EQUITY,0,0,0,0.118779230631565,0,0,0,0,0.0589417516306569,0,0,0,0,0,0,0,0,0,0.231198674186568,0,0,0,0,0,0,0.0383219200029773,0,0,0.0410755488968616,0,0,0,0.114086045599073,0,0,0,0,0,0,0.194654411885665,0.0755979968753783,0,0,0,0,0,0.0784581305715875,0,0,0,0
X601939.CH.EQUITY,0.151586986824821,0,0,0.293352196426662,0,0.269413758079924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750133336582254,0,0,0,0.086321545894257,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.0584101577403838,0,0,0,0
X601288.CH.EQUITY,0.0134762773331357,0,0.290133496684461,0,0,0,0,0,0,0.213817103406901,0,0,0,0,0,0,0,0,0.0506444366454806,0,0,0,0,0,0.0126957142246148,0.223365777007655,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0.0730819505079078,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0276174771559849,0,0,0,0,0,0.442182645496442,0,0,0,0,0,0.0320511254091887,0.111093962884218,0,0.160949429178291,0.091871350805393,0,0,0,0,0,0,0.159640668845222,0,0,0,0,0.120050499232673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.675350708260769,0,0,-0.135646177870925,0,-0.174126649464623
X601988.CH.EQUITY,0,0,0.103962824345315,0,0.0359006485496105,0,0,0,0,0,0,0.0602138339607953,0,0.0493578251132328,0,0,0,0,0,0,0,0,0.621048930607919,0.0185429611120133,0,0,0,0,0,0.10820075521737,0,0,0,0,0,0,0,0,0,0.0519625314658077,0,0,0,0,0,0,0,0,0,0.0903948218222273,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246896203552043,0,0,0,-0.023026920432246,0,0,0,0,0,0.0753475223225,0,0,0,0,0,-0.0077909301602462,0.70055893913629,0,0,0.0287380803816776,0.097549830159422,0,0,0,0,0,0,0,0,0,0,0,0.0667842044663806,0,0,0.049755463326068,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0431150587833404,0,0,0,0,0.261313352500129,0,0,0.170850885475063,0,0,0,0,0.0715636437367831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.162573905683963,0,0,0.0108859113984418,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457941963417997,0,0,0,0,0,0,0,0.152230624371125,0,0,0,0,0,0,0,0,0,0,0.369345304813606,0,0,0,0.215498902015958,0.064680575629408,0,0,0.0187902699470134,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0676041217760295,0,0,0,0.140842341615036,0,0,0,0,0,0,0.206912277965791,0,0,0,0,0,0,0,0.240683991269416,0,0,0,0,0,0,0.0772781350272408,0,0,0.00353095056021164,0.0355593441425266,-0.00737015152764395,0,0,0.011617479785879,0,0,0.23737159090543,0,0,0,0,0.0335491811659781,0,0,0.0140397863011937,0,0,0
X601166.CH.EQUITY,0.00485406407791108,0,0.21951286984195,0,0,0,0.16721491631482,0,0,0.0928120920126272,0,0,0,0.201401005586415,0,0,0,0,0,0,0,0,0,0,0,0.0915702560813591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899082448223043,0,0,0,0,0,0,0.00395800353092814,-0.0436476020498931
X11.HK.EQUITY,0,0,0,0,0,0,0,0.181204413958242,0,0,0,0,0,0,-0.0286723224890349,-0.0125093880043318,0.168547553859763,0.2552627217332,0,0,0.109284838475604,0,0,0,0,0,0.171222707711869,0,-0.0500386454048254,0,0,0,0,0.245979181639226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942444892501237,0,0,0
