,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.448300205035667,0,0.153430005246888,0.0206261405017684,0.00416613378250199,0,-0.0235546409942429,0,0,0,0,0,0,0,0.0483013798907451,0,0,-0.0622343734133366,0,0,0,0,0,0.0511279509709956,0,0,0,0,0,0,0,0,0,0.00735874229586821,0,0,0,0,0,0,0.0372301082446183,0.300890861208712,-0.0196996716208517,0,0,0,0,0,0.0152682091364114
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.00544104677596274,0,0,0,0,0,0.153842661025784,0,0,0,0.156626919927849,0,0,0,0,0,0,0,0,0.00477573668720372,0,0.127799941997248,0,0,0.0825096388201941,0,0.401074533541165,0,0.0316255241653604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0756090972353723,0,0.781950576288222,0,0,0,0,0,0.0384817013210834,0.0585342329605019,0,-0.0433279336795598,0.00710595897380242,0,0.0733649290593294,0,0,0,0,0,0.00279868073416543,0,0,0,0,0.0427028779034626,0,0,0,0,0,0,0,0,0.07707822785161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0846422181375238,0,0.953383782567821,0,0,0.00649707752866374,0,-0.0529770932325919,0,0.0184140169345265,0,0,-0.0377619813749525,0,0,0,-3.46944695195361e-18,0,0,0,0.017206831234779,0,0,0,0,0,0,0,0,0,0,0,0.0322258268243604,0,0,0,0,0.00501174897671104,1.73472347597681e-18,0,0,0,-0.0667097550744904,0,0,0.0511794817423219,0,0,0,0,-0.133749954190174,0
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0307009441465876,0.257064664776304,0,2.77555756156289e-17,0,0,0,0,0,0,0.401758162167164,0,0,0,0,0,0,0,-0.0437128976416609,0,0,0,0,0,0,0,0.156845134837828,0,0,0,0,0,0,0,0,0,0,0.103306489998003,0,0.224457376349176,0,0,0,0
X600036.CH.EQUITY,0.176575903050778,0,-6.93889390390723e-18,0.305081122009959,0,0,0,0,0,-0.0321876509574292,0,0,0,0,0,0.128915629828137,0,0.0812188428307605,0.0141315959050809,0,0,0,0,0,0,0.125722567577618,0,0,0,0,0,0,0,0,0,0,0,0.0622732115740678,0,0,0,0,0,0,0.0308683057483516,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0409652976572542,0,0,0,0,0,-0.0830748081473091,0,0,0,0,0,0,0,0,0,0,0.0149016934112529,0,0,0,0,0,0,0,0,0,0,0,0,-0.00338387229727857,0,0,0,0,0,0,0,0,-0.0303841453588086,0,0,0,-0.0254289203204217,0,1.00703360568506,0,0,0
X1299.HK.EQUITY,0,0.0283643885253882,0,0,0,0,0,0,0,0.19128357350277,0,0,0.178091779812861,0,0,0,0,0,0,0,0,0,0.316545345971751,0,0,0,0,0,0,-0.0553560029852588,0.0478739477027587,0,0,0,0,0,0.07291061927138,0.0718279551266594,0,0,0,0.163831778768447,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124707405377915,0,0,0,0,-0.191399702713153,0,8.67361737988404e-19,0,0,0,0,0,0.0743267504073017,0,0.360625584475279,0.0907855895979812,0,0,0,0,-0.072770095090886,0,0,0.207592109395892,0,0,0.0623622141583516,0,0,0.162338486545813,0.214779525212248,0.117401661700025,0,0,0,0.41260056428565,0,0
X388.HK.EQUITY,0,0.38833767461943,0,0,0.245350916455705,0,0,0.00100725318390953,0,0,0,0,0,0,0,0,0.0404456647809954,0,0,0,0,0,0,0,0.136756775126673,0,-0.0150497728512544,0,0,0,0,0,0,0,0,0,0,0.224656002584973,0,-0.141771057470667,0,0,-0.177942098507039,0,-0.14507953240694,0.31727911596233,0,0,0,-0.0622625306297141,0,0.0955035049556656
