,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.266077578659197,0.114359323573419,0,0.247992322831093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192883306718628,0,0,0,0,0.013121852733804,0,0.0201772210179282,0,0.0989099246380896,0,0,0,0.0927389257112319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.104977288070344,0,0,0,0,0.18172292879218,0,0,0,0.0338453657806781,0,0.212153757829448,0.0505823351808138,0.139850546146774,0,0,0,0.136071427975613,0,0.0206282267904175,0,0,0,0,0,0,0,0,0,0.0838268109860028,0,0,0,0.0503811047768617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.115553523934743,0,0,0,0,0,0,0.0830502505076218,0,0,0,0,0,0,0,0,0,0,0,0.050720289941529,0.366464042348081,0,0.155982606537983,0,0,0,0,0,0,0,0,0,0,-0.105361349857448,0,0,0,-0.0380036232443364,0,0,0,0,0,0.0696995621781014,-0.00546510852894725,-0.0601329661641188,0
X601939.CH.EQUITY,0.651785705721808,0.0437125264769935,0,0,0,0,0,0,0.190927372759776,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.128328120473141,0,-0.0350243455373874,0,0,0,0,0,0.128905439470985,0,0,0.0395945053498126,0,0,0,0,0,0,0,0,0,0.123766849989455,0,0.0176848919095574,0
X601288.CH.EQUITY,0,0,0,0.0955055359589265,0,0,0.375365851095582,0,0,0,0,0,0.0715341608906997,0,0,0,0,0,0,0,0,0,0,0,0.0214296147546644,0,0,0.0728315384036267,0,0,0,0.164489088300342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112071651759492,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.121807701549657,0.267694618311105,0,0,0,0.147286918581956,0,0,0,0,0,0.219001328367043,-0.194513929773766,0,0,0,-1.0842021724855e-19,0,0.0513100420917375,0,0,0,0,0.0527720591277238,0,0,0,0,0,0,-6.93889390390723e-18,0.17255383032389,0,0,0.0200391125717126,0,0,0,0,0.183813401137053,0,0,0,-0.0208311055844203
X601988.CH.EQUITY,0.258062575957393,0,0,0,0.356539358310246,0,0,0.0657690450787074,-0.0186618089917775,0,0,0.0307144067517737,-0.118786078915301,0,0.00460129360380707,0,0,0,0.162689685622189,0,0,0,0,0,0,0,0,0,0,0,0,-0.175110472605525,0,0.0773542637018942,0,0,0,0,-0.0980348315449034,0.0974701020312306,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.133841720763143,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137419069694782,0,0,0,0.216325599688379,0,0.0299788433207683,0,0,0.0369018311436501,0,0.0840045090031361,0,0,0,-0.0289083215743595,0,0,0,0.0834917536652623,0.309962323163768,0.00450876176914131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324726467810425
X5.HK.EQUITY,0,0.170263919649967,0,0.0816818477642821,0,0,0,0,0,-0.0774709908466687,0.0696949138560599,0.0735212060177232,0,0,0,0,0,0,0,0,0,0,0,0.242878321998776,0,0,0.149457194481212,0,0,0,0,0,0,0,0,0,0,0,0.232339916358444,0,0,0,0,0,0.113477750032965,0,0,0,0,0,0,-0.051584929928944
X388.HK.EQUITY,0,0,0,0,0,0.0360232998467087,0,0,0,0,0.117370733420227,0,0,0,0.0629160097449654,0,0.0631783243973528,0,0,0,0,0,0,-0.0063078934214756,0,0,0,0,0,0,0,-0.142795762523211,0,-0.291652188282134,0.27052952353234,-0.112635700460908,0,0.0610203847453975,0,0,0,0,0.0728053921476053,0,0.18390965239235,0,0.0135080855025017,0,0,0,0,-0.421831325601311
X601166.CH.EQUITY,0,0,0,0.0671901111397063,0,0,0,0,0,-0.118956462580282,0,0,0.474575139762833,0,0,0,0,0,0,-0.0179757524775209,0,0,0,0,0,0,0,0.17930999120565,-0.0729388370939821,0,0.053077736284436,0.0386990155508877,0.108886047977485,0,0,0,0,0.0407835437291085,-0.126634275659434,0,0,0,0,0,0.114076096306386,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0.391206803673964,0,0,0,0,0,0,0,0,0,0,0,0,0.0422216425455816,0,0,0,0,0.0493518569284367,0,0.152255857127278,0.277395461667059,0,0,0,0,0,0,0,0,0,0,0,0.132146575820727,0,0,0,-0.0945077553323002,0,0,0,0,0,0,0,-0.221157099087125
