,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.376392195400392,0.0130670474584006,0.034187279567186,0,0,0,0,0,0,0.253405710117012,0,0,0,0,0,0,0,0,0,0,0.113500900597931,0,0,0.064440108788448,0,0,0,0,0.00501153872244154,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293846243546391,0,0,0,0.0447468222505874,0,0,1.73472347597681e-18,0.00480491670424991,-0.146447713011584
X601939.CH.EQUITY,0.300455798000466,0,0,0.0399204019981401,0,0,0,0,-0.0505650640059789,0,0.187402736452619,0,0,0.10612478589728,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.217443773679838,0,0,0,0,0,0,0,0,0,0,0,-0.0329533217776865,0,0,0,0,0,0,0,-0.0111787887804833,0,0,0,0.143993402039214,0,-0.0456535543760487,0
X601318.CH.EQUITY,0,0,0,0,0.166802212760597,0,0,0,0,0,0,0.182171358857895,0,0,0.0183187129094365,0,0,0,0,0,0,0.0954827873487464,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0580491677357605,0,0,0,0,0.19703620807802,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.17660919756363,0,0,0,0.365806588021789,0,0,0,0,0,0.0401372322686965,0,0,0.0943587815104465,0,0,0,0,0,0.0652313360868966,0,0,0,0,0.0957997269845855,0,0,0,0,0,0,0,0,0,0.146850806769633,0,0,0,0,0,0,0,0.0113998698160749,0,0,0,0,0,-3.46944695195361e-18,0,0,0
X601988.CH.EQUITY,0,0,0,0.48422005821221,0,0,0,0,0,0.2591184314268,0,0,0,0,0,0.0704986862915652,0.0678560864613818,0,0,0,0.064926805936742,0,0,0,0,0,0.141117890022185,0,0,0,0,0,0,0,0,0,-0.616738499460472,0,0,0,0,0,0,0.0675329010502747,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0772147054696191,0,0,0,0,0,0,0.000872768531686607,0,0,0.190896643259367,0,0,0,0,0,0,0,0,0,0.273573719733244,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.282857033081599,0,0,0,0,0,0,0,0,0.0648346883793839,0.0539275072993215,0,0,0,0,0.0243823973533232,0.0891092585530958,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23624129308088,0,0,0,0.47973181303681,0,0,0,0,0,-3.46944695195361e-18,0,0.107385191636437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116677843313428,0,0,0,0,0.0458611139348823,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109232087621171,0,-0.299090608311516,0,0,0,0,0,0,-0.447390631118793,0.0741539523391159,0.746999753035136,-0.0100760012904662,0.649866858596369,0,0,0.0181630342191242,0,0,0,-0.151635304642102,0,0,0.37626664621752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0550877654701179,0,0,0,0,0,-0.0294287674001642,0,0.000678307533908754,0,0,-0.174230659292601,0,0,0,0,0.162359451643197,0,0,0,0.284095357631286,0,0,0,0,0,0,0.068447858137641,0,0,0,0,0,0,0,0,0,0,0,0.276241008099914,0,0,0,0,0,0,0.0329545202245436,0,0,0.122681944395383,0
X601658.CH.Equity,0,0,0,0,0.129338136420722,0,0,0,0,0,0,0,0,0.161797079327088,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.191709962035649,0,0.0909970524662423,0,0,0,0,0,0,0,0,0.160139141209209,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.415817629964042,0,0,0.0939756607987558
X601328.CH.EQUITY,0.17156590090334,0,0,0.461235461562287,0,0,0,0,0,0,0,0,0.0218548405162413,0,0.0409301580439059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156460524511133,0,0,0,0,0.0893729715624209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672109431273488,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.409199205189387,0,0,0,0,0.0675992289397634,0,0,0,0,0,0.0474268265148045,0,0,0,0,0,0,0,0,0,0,0,0,0.219145204837857,0,0,0,0,0,0,0,0,0,0,0,0,0.0545078507276582,0,0,0,0.0298517745990236,0.0607798542892441,0.115516592663303,0,0,0
X388.HK.EQUITY,0,0,0.27035845170345,0,0,0,0,0,0,0,0,0,0,0.034409118704665,0,0,0,0.0377195768918744,0.11651028010068,-6.93889390390723e-18,0,0,0,0.0447466654178106,0,0,0,0,0,0,0,0,0,0.0437987394071329,0,0,0,0,0,0,0,0,0,0,0.0508817958365833,0,0,0.0201561071074086,0,0,0,0
X600000.CH.EQUITY,0.301334504347571,0.0501941194347531,0,0,0.123624957596213,0,0,0,0.109405982635605,0,0,0,0,0,0,0,0.0300425241453737,0,0,0.053153764011461,0.0718251326762509,0,0,0,0,0,0,0,0.0272967713714921,0,0,0,0.0246197461057806,0,0,0,0,0,0,0,0,0,0.0545558399403259,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0217136811319723,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.112271575611011,0,0,0,0.465253264673952,0.0779418435788995,0,0.11773521469459,0,0.227435040062513,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26246187494649,0.0159553243108881,0,0,0,0,0,0,0,0,0.191500961676504,0,0.216611492399013,0,0,0,0.164308588263851,0.0766253560739427,0,0,0,0.114214685225998,-3.46944695195361e-18,0,0,0,0,0,0,-0.00525699172312414
X000001.CH.EQUITY,0,0,0.182820993910984,0,0,0,0,0,0,0.007216406142964,0,0.295774443317306,0,0,0.116319196249076,0,0,0,0,0,0,0,0.130779489463004,0,0,0,0,0,-1.73472347597681e-18,0,0,0.03956848106531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164678897656623,0,0
X16.HK.EQUITY,0,0,0,0,0.0301290046320937,0,0.315048919519861,0,0,0,0,0,0,0,0,0,0,0,0,0.225360869342062,0,0,0.0613789144716298,0,0,-3.46944695195361e-18,0,0,0.0514060554049574,0,0,0,0,0.0423411135942283,0,0.31435829139643,-0.0860128773728761,0,0,0.123984348119039,-0.119641773481381,0,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.13457648053106,0,0,0,0.119412751030049,0.125920719099378,0,0,0,0,0,0,0,0,0,0,0,0,0.301540863549593,1.0842021724855e-19,0,0.00204614568892897,0,0,0,0,0.213953651583856,0,0.00351141937276216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.106421216961641,0,0.0633494375845995,0.0103172174608449,0,0,0,0,0,0.222822209878307,0.0148530111974405,0,0.210450528736494,0,0,0,0.236965961380256,0,0,0,0,0,0,0,0,0,0,0,0,0.0850513915208064,0,0,0,0,0,0,0,0,0,0,0,0.0752615825019849,0,0,0.0551020926989537,0,0,0,0,-0.0364555659854106,0
