,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.412424250280629,0,0.228177141684507,0.0382936335720526,0,0,-0.104952849751894,0,0,0,0,0,0,0,0.0310402907671298,0,0,-0.0736483133575504,0,0,0,0,0.0318500073866723,0,0,0,0,0,0,0,0.0891477744150123,0,0,0,0,0,0,0,0,0,0.00223334812835522,0.408724984684752,0,-0.0450150603057125,0,0,0,-0.0745262005932807,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0131390047043869,0,0,0,0.0156850539967894,0,0.0798674641003172,0,0,0,0.208372375328625,0,0,0,0,0,0,0,0,0.127741999827695,0,0,0,0.080408468828182,0,0,0.376451139383091,0,0.0545251200445296,0,0,0,0,0,0,0,0,0,0,0,0.0494391200363877,0,0
X601939.CH.EQUITY,0,0,0,0.701618037414327,0,0,0,0,0,0.0685475653540366,0,0.277727979090463,0,-0.0347130431502152,0,0.0344582111510187,0,0,0,0,0,0,0.0357010230052167,0,0,0.00224210288309548,0,0,0,0.0032951214751219,0,0,0,0,0,0.0421878868701065,0,0,0,0,0,0,0,-0.0271407286312997,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.15142078898013,0,0.853979577802631,0,0,0,0,-0.0765056721520755,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0159341169258245,0,0,0,0.0377527574487357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285283275832949,0,0,0,0,0.0245758296358904,0,0,-0.144482086040996,0,0,0,0,0,0,0,-0.0507222863816032,-0.00306077649010049
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0898532906297254,0.179822169653305,0,0,0,0,0,0,0,0.0597034117145544,0,0,0,0.0927649175334334,0,0.0360527372159103,0,0,0,0,0,0,0.165793019300726,0,0,0.280120663393639,0,0,0,0,0,0,0,0,0,0,0,0.0215963546689756,0.0557739326612051,0,0,0,0
X600036.CH.EQUITY,0.241855138745668,0.0429046199652718,0.222412112594661,0,0,0,0,0,0,0,0,0,0,0,0,0.187765653988845,0,0.0187805928749376,0,0,0,0,0,0,0,0,0,0,0,0.215059207213162,0,0,0,0,0,0,0,0,0,0,0,0.00974392519403631,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.10377827436772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567502941132593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913616813306692,0,0,0
X1299.HK.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.129946149734966,0,0,0,0.0323941215095893,-0.0572946082411209,0,0,0,0,0,-0.133256784658682,0.295178334587083,0,0,0,0,0,0,0.0482036453196641,0,-0.14030741536193,0,0,0,0,0,0.0690590931407623,0.0455303952230326,0,0,0.0731576527389299,0,0,0.255006681495412,-0.0253554306292323,0,-0.00240775789912109,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.19649405952302,0,0,0,0,0,-0.0410681056896036,0,0,0,0,0,0,0.0397674340585516,0.302999372286242,0,0,0,0.0816315153666415,0,0,0,-0.15552151693898,0,0,0.0670840123869077,0,0,0.0860338432670486,0,0,0.308978088033119,0.114264595115982,0,0.0231946064482992,0,0,0.0505673253173688,0.00262341776065413,0
X388.HK.EQUITY,0,0,0,0,0.258564824899467,0,0,0.0696976594275429,0,0,0,0,0,0,0,0.0442837305485418,0,0,0,0,0.0608794252998976,0.286961362632344,0,0,0.0338707333528264,0,0.0544527235220792,0,0,0,0,0,0,0,0,0,0,0.088755968287251,0.255770658787836,0,0,0,-0.31881820613694,1.73472347597681e-18,0,0,0.108681327228374,0,0,0,0,0
