,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.416533196778934,0,0.221355646320683,0,0,0,0,0,0,0,0,0.0019842191513819,0,0,0,0,0.0314166755184659,0,0,0,0,0,0,0,0,0,0.0652801165441177,0,-0.101330626607156,0,0,0,-0.0153745941320593,0,0,0,0,0.0506600014709498,0,0,0,0.176733577646886,0,0,0,0,0,0,-1.73472347597681e-18,-0.023173370892399
X601939.CH.EQUITY,0.185221584259836,0,0,0.608531319845548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184939187812908,0,0,0,-0.00847294334717926,0,0,0,0.115072177373023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117352412622455,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0132847274641821,0,0,0,0,0,0,0,0.0865609993865702,0.290884520224222,0,0,0,0,0,0,0.139409473922333,0,0,0,0,0,0,0,0,0,0.0497657539547595,0,0,0,0.197920711738531,0.0686212841937151,0,0.0130977758409144,0,0,0,0.0185122099629095,0,0.0694953248518702,0,0,0
X601288.CH.EQUITY,0.0331527991920497,0.21863754055553,0.0492701911512226,0,0,0,0,0,0,0.120737048193548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171798405531968,0,0.204044606158996,0,0,0.107065275021703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.066423242790265,0,0.337025069063606,0,0,0,0,0,0,0,0.192529665739543,0,0,-0.0544513667121399,0,0,0,0,0,0,0.0532897735125729,0,0,0,0.321123272537304,0,0,0,-0.138665312623623,0,0,0,0,0,0,0,0.228655885837751,0,-0.0897069493819833,0,-0.339129304255258,0,-0.0439399898442457,0,0,-0.244211043742852
X601988.CH.EQUITY,0.115566247960883,0.0113814630497436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585064299115704,0.0354482855000649,0,0,0,0,0.0121848677773664,0.147909115043083,0,0,0,0,0,0,0,0,0.0618822305029294,0,0,0,0,0,0,0,0,0,0,0.0873825199242184,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0248282371842,0,0,-0.0228687044457373,0,0,0,0,0,0.072455104398391,0,0,0,0,0,0,0.721580537949344,-0.00801746082059775,0.0269778663982778,0,0,0.0987847614600393,0,0,0,0,0,0,0,0,0,0,-0.00128802249819527,0,0.0667645383399552,0.0579389139937366,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.267670842958333,0,0,0,0,0,0,0,0.20947750944326,0,0,0,0,0,0.0571182858564938,0,1.73472347597681e-18,0,0,0,0,0,0,0.0455431995758324,0.114441552400071,-0.0716053507463487,0,0.338069933507585,0.188219285257846,0,0,0,0,0,0,0,0,0,0,-0.075673189442381,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.217416334255647,1.73472347597681e-18,0,0,0.0305834012112424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504687146785544,0,0,0,0,0,0,0,0,0,0,0,0,0.403608631071101,0,0.233031312752442,0,0,0.0292895832333362,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,-1.73472347597681e-18,0.17109755383938,0,0,0,0,0.115255923437069,0,0,0,0,0,0,0.258946318277956,0,0,0,0,0,0,0,0.22697991183909,0,0,0,0,0.066244726948065,0,0,0,0,0.00607872292705406,-0.00589663733686853,0,0,0,0,0,0.201641409621095,0,0,0,0,0.00225675531244397,0,0,0,0,0.0285766832720311,0,0
X601166.CH.EQUITY,0.152191008171346,0.178007832520602,0,0,0,0,0.130055205735796,0,0,0.0310521483202281,0,0,0.0226879651503383,0.139613475873802,0,0,0,0,0,0,0,0,0,0,0.0710903668152084,0,0,0,0,0,0,0,0,0,0.00859441342229221,0,0,0,0,0,0,0.126597013669909,0,0,0,0,0,0,0,0,-0.047338722882969
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.0910693105206639,-0.16953591738193,0,0,0,-0.087523382211331,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170113611465365,0,0,0.218581854076602,0.158127926194559,0.168441168135594,0.255217779612305,0.356581530298409,-0.109597909587778,0,0,0,-1.38777878078145e-17,0,0,0.044733956206308,0,0,0,0,0.0515691893066354,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119162677110164,0,0.416263373575613,0,0,0,0,0,0,0,0,0.247432641465939,0,0.351579801911253,0,0,0,0,0,0,0,0,0,0,0,0,0.0798321843502114,0.185646350257424,0.0878970701933103,0.0456733677071891,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.171813347053207,0,0,0,0.326256914261804,0,0.103029109974566,0,0,0,0.0696077988328699,0,0,0.0455017458803752,0,0,0,0,0.0662586433969414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162813453935334,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.252693012267589,0,0,0,0.129767951050011,0,0.138580728180214,0,0,0,0,0,0,0,0,0,0.263303879919901,0,0,0,0,-0.269784553916765,0.2129657132632,0,0,0.167693316720576,0.553105485834981,0,0,0.0200958355807582,0,0,0,0.00815957202621809,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250696749082483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765186994885866,0,0.0235979057298126,0.0513762948617731,0,0.0463081538240464,0.721868305231107,0,0.0606831817235232,0,0,0,0.0188639050215784,0,0.0225743917722825,0.00975881702500302,0,0,0,0,0.10092902101844,0,-0.0534313880558653
X2388.HK.EQUITY,0,0,0,0,0.289080820505609,-0.459927895822887,0,0,0,0,0,0,0.0449688810854912,0,-0.131312164941388,0,0,0,0.315069572562926,0,0,0,0,0,0,0.21812822368244,0,0.187783801251229,0,0,-0.138860579622474,0,0,0,0,0,0,0,0.0133418453818684,0,0,0,0,0,0,0,0,0.197280385946636,0,0,0
X601601.CH.EQUITY,0.109954906321287,0,0.103232244308798,0,0,0,0.115159481855925,0,0,0,0,0,0,0,0,0,0,0,0.0434053412112646,0,0,0,0,0,0,0,0,0,0,0,-0.00792996100607163,0,0,0,0.079823077709158,0,0,0.055881881830869,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.24545271928692,0,0.0228508402897564,0
X388.HK.EQUITY,0,0,0,0,-0.035087921831452,0,0,0.287959773238036,0,0,-6.93889390390723e-18,0,0.0394616821719919,0.359633992959115,0,0,0.0152431333837181,0.145573290349944,0,0,0,0,0,0,0,0.178788951172472,0,0.164637300726988,0,0.0219938008677908,0.0843465548500702,-0.016539054080538,-0.0702775052478698,0,0,0,0,0.0158605083899841,0,0,0,0,0,0,0,0.149590234367792,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.109191106351057,0,-0.303751076364429,0,0.101432014066802,0,0,0,0,0,0,0,0,-0.319820389061078,0.108667706273852,0,0,0,0,0,0,0,0,0,0.0171378791975623,0.107530984920691,0.216472845770928,0,0.0993762844556098,0,0,0,0,0,0.406769949999578,0.119892993355471,0,0,0,0,0,0.490891121397029,0,0,0.000725082053823985,0,0
X688.HK.EQUITY,0,0.0790840149870758,0,0,0,0,0,0.163022868843973,0,0.0425187251404928,0,0,-0.026938848853501,0,-0.0277220568260377,0,0,-0.13564439724269,0,0.0189279430154653,0,0,0,0,0,0,0,0.411609144080141,0,0,0,0,-0.00766016604113783,0,0.131867121955652,0,0,0,0,0,0,0,0,0,0,0.0777789222348387,0,0,0,0,-0.0235564906999625
X601998.CH.EQUITY,0,0,0,0.115451414316637,0,0,0,0.0445641479182026,0,0.450974101919524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220789930823044,0,0,0,0,0,0,0.194140289506653,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.159720520894974,0.215458485004357,0,0,0,0,0,0,0.0691669010016346,0,0,0,0,0,0,0,0,0.0974046083822404,0,0,0,0,0,0,0,0,0,0,0,0.124552860926783,0,0,0.0132135247693499,0.258032899870617,0,0,0,0,0,0,0,0.0167594844526392
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322373494363109,0.066153385549842,0,0,0,0.0471421428879238,0,0,0,0,0,0,0,0,0,0,0.000897862680148475,0,0,0,0,0.70098684639406,0,0,0,0,0.0686274448015658,0,0,0,0.0625330339673212,0,0.015886283783267,0,0.039890223164171,0,0
X000001.CH.EQUITY,0,0.032987693461747,0.0581619708761126,0,0,0,0,0,0.100332426476072,0,0,0,0,0,0,0,0,0.142030804681062,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.00823172389100521,0,0,0,0,0,0.212913961262059,0,0,0,0.232075789024533,0.0398462209756481,0,0,0,0,0.00702965653590822,0,0,0
X2007.HK.EQUITY,0,0,0,0,0.00281031451011471,-3.46944695195361e-18,0,0.00681221220546734,0,0,0,0,0.0427420183988678,0,0,0,0,0,0.218524239487667,0,0,0,0,0,0,0,0,0.170785776969773,0.0998966473170747,0,0.0207382136557107,0,0.0517806070777754,0,0,0,0,0,0,0,0,0,0,-0.12944416268476,0,0.100156583319711,-0.0137707600534584,0.427744608808039,0,0,0
X601818.CH.EQUITY,0,0,0,0,-0.0218820604870402,0,0.190883361084542,0,0,0.266936207622745,0,0,-0.0994091505726927,0,0,0,0,0,0,0,0,0,0.414720923382071,0,0,0,0,0.170213448316703,0,0,0,0,0,-0.0311555361928049,0,0,0,0,0,0,0,0.0618537858433282,0,0,0,0,0,0,0,0,0
