,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,-2.77555756156289e-17,0.484863375620277,0.0899737264758441,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0816338421205254,0.0668146542400165,0,0,0,0,-0.143775069807321,0,0,0,0,0,0,0,0,0.024741202977405,0,0,0,0,0,0,0.0485248859494216,0,0,0,0,0,0,0,0,0,0,0.100369908553385,0.182411240543143,0.0392237948268772,0,0
X601318.CH.EQUITY,0,0,0.210127001976684,0.109194357665425,0,0,0,0,0,0,0,0,0,0,0.296311256463703,0.071049540363336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140467600597051,0,0,0,0,0,0,0,0.099704515110152,0,0,0,0,0,0,0,0.0238476133628049,0,0,0
X601939.CH.EQUITY,0.331715598411085,0,0,0,0,0,0,0,0,0,0,0,0,0.456196143534681,0,0,0,0,0.148651562057593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104676265227901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.347928914976332,0,0.0171047265137031,0,0.506047682794103,0,0,0,0,0,0.010543447254991,0,0,0,0,0.0488299631635743,0,-0.0318663446727745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000435194869230497,0,0,0,0,0,0,0,0.085745961725888,0,0,0
X601988.CH.EQUITY,0,0,0,0.109226692723115,0,0,0,0,0,0,0,0.499983685142902,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.020795350505019,0,0.00743195626598287,0,0,0,0,0,0,0,0,0,0.10477496667468,0,0,0,0,0,0.112231834035949,0,0,6.93889390390723e-18,0,0.0312898854321503,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.203828626104345,0,0,0,0,0,0,0,0.270027270605644,0,0,0,0.483780309407873,0.164369299922878,-0.600351618754818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.308321229627468
X600036.CH.EQUITY,0.0937124102848482,0.0304329697784772,0,0,0,0,0,0,0,0,0.156468297772797,0,0,0,0.0502167250764452,0,0,0,0.0729461760051275,0,0,0,0,0,0,0,0,0,0,0,0.107841038500517,0,0,0.239498652039825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213287280949164,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121495291750659,0.0260972394972711,0,0,0,0.0888974640749361,0.0843172354947865,0,0,0,0,0,0,0.0707797815846192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313060437272971,0,0,0
X601628.CH.EQUITY,0,0,0.264630786106568,0.0322125769505214,0.226387414957783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539740797576579,0,0,0.132113448008818,0,0,0,0,0,0,0,0.110452479019794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.265898797375256,0,0,-0.072586026398809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140599853695365,0,0.395206801959413,-0.360661302900505,-0.0739097060975906,0,0,0,0.84129132931285,0,-0.0553297972499686,0,0,0
X601166.CH.EQUITY,0,0,0,0.176879505022814,0,0,0.253579554737908,0,0,0,0,1.38777878078145e-17,0,0.141181575949051,0,0,0,-0.0235041635890889,0,0,0,0,0,0,0,0,0,0,0,0,0.281883464847632,0,0,0,0,0,0,0,0.139125856646314,0,0,0,0,0,0,0.0485720330701923,0,0,0,0,0,0
X601328.CH.EQUITY,0,-6.93889390390723e-18,0,0.255499722038305,0.201836795389247,0,0,0,0,0,0,0,0,0.176139290536006,0,0,0,0,0,0,0,0,0.279984810306769,0,0,0,0,0,0,0,0,0,0,0.0416164831957803,0,0,0.0471768493075736,0,0,0,0,0,0.0296007348738615,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.0671034383524119,0,0,0.0218968516215287,0,0,0.056822141200617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053000380414659,0,0.0223452538074124,0.546902480633588,0,0,0,0,0,0,0.114715986839618,0,0,0,0,0,0,-0.063736201818903,0,0,0,0,0,0,0.0141332093576643,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00352417697605826,0.435113595529339,0,0,0.0834295299640551,0,0,0,-3.46944695195361e-18,0,0,0.00463565678113221,0,0,0.0969141730354807,0,0,0,0,0,0,0.0141883060573803,0,0,0,0,0,0,0,0,0.0672905485063565,0,0,0,0.0442316545487317,0,0.267027084083624,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.132463402896781,0,0,0,0,0,0,0,0.134818357421408,0.0307331701287289,0,0.115287240931193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538865019636416,0.029405300757891,0,0,0,0,0,0.394269025403297,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0147695008625439,0,0,0,0,0,0,0.228382711533975,0,0.0171461973407438,0,0,0,0.0290358387111336,0,0,0,0.457292981468091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538622913115647,0,0,0,0.125746170951184,0,0,0,0,0,0.0730829110595493,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0.0788424704801768,-0.0484384590987101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417677734376826,0,0,0,0,0,0.296348389119189,0.47447256762538,0,-0.119727527609584,0,0,0.163540716925044,0.123900801936696,0,0,0,0.00366208885930221,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0.0689903095903333,0,0,0,0,0,0,0,0,0,0,0,0,0.0235007827319633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186496350354039,0,-3.46944695195361e-18,0.288911925379856,0,0,0,0,0.0142153593749606,0,0,0,0,0.178085351933652,0,0,0.14733995525424,0,0,0,0
X601319.CH.EQUITY,0.0069622302476244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131121874723441,0,0,0,0,0,0,0,0,0,0,0.0238375337103948,0.563315684132987,0,0,0,-6.93889390390723e-18,0,6.93889390390723e-18,0,0.168721265070192,0,0
X601601.CH.EQUITY,0,0,0.245108461665599,0.111515140092963,0,0,0,0,0.0550572256965941,0,0,0,0,0,0.0270242056650487,-0.0451628240447545,0,0,0,0,0,0,0,0,0,0.0365893402742726,0.0409841726810907,0,0,0.0226785812647577,0.178536354227755,0,0,0,0,-0.1049539542328,0,0,0,0,0,0.385442739802165,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0.0207107137183756,0,0.0485064431644684,0.139229583770127,0,0,0,0.0288704492071309,0,0,0,0,0,0,0,0,0,0,0,-0.0777080705035256,0,0.604820688186839,0,0.0102835080195374,0,0,0,0,0,0,0,0,0,0,-0.0241112067221355,0,0,0.263851198572875,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.123444219794416,0,0.142169431158522,0,0,-0.0753660588303403,0.0759501034560904,-1.38777878078145e-17,0,0,0,0,0.0411674695553955,0,0,0,0,0.949843488299575,0,0,0,0,0.138766254249076,0,0,0,0,0,0,-0.243732624495955,0,0,0,0,0,-0.15876402897082,0,0,0,0,0,-0.180264313287755,0,0,0
X600016.CH.EQUITY,0,0.133771549456169,0.130714387622826,0,0,0,0,0,0,0,0,0.159284006130661,0,0.0332989741018798,0,0,0,0,0,0,0.0182860716762431,0,0,0,0,0,0,0,0.131363713923552,0,0,0,0.0304454538372719,0,0.0799733293743807,0,0,0,0,0,0,0,0,0,0,0.122715705437856,0.194080240012304,0,0,0,0,0
