,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177429696493937,0,0,0,0,0.407938559572459,0,0,0,0,0,0,0,0,-0.0878354485146953,0,0,0,0,0,0,0,0,0,0,0,0.65735196633482,0,0,0,0,0,0,0,0,-0.00518553898434394,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.181309703656629,0,0,0,0,0,0,0,0.0282587352267266,0,0.0722593660537458,0,0.0587342958667247,0,0,0,0,0,0.136948047803946,0.0613533266571451,0,0,0,0,0,0,0,0.196063739685682,0,0,0,0.0479905819891986,0.186635110039414,0.00425292236283862,0,0,0.0728834068665419,-0.0325440271728471,0,0,0,0,0
X601939.CH.EQUITY,0.407188659776097,0,0,0,0,0,0,0,0,0.0224691552771033,0,0,0,-0.0599492644137066,0,0,0,0,0,0,0,0,0.120821493181012,0,0,-0.375500296569042,-0.0790126694564015,0,0,-0.053150512383853,0,0,-0.0935371308754533,0,-0.327884863184879,0,0,0,0,0.850902100161646,0,0,0,0.170542110937127,-0.135560876482897,0.1954954823529,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.293842148119878,0,-0.240245572333893,0,0,0,0.81732457770598,0,0,0,0,-0.132369277326454,0,0,0,-0.228208216192183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152481935804821,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.133392971182505,0.37418820181982,0,0,0,0.0471915783916347,0,0,0.187888198445444,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0259043801994491,0,0,0.0343909426089977,0,-0.122562270642517,0,0,0,0,0,0,0,0,0,0.0785384553474472,0,0,0.131264871910006,0,0,0,0,-0.184126059715751,0,0,0.135646605530082,0,0
X601988.CH.EQUITY,0,0,0,0,0.373757690394054,0,0,0,0,0,0,0,0,0.113638855678664,0,0,0,0.14290712676739,0,-0.0695548789965896,-0.0249212418788719,0,0,0,0.217661989394101,0,0,0,0,0,-0.334736595983235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357714025831266,0,0,0,0,0,-0.0415707723249444
X1299.HK.EQUITY,0,0,0,0,0.260547381413213,0,0,0,0,0,0,0,0,0,0,0,0,0.140095556154059,0,0,0.0212802052146261,0,0,0,0,0,0.0887683953491896,0.130762949144776,0,0.0897575019686465,0,0,0,0,0,0,0,0.321410989501804,0,0,0,0,0,-0.133634978214572,-1.73472347597681e-18,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.135933827283332,0,0,0,0,0,0,0,0.484919807135456,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.229636198131108,0,0,0,0,0,0,0,-0.00207037968902728,0.126575985026887,0,0,0,0,-0.211120221237569,0,0,-0.157141020633802,0,0,0,-0.00861266201371847,0,0,0.211356714026608,0,-0.0260022884266732,0,0,0,0,0
X601628.CH.EQUITY,0,0.277940753374094,0.0138249161680573,0.0533404581451768,-0.0935537722138279,0,0,0,0,0,0,0,-0.0134369326710838,0,0,0,0.242808691151588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149691374359064,0.0721154682626158,0,0,0,0,0,0.158353288667639,0,0.0747884014413881,0.0972402063705477,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.722756315831424,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.20772476531614,0,0,0,0,0,0.085457437594929,0,0,0,0,0,0,0,0,0,0,0,-0.0561593590252927,0,0,0,0.0186796909717342,0,0.051432237040113,0,-0.183782790814777,0,-0.0572497815228855,0,0,-0.0123582153374679
