,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.563645728157611,0.0480855672042082,0.0303045716982804,0,0.0664937717434524,0,0,0,0,0,0,0.0467500324954717,0,0,0,0.0178687426167768,0.0620528035374595,0,0,0,0,0,0.0686075284698785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.096484513916347,0,0,0,0,0,0,0,0,0,0,0.186039590614479,0.0406421094968501,0,0,0,0,0,0,0.0496986524428929,0.0902766118258607,0,0,0,0,0,0,0,0,0,0.168987809413582,0,0,0.328730507849055,0,0,0,0.0159587566323769,0,0.0274477227778214,0,0,0,0,0
X601939.CH.EQUITY,0.467068710589779,0,0,0.182795226905558,0,0.112365244835621,0,0,0,0.0168467645552854,0.135186588829833,0,0,0,0,0,0,0,0,0,0,0.00114482306977435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00509359282858938,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.436894753111002,0,0,0,0,0,0,0,0,0.176280363431825,0,0,0,0,0,0,0,0.127637765108076,0,0,0,0,0,0,0.0559524991418695,0.0424639252527949,0,0,0.0866092579483761,0.117988837813004,0,0,0,0,0,0,0,0,-0.0459768369610025,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.191432556964583,0,0,0,0,0,0,0,0,0,0,0.192316600415382,-0.164997766840907,0,0,0,0,0,0,0,0.389912431990658,0,0,0,0.085724191728741,-0.340480926201827,0,0,0,0,0,0.38147938347785,0,0,0,0,0,0,-0.0413802083193201,0,-0.353166253918844,0,0,0,0,-0.290575823200623
X601988.CH.EQUITY,0,0,0.284045419118587,0,0,0,0,0,0.0103782189855365,8.67361737988404e-19,0,0,0.0795933089959849,0.0871586235040576,0,0,0,0.0425432058396375,0,0,0,0,0,0.402031578893504,0,0,0,0,0,0.00726748771328558,0,0,0,0.135750686365022,0,0,0,0,0,0.0556909675677297,0,0,0,0,0,0,0.00150338998846354,0,0,0.0394866274165518,0
X600036.CH.EQUITY,0,0.0990691965182931,0,0,0,0,0,0,0,1.38777878078145e-17,0.100223123297185,0,0.289715407506059,0,0,0,-0.0542904157526151,0.00585000516615101,0.0957637927456106,0,0,0,0,0,0.347998965399228,0,0,0,0,0.0363947875852775,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034120336015932,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0114998242129116,0,0,0,0,0,0,0.107959358837046,0,-0.0644653528303304,0,0,0.249584359753563,0,0,0,0.0922968245084788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339364280251257,0,0,0,0
X601628.CH.EQUITY,0,0.0134685013751849,0,0.0035303394788201,0,0,0,0,0,0,0,0.0291992500077941,0.194500440985114,0,0,0.0228322102990917,0.0161932355191628,0,0,-0.0455119012472338,0,0,0,3.46944695195361e-18,0,0,0.243946809121749,0,0,0,0,0,0,0.25514561529986,0,0,0,0,0,0,0,0.129756236063804,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.141855823725784,0,0,0,0,0.00962612516257836,0.000939315726026513,0,0,0,0,0.112399965880675,0,0,0,0,0,0,0.0325996161648788,0.101829552662117,0.0188442950732337,0,0.0219094021447012,0,0,0.0784682690695064,0,0,0,0,0.112531461983773,0,0,0,0,0,-0.0217933011248288,0,0.164898168153606,0.224801682688198,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.103231950311525,0.0792356804635629,0,0,0.189973335648798,0.107548659254226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514357737844215,0.190235331081466,0,0,0,-0.00864050238912146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128455717063755,0,0,0,0,0.0517142129816933,0
