,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.288749892264539,0,0,0,0,-0.0518630468554217,0,0,0,0,0,0,0,0,0.121105905595436,0,0,0.142624113651363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19429669634031,0,0,-0.0576361319609041,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0499344051591689,0.00718868425454949,0,0,0,0.170256290896464,0,0,0,4.33680868994202e-19,0,0,0.525188378469797,0,0,0,0,0,0.0750649749354789,0,-0.101284703046537,0.0732763814167425,0,0.112161817133101,0,0,0,0,0,0,0.151435278312092,0,0,0.0239941038383336,0,0,0,0,0,0,0,0.0215847442469524,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.132717317875389,0,0.286123180841895,0,0,0.0642605343424359,0.0274659666760576,0,0,-0.122307420513122,0.027825454489221,0,0,0,0,0,0.0765877206884528,0,0.460009178434522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195332489238807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.106615244604315,0,0,0,0,0,-0.0223929334796867,0.280260435271613,0,0,0,0,0,0,0.0827200593305819,0,-0.183959426317496,0,0,0,0,0.0628470617183667,0,0,0.297432410665697,0.368126590680953,0,0,0,0,0,0,0,0,0,0,0.097171327210952,0,0,0,0,-0.0320814840035626,0
X601288.CH.EQUITY,0.16312605827056,0.0013454070753342,0,0,0,0,0.0936944253912104,0,0,0.0439503461644846,0,0,-1.73472347597681e-18,0,0,0.321730765177406,0,0,0,0,0.110325994206831,0,0.214961287860796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101078294017598,0,0,0,0,0,0,-0.0515440324206516,0,0.0269901632825092,0,0,-0.0481191289851899,0,0,0
X600036.CH.EQUITY,0.179177866152457,0.110236928829712,0,0.127032009888313,0,0,0.0264285600965032,0.0678638854934039,0,0,0,0,0.301272049686871,0,0,0,0,0,0,0,0,0,0,0,0.217457743588443,0,0,0,0.0487055314667969,0,0,0,0,0,0,0,0,0,0,0,0.0489915917025063,0,0,0,0,0,0,0,-0.0275014486816033,0,0,0
X601988.CH.EQUITY,0.126474651291752,0.212862144010637,0.0409886159240307,0,0.0711194665566333,0.256694314391078,0,0,0,0,0,0,0,0,-0.0149393509027261,0.18186002670343,0,0,0,0,0.179317674006542,0,0,0,0.0350019360781383,0,0,-0.0041293309547871,0,0,0.0909149220944092,0,0,0,-0.038259191898352,0,0,0,0,0,0,0,0,-0.149013301180541,0,0,0,0,0,0,0,0.0934163274660582
X1299.HK.EQUITY,0,0,0,0,-0.132570884888657,0,0,0,0,0.36029586586134,0,0,0,0,0,0,0,0.120078641107391,0,0,-0.0483681582859831,0,0,0,0.0477835986726133,0,0.346954766614575,0.127049715992885,0.0487302245138356,0,0,0,0,0,0,0,0,0.022763434894711,0,0,0,0.0517401673753782,0.0277520880563582,0,0,0,0,0,6.93889390390723e-18,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.121748770162586,0,0,0,0,-0.067127241942733,0,0,0,0,0,0,0,0,0.433525668435674,0.0842672816155891,0,0.0368995407822717,0,0,0.135638852394029,0,0,0,-0.00208302777055375,0,0,0,0,0,0.306911372888794,0,0.183707737664315,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.152342556581096,0,0,0,0,0,0,0,0,0,0,0,0,0.334163873456197,-0.00865310203259542,0.122403290997166,0,0.0195259434045082,0,0,0,0.234611143874613,0,-0.0513129027832137,0.351454149759925,0,0,0,0,0,0,0.0823898986930406,0,0,-0.424300578233841,0.127801211825517,0,0,0,0,0.201785459234498,-0.0124392043535945
X601658.CH.Equity,0.0901969235033803,0.076335600271874,0,0,0,0,0,0.110069656174403,0,0,0,0,0.0872732370952315,0,0,0.293474684423183,0,0,0.0511441439834542,0,0,0,0.0362722221931215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710708910996206,0,0,0,0,-0.113059620626166,0,0,9.91123383361284e-05,0.200437262368767,0.0381077635905237,0,0,0
X601166.CH.EQUITY,0.0169249066858248,0,0,0,0,0,0,0,0,0,0,0,0.0518275243850074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33402716154658,0,0,0,0,0.0427480211637422,0,0,0,0,0,0.0523342911221902,0,0,0,0.198189247987992,0,0.240659856402046,0.0111015558872589,0,0,0.0282622580913944,0
