,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.158634808848217,0,0,0.275025316019581,0,0,-0.0654700206887781,0,0.219680014329449,0,0,0,0,-0.0489571703561648,0,0,0,0,0,0,0,0,0,0,0,0.112394550273144,-0.101599259624787,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0391762096412257,0,0,0,0,0,0,-0.0649767279974814,0,0,0,-0.00697819094583283,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.18000142995316,0,0.0732413944568875,0,0.290058052657564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793646784990803,0,0,0,0,0,0,-0.274097058197156,0.251498312350885,0,0.00112279341670113,0.208416808860446,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.457098747594066,0,0,0.0459290055402373,0.10447415866686,-1.38777878078145e-17,0,0,0.0419632058759458,0,0,0,0,0.154009428778527,0,0,0,0,0,0.0283231525059211,0.132404803737347,0.0132907626318272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308248702597391,0,0,0,3.46944695195361e-18,0,0,-0.141866132616731,0,0,0,0,0
X601288.CH.EQUITY,0.350782560131681,0.0147505258078021,0.127090788618533,0,0.102775428893143,0.106490342974364,0,0,0.100256303221431,0,0,0,0,0,0,0,0,0,0,0,0.0490317715010239,0,-0.0204051244349317,0,0,0,0,0,0,0,0,0,0,0.0565640659360765,0,-0.0691486799069875,0,0.181212396212732,0.127969780779635,0.0469041571562558,0,0,0.0277813115648866,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.205119033881388,0,0.191930433606301,0,0,0,-0.250108345605295,0,0,0.118875046174401,0,0,0,0,0,0,0.0700119186588238,0,0.0520754162990633,0,0.597125045227055,-0.0499587362320137,0,0,0,-0.073737427296815,0,0,0,0,-0.023185008388807,0,0,0,0,0,0,0.0755784273505752,0,0,0.171451910039492,0,0,0,0,-0.036920603234856,-0.130626992290808,0,0,-0.249074567301705
X601988.CH.EQUITY,0,0,0.136656972918572,0.0776607037359691,0,0,-0.1567496240449,0,0.0100600306169069,0.253719766795612,0.152658277904872,0,0,0,0.0741574429417871,0,-0.193503000396018,0,0,0,0,0,0,0.590027228123394,0,0,0,-0.124058783346635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00798790359757808,0,0,0,0,0,0,0,0.0482481759144916,0
X600036.CH.EQUITY,0,0.0924538943603151,0,0,0,0,0,0,0,0,0,0,0,0.187021135650603,0,0.0831338966765836,0,0,0.043783439469744,0,-1.73472347597681e-18,0.0254092518664553,0,0,0,-0.0425203675348365,0,0,0,0,0,0.275287115738082,0,-0.0440091222131752,0,0,0,0,0,0.0586557085442537,0,0,0,0,0,0,0.268567133518558,0,0.157820180202541,0.136732576188074,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0645375392048899,0,0,0,0,0,0,-0.0651052704654436,0,0,0,0.0744426889339255,0.144300365835253,0,0.15939929233347,0.0787253153256397,0.114571979572695,0,0,0,0,0,0.17996952105742,0,0,0,0.035374598663728,0,0,0,0,0,0,0,0,0,0,0,0,0.0782405100131886,0,0,0,0,0
X601628.CH.EQUITY,0,0.0518137203541513,0,0.57185630780898,0,0,0,0,0,0,0,0,0.0328999116697005,0,0,0,0,0,0,0,-0.0452836422008119,0,0.0702143455952251,0,0,0.0286464291101298,0,0,0,0,0,-0.0866944348985061,0,0.1405724842092,0,0,0,0,0,0,0,0.063690598755743,0,0,0,0.0376333453432772,0,0,0,0,0
X601166.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0.155792083386497,0,0,0,0,0,0,0,0,0,0.254676884045332,0,0,0,0,0,0,0,0,0,0.034038633859682,0,0,0,0,0,0.505860322781101,0,0.185537238871255,0,-0.0692132194039208,0,0,0,0.197900957059822,0,0,-0.130054973262692,0,0,0,0,0,-0.01584740573096,0,0
X601328.CH.EQUITY,0,0.010738823242099,0.0298335409503805,0,0.0772453126253808,0.289635049680114,0,0,0,0,0,0.155720912482179,0,0,0,0.0137479957429274,0,0,0.0214094731758819,0.149539582982954,0,0,0,0.170560392076575,0.122896634975076,0,0.0100862393384227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809017533612882,0,0,0,0,0,-3.46944695195361e-18,0,0
X600000.CH.EQUITY,0.0120652760953862,0.122807528196437,0,0,0,0.0161112180314541,0.13061031644328,0,0,0,0.262028822501489,0,0,0.142611101456747,0,0,0,0,-0.0414032496101583,0,0,0,0,0.0784473918149349,0,0,0,0.201560650655158,0,0,0,0,0,0,0,0.124419335843602,0,0,0,0,0,0,0.009413659732024,0,0,0.0797936978875909,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0901329602238591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139963516086818,0,0,0.0415810371507627,0,0,0,0.040362188717922,0,0,0,0.0315072982713965,0.197723674641811,0,0.104221053645879,-0.0296656327392804,0,0,0,0,0,0.0282445243551496,0,0,0.232746705678642,0,0,-0.0213708055077815
