,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.14498416513804,0,0.0778763573797321,0,0,0,-0.0597464792654943,0,0,0,0.469781791359332,0,0,0,-0.081585048233141,0,0,0,0,0,0,0,0,0,0,0,0,0.0893789888666772,0,0,0,0,0,0,0,0,0,0.136432503768804,0,0,0,0.186051119065523,0,0,0,0,-0.00603854277475648,0,-0.0443310715476052,0,0
X601318.CH.EQUITY,0,0,0,-0.102186838093737,0,0,0,0,0.174002423669399,0,0.20538571572395,0,0.0853414579491064,-0.0827500249044444,0.0586145043548572,0,0,0,0,-0.0656730353439273,0,-0.0869786879296006,0,0,0,0,0,0,0,0,0,0,0,0,0.173598497339799,0,0,0,0,-0.195281202684557,0.356175294904246,0,0.18483960564424,0.185321842658976,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.218841779169035,-0.00416834601447616,0,0.279189521224024,0,0.0955357535639968,0,-0.0699612474670417,0,0,0,0,0,0,0.0960535647872443,0,0,-0.0226365611241728,0,0,0,0.0608866843398187,0,0,0,-0.0481001408148534,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.470591832804954,0,-0.0226646036537744,0,0.0236271004817926,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.386181946605686,0,0.187062104457741,0,0,0.213417661991406,0,0,0.0547653421548668,0,0,0,0,0,-0.0182334359190156,-0.0610054698603059,0.0448072991378853,0,0,0,0,0,0,-0.0629602137382587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101366150370362,0,-8.67361737988404e-19,0,0,0,0,0,0,0.220233180925063,0.0128785928296746,0,0
X5.HK.EQUITY,0,-0.125070900187647,0.0278994273755152,0.288943442196203,0,0,0,-0.252348339094526,0,0,0,0,0.147049865653359,0,0,0,0,0,0,0,0.543981486089203,0,0,0,0,0.305340849790414,0,-0.0111149726149469,0,0,0,0,0,0.0225604924056243,0,0,0,0,0,0,0,0,0,0,0,0,0.198606940090635,0,-0.0723445470758264,0,0,0
X601988.CH.EQUITY,0.1821325312103,0,0.241209022932496,0.0329238808917221,0,0,0,0,0.0728279942218325,0,0.125259574195223,0,0,-0.263010600987593,0,0,0,0,0,0,0,0,0,0.0558411323112587,0.217869754741469,0,0,0.0709999534771795,0,-0.0513290441275063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984841236733372,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0211157601715193,-0.0287020550130913,0,0.202384879892593,0,-0.0185992966573646,0.0184591118491307,0,0.39242267399944,0,0.221505641182588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127134748617715,0,0,0,0,0.0797133978803532,0,0,0,0,0.156676882486194,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0438993508357738,0.102013599772048,0,0,0,0.142059710188002,0,0,0,-0.132453752240323,6.93889390390723e-18,0,0,0.296900157099935,0,0.232121218597513,0,0,0.0821932012934923,0,0,0,0.149559567501089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0545102142080901,0.0664075372255635,0,0,-0.00794294886917398,0,0
X601628.CH.EQUITY,0.231885685311197,0.214699694488639,0,0,-1.73472347597681e-18,0,0,0,0,0.0456536829337033,0.0193763516101868,0,0,0,0,0.0435379417709488,0,0,0,0.0375038562599521,0,0,0,0,0,0,0,0.0598350133204539,0.0800940627250217,-0.057258993219655,0,0,0,0,0,0,0,0,-0.363831233987728,0,0,0.00891977051270223,0.228271631688289,0,-0.103869898641725,0,0.121933892078222,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043988223549793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
