,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.236257006319241,0,0,0.0871200259562969,0,0.238982987395512,0,0,0,0,-1.38777878078145e-17,0.128011821894312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381495246347101,0,0,0,0.0939244745832357,0,0,0,0,0,0.0225471046621288,0,0,0,0,0,0,0,0.106412222155562,0,0,0,0,0
X601318.CH.EQUITY,0.166446872780453,0,0,0,0,0,0,0,0.282458611188976,0,0,0,0,0,0,0,0.233092443382422,0,0.0535051027117191,0,0,0,0.105190514924708,0,0,0,0,0,0.0320200629806614,0,-0.0925552913645381,0,0,0,0.102041510629589,0,0,0,0,0,0,0.0651822641449946,0.0194995786880649,0,0.0537047524139653,0,0,0,0.0430163898112266,0,0,0
X601939.CH.EQUITY,0,0,0,0.282505625823227,0,0.0747344740519953,0,0,0,0,0,0,0,0.416035958444334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558719216784783,0,0,0.0735794022445321,0,0,0.00941902785355329,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.354624313001931,0,0.026516896712055,0,0,0.48713903214828,0,0,0,0,0,0,0,0,0.0301590891136451,0,0,0,0,0,0,0.0175793293308894,-0.0286254972304664,0,0,0,0,0,-0.000266135150588841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104882293908254,0,0,0,0.00350665475523197,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0.0668053712665207,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.612862389232511,0,0,0,0,0,0.403618030584994,0.0847840421306112,0,0,0.15550094595058,0,0,-0.0734605304035304,0,0,0,0,0.00385919598072583,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.375581445670061,0,0.000229500932937197,0,0,0,0,0,0,0,0,0.0950903603215243,0,0,0,0,0,0,0.0251965806158583,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.15978315330056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297322354458711,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.280080589078166,0,0,0,0.320085275463098,0.0712691597337634,0,0,0,0.152054344132088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115670433659575,0,0,0,-0.0532318090008609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335809488382265,6.93889390390723e-18,-0.00574669077690634
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378513291876522,0,0,0.0701660785742639,0.171049851639937,0.0133290041359525,0,0,0,0,0,0,0,0.273552215112191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.169291602457699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183493239810113,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.194887223083239,0,0,0,0,0.067678364312694,0,0,0.16395907764548,0,0,0,0,0,0,0,0,0,0,0.10821030685468,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.254262036242386,0,0,0,0,0,0.274624323870937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16622673743709,0,0,0,-0.14873608662773,0,0,0,0,0.746900374167981,0,0,0,0,0,0.25178451840185,0,0,0,0,0
