,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0.206095350700441,0,0,0,0.0365160116280697,0.654651068173343,2.2971094720001e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0913219606604305,0.0764754339793075,6.93889390390723e-18,0,0,0,0,0,0.114498918720402,0,0,0,0,-0.142191996150053,0,0,-0.214128716319133,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.152471514351334,0,0.0833843449036425,0,0,0,0,0.199101487321915,0.0256529785280289,0,3.46944695195361e-18,0,0,0,0,0.0676759111112157,0,0,0,0,0,0,0.0521181575369457,0,0,0,0,0,0,0,0,0,0,0.440788620251428,-0.0783710554293438,0.00766521295344894,0,0,0,0.0514939212913165,0,0,0,0,0
X601939.CH.EQUITY,0.201613341276853,0,0,0,0,0,0,0,0,0.00664944546933486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430201602202209,0,0,0,0,0,0,0,0.114846449409144,0,-0.0495255154415268,0,0,0,1.73472347597681e-18,0
X601288.CH.EQUITY,0,0,0,0,0.0503207496827249,0,0,0,0.0195046065932008,0,0.0390172695306803,0,0.0829014411989529,0,0,0,0,0,0,0.0116704282099227,0,-0.0356183565165166,0.365336244378238,0,0,0,0.112009134873173,0,0,0,0,0,-0.0444708145255606,0,0,0,0,0,0,0.211017344660681,0,0,0,0,0,0,0,0.0846997019155409,0,0,0
X5.HK.EQUITY,0,-0.134067330933777,0,0,0,0,0,0,0,0,0,0,0,0,0.0490353469625423,0,0,0.135426460481244,0,0,0.326478406483734,0,0,0.373504740644809,0,0,0,0,-0.248973313716238,0,0,0,-0.0238955709019469,0,-0.0206635499615113,0,0,0,0,0,0,0,0,0,-0.0558502056904446,0,0,-0.110430800886271,0,0.232794497296286,-0.0385236850556802
X601988.CH.EQUITY,0.162458722082901,0,0,0.394441930474447,0,0,0,0,0,0.0805409118781085,0,-0.00950522438098474,0.0675393997250348,0,0,0,0,0,0,0,0,-0.13191457471004,0.255315041977308,0,0,0,-0.0496728611656635,0.205779358178303,0,0,0,0,0,0,0,0.0561234183580761,0,0,0,0,0,0,0,0,0,0,0,0.0634089231824448,0,0.019854678132034,0
X600036.CH.EQUITY,0,0.557258861786709,0.064395295817129,0,0,0,0,0,-0.0975533982065547,0,0,2.77555756156289e-17,-0.198772287472874,0,0,0,0,0,0.0205038412181701,0,0,0,0,0,0,0.098637449407886,0,0,0.0741561378493956,0,0.252952276600614,0,0,0,0,0,0,0,0,0,0,0.210499738260998,0,0,0,0,0.0336707200258112,0,-0.0635738815260193,0.124045504524777,0
X1299.HK.EQUITY,0,0.0461070244601191,0,0,0,0,0,0,0,-0.102759140297689,0,0,0,-0.0701314016156589,0,0.0054180392815625,0,0.292823830859502,0.103476390904759,0.244156178874344,0,0.220093388691121,-0.207289376195313,0,0,0.16002147815486,0,0,0,0,0,0,0,0,0,0.0373170510495173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.136655683468367,0,0,0,0,0,0,0,0.0535711663589962,0,0,0,0,0,0,0.218937041112321,0,0,0.0955295640599925,0,0.0477002576079075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143885424089832,0,0.112108546689861,0,0.015434683604063,0,0,0,0,0,0,0,0.0628199021935516,0
X601166.CH.EQUITY,0.0584131119718713,0.00890789414108373,0,1.38777878078145e-17,0,0.265412495204682,0.100123301371875,0,0,0,0,0,0,0,0,0,0.623255896057558,0,0,0,0,-0.597868975099627,0,0,-0.0655840866661854,0,0,0.467607240562679,0,0,0,0,-0.0677483189759004,0,0.144461560340047,0.336984119368031,0,0,0,0,0,0,0,-0.116124199043743,0,0,0,0,0,0,0
