,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204294954085653,0,0,0,0.197888481227689,0,0,0,0.480522679296969,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154791924637719,0.492687304973968,0,0,0,0,0,0,0,0,0,0.101322817719247,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410117548877,0.0170719635402644,0.0860989219939333,0,0.0467052677173501,0,0,0,0,0.116175778221511,0,0,0,0,0,0,0,0,0,0.253836378462894,0,0,0,0.19923160415886,0,0.0208045999775447,0.0680855726591617,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.57665602690815,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0503469130370823,0,0,0,0,0,-3.03500530909841e-05,-0.0306230637568622,0,0,0.232681022745855,0,0,0.014860506739434,0,0,-0.100533502544309,-0.513373573078701,0,0,0,0,0,0,0,-0.140086537404597,0,0,0,0,0,0.543392976131417,0,-0.0870422691544274,0,0,0.171577509714371,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.292472081463657,0,0.22585424683951,0,0.640893552011728,0,0.0424698027594398,0,-5.55111512312578e-17,-0.0433996467730953,0,0,0,0,-0.0608823255775575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491978079024176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0592226415512892,0,0,0,0.172358623856514,0.368904141165496,0,0,0,0,0,0,0,0,0.0168136559535182,0,0,0,0,0,0,0,0,0,0,0,-0.20801671286231,0,0,0,0,0,0,0,0,0.120806010275628,0,0,0.298648152347741,0,0,0,0,0,-0.0881791528946306,0,0,0.0487521456458555,0,0
X601988.CH.EQUITY,0,0,0,0,0.306674903123425,0,0,0,0.114421256519014,0,0.108636912010042,0,0,0,0.149812882969409,0,0,0.0564769819748137,0,0,-0.0681651756024521,0,0,0,0.090312205699889,0,0,0,0,0,-0.24327163576246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972974987790646,0
X1299.HK.EQUITY,0,0,0,0,0.181644293995651,-0.0260465908683194,0,0,0,0,0,0,0,0,0,0.0810060416400638,0,0.138469306782793,0,0,0,0,0,0,0,0.0758598251362996,0,0,0,0.116699179210156,0,0,0.0656271496034058,0.0332820182160288,0,0,0.457517532514015,0,0,0,0,0,0,-0.18772416891302,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0489788864633277,0,0,0,0,0,0,0,0.502178466467261,0,0,0,0,0,0.0195487715942003,0.089401887937477,0,0,0,0.260580067500067,0,0,0,0,0,0,0,0.167655295927181,0,0,0,-0.243538592660026,0,0,0,0,-0.18425836105642,-0.0106350669179963,-0.0327937963692915,0,0,0,0.19108897897605,0,-0.0207438579839908,0,0,0,0.0561826932816929,0
X601628.CH.EQUITY,0,0.165863947902854,0,0.0737775000061961,0,0,0,0,0,0,0,0,0,0,0,0,0.139702176977979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.176079158389594,0.135550895185968,0,0,0,0,0,0.155542754026901,0.105934450978969,0.136139156035035,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0246315381729219,0,0,0,0,0.703162012767168,0,0,0,0,0,0,0,0,0,0,0,0,0.100102902523254,0,0,0,0,0,0.0135890692880837,0,0,0,0,0,0,0,0,0,0,0,-0.0281380554039191,0,0,0.0227671509383324,0,0,0,-0.154859951156622,0,0,0,0.0282510773303295,-5.42101086242752e-20
