,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.28790185162019,0.022021451236093,0.0337008137444365,0,0,0.43560450177151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101666950414156,0,0.0426256255982204,0,0,0,0,0,0,0,0,0,0,0.0794909086486723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.0978797822076778,0.0699113665836649,0,0.17175940047294,0,0,0.164916021313337,0,0,0,0.0921583771988575,0,0.109632834139815,0,0,-6.93889390390723e-18,0,0,0.267147867685928,0,0,0,0,-0.0107061440464935,0,0,0.124579254539868,0,0.113992909013238,0,0.0196596018299742,0,0,0,0,0,0,0,0,0.031640806206175,-0.149536946012065,0,0,0,0,0.0638055816313354,0,0,0,0
X601939.CH.EQUITY,0.454752227303891,0.131300038891359,0,0,0,0,0,0.243598838887005,0,0,0,0,0,0,0,0,0.0117067973505198,0,0,0,0,-0.137377024054746,0,0,0,0,0,0,0.159864873818477,0,0,0,0.117935459170429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117293927890198,0.159905935001615,0
X600036.CH.EQUITY,0,0,0,0,0,0.208739937108145,0,0.100493503776805,0,0,0,-0.0690371397588605,0.177439755672609,0,0,0.0770257558068196,0,0,0,0,0,0,0,0,0.0655357392793779,0,0.0898147117627623,0,0.0608249660987713,0.041762382342334,0,0,0,0,0,0,0,0.00552991401163745,0,0,0,0,0,0,0,0,0,0,0,0.38329795477127,-0.0489804941819427,0
X601288.CH.EQUITY,0,0,0.0631424814165969,0,0,0,0.0237197611196689,0.475547983530452,0,0,-0.0552944293826824,0.0695960590377379,0,0,0.0726238756176393,0,0,0,0,0,0,0,0.0697624832233471,0,0.00768607269779594,0,0,0,0.0922820312877796,0,0,0,0.0213919197118053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281903528978673,0.107281618681768,0,0,0
X1299.HK.EQUITY,0,0,-0.0796785701963461,0,0,0,0,0,0,0,0.120596961894291,0,0,0,0,0,0,0,0,0.175505747171237,0,0,0.178711545269126,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,1.73472347597681e-18,0.0183939228127204,0,0,0.18390320286063,0,0.080803687360112,0,0.178656742352144,0,0,0,0.143454441656625,0,0,0,0,0
X601628.CH.EQUITY,0.0495057253100997,0,0,-0.0131951676987482,0,0,0,0,0,0,0.00910149304320973,0,-0.0940698480592803,0,0,-0.227632498074382,0,0,0,0,0,0.186698933663057,0,0,0,0.137831961120811,-0.0653494891992656,0,0,0,0,0,0,0.0741631402941339,0.564299679340814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546773546783862
X601988.CH.EQUITY,0.0494267741762932,0,0.0906644717509357,0,0.358113707617327,0,0,0,-2.71050543121376e-20,0,0,0,0.213216699066445,0,0,0,0.141708374551797,0,0.0199576898592672,0,0,0,0.011708585342035,0,0.0251822779374782,0,0,0,0,0,0.122661003722878,0,0,0,0,0,0,0,0,0,0,0,0.00847713077402786,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123363896981889,0,0,0,0,0,0,0,0,0,0,0.0028307292001039,-0.0944919159248347,0,0,0,0,0,0,0.233898589859037,0,0.19021330550131,0.14020391637526,0,0,0,0,0,0,0,0,0.0600400707751705,0,0,0,0,0,0.197789695720852,-0.0632153040500047,0.0620981415505363,0,0.257921024063305,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0480301198522428,0.0604874461577491,0,0,0,0,0,0,0,0.0722327351698745,0.145930127869226,0,0,0.0806234751460469,0,0,0,0,0,0,0,0,0,0,0.159023619415217,0,0.384977064221091,0,0,0,0,0,0.0289264953517042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
