,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0332473139845888,0,0,0,0,0,0,0,0,0,0,0,0,0.508757140536498,0.758986895521705,0.0106772666669921,0,0,-0.110856973877589,0,0.218613183718392,0,-0.226726564398856,0,0,-0.32091943401983,0,0,0,0,-0.0453893214297833,-0.0585180525811229,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.212117578859615,0,0,0,-0.097272274995802,0,0,0,0,0,0.0954111809127929,0,0,0,0,0,0.00801332347060179,0,0,0,0,0,0,0.133897633620199,0,0.0897005808864689,0,0,0,0,0,0,0.198055025693495,0,0,0,0,0,0,0,0,0.232461060331625,0,0,0.0790131659321192,0,0.00325743442573045
X601939.CH.EQUITY,0,0,0,0.818260148216534,0,0,0.0288105596952939,0,0,0.0268286419293243,0,0,-0.0472721501393763,0,0,0,0.0668782773203537,0.0698230633424913,0,0,0,0.00569573336482009,0,0,0,0.0649634117376321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044261293363347,0,0,0
X601288.CH.EQUITY,0.0110894148459362,0,0.908223017300984,0,-0.0710385093751853,0,0,0,0,0,0,0,0,0,0,0,0,0.136450144039512,0,0,0,0,0,0,0,0.059008361769207,0,0,0,0,0,0,0.00179115659082554,0,0,0,0,0,0,-0.0805937964014594,0,0,0,0,0,0,-0.0211918109826638,0,0,0,-0.0552007431797155,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0079338991029984,0,0.182275287979787,0.203616497706197,0,0,0,0,0,0,0,0,0.0250822895146684,0,0,0,0,0,0,0.0299464352128753,0,0,0,0,0,0,0.499554444275577,0,0,0,0,0,0,0,0,0.0564168977576809,0.0386143392580219,0,0,0,0,0.164974678715062,0.234821662019198
X600036.CH.EQUITY,0,0,0.36275422505235,0,0,0,0,0,0.0218705717934992,0,0,0,0,0,0,0,0.142288774743034,0,0,0.00457668712189355,0,0,0,0,0,0.166213304018501,0,0,0,0.226737552108714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403282328283143,0.0226319985579718,-0.00297442817165656,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.00122177066350769,-0.145661282194674,0.0805766562714841,0,0.02766715619307,0,0,0,6.93889390390723e-18,0,0.0374704602325945,0,0,0,0,0,0,-0.0746020295415399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106111160565635,0,0,0.0105602046319082,0,0,0,0,0,0,1.0145434916771,0,0.0371469528992182
X1299.HK.EQUITY,0,0.092962948863011,0,0,0.176816618927251,0,0,0,0,0.250058840666111,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214900362691863,0,0.339823981734411,0,0,0.218152321456919,0,0.123361961670298,0.123323647215233,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.118813575463977,0,-0.0998352710193701,0.0138359775818836,0,0,0,0,0,0.096891580105437,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276955372044733,0,0,-0.257115827056755,0,0,0,0.197473796307607,0,0.129774526173789,0.183661909202044,0.359157539324107,0,0,0,0,0,0,0,0,-0.198317593213308,0,0,0.00800785417197621,0,0,0,0.0911931972457292,0,-0.0637603472706795,-0.111696121030164,0,0,0,0,0.179799983840486,0
X388.HK.EQUITY,0,0,0,0,0.332331941098488,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243450023103969,0,0,0,0,0,0.457299995461785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0728008902868843,0,-0.141869466748919,-0.0374753513122854,0.047430133289677,0.234201229402537,0,0,0.0175696240290543,0,-0.126483085813502,1.73472347597681e-18
