,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.132121712842804,0,0,0,0,0,0,-0.0138725783953718,0,0,0,0,0,0,0,0,0,0,-0.059812838311802,0,0.00217771198027096,0.524641198544304,0.389303282642387,0,0.198834554417828,0,-0.229053308037046,-0.0895854773183819,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582545177463646
X601318.CH.EQUITY,0,0,0,0,0,0.23966513476756,0,0,0,-0.0880744809298198,0,0,0,0,0,0,0,0.015049715650036,0,0,0,0,0,0,0,0,0,0,0,0.0651147661809938,0.191539449076094,0.027724834247619,0,0,0,0.217848682361797,0,0.123921000232927,0,0,0,0,0,0,0,0,0,0,0,0.0645660603466519,0,0
X601939.CH.EQUITY,0,0.00585727060274913,0,0.814254268875736,0,0,0,0,0,0.000204131260700147,0,0,-0.0315922544251726,0,0,0,0.0783719228553377,0.106260902031926,0,0,0,0,0,0,0,0.00630447258264928,0,0,0,0,0.0436636045333302,0,0,0,0,0,0,0.0450130838369514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.947330877906448,0,-0.0633747322880855,0,0,0,0,0,0,0,0,0,0.0108022021749035,0.0723923060006649,0,0,0,0,0,0,0,0,0,0.0293778376809037,0,0,0,0,0,0,0,0,0,0.0106454815753165,0,0,0.0336948583074687,-0.00784062788305885,0,-0.0994532244674176,0,0,0,0.0209333961845671,0,0,0,0,-0.0902579997555882,-0.0451487519262172
X601628.CH.EQUITY,0.00520605899791532,0,0,0,0,0,0,0,0,0.293447033099131,0,0.142295536983619,0,0,0,0,0,0,0,0.457023092687418,0,0,0,0,0,-0.0635677815792681,0,0,0,0,0,0,0,0,0,0,0,0.0546513145633145,0,0,0,0,0,0,0,0.0602358825935206,0.306367943501432,0,0,0,0,0.00439030451014613
X600036.CH.EQUITY,0,0,0,0.333184780903872,0,0,0,0,0.0722739590273373,-1.73472347597681e-18,0,0,0,0,0,0,0.150003601541278,0.11465510883291,0,0,0,0,0,0,0,0,0.126064191115563,0,0,0,0.137883808861085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420460314205347,0,0,0,0.0155110039211184,0,0,0
X601988.CH.EQUITY,0,0,0,0.00841188277888845,-0.13635983117734,0.0663370110807922,0,0.0545670618106715,0,0,0,-0.0136546800053009,0,0,0,0,0,0,0,0,-0.0356495696702501,0,-0.016104804343608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10692110462651,0,0,0,0,0,0,0,1.05480826412218,0,0.0200668019910842
X1299.HK.EQUITY,0,0,0,0,0.0756963395023431,0,0,0,0,0.105879675540217,0,0,0.0752539860546958,0,0,0,0,0,0,0,0,0,0.198497520024502,0,-0.141554469585101,0,0,0.0243885202129,0,0.217682795520679,0,0.2357627326488,0,0,0,0,0,0,0,0,0.200778823384466,0,0,0,-0.022819512910746,0,0.115861137471765,0,0.0245335824426531,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0211742088307697,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194205348302,0,4.33680868994202e-19,0,0.0337254501851433,0,0,0.224087956699767,0,0.485588965221352,0,0,0,0,0,0,0,0,0,-0.0557354549605699,0.0488852954328518,0,0,0,0,0.0062891202527032,0.0602312449164269,0,-0.167938206982142,0,0.0532423160875816,0,0.125136659116276,0
X388.HK.EQUITY,0,0,0,0,0.241239420936471,0,0,0,0.014950714574237,0,0,0,0,0,0,0,0,-0.360565923099811,0,0,0.134938219329139,0,0.573867213092107,0,0,0,0,0,0.185520308970645,0.139004812496741,0,0,0,0,-0.00534173719979977,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0867274843389787,0,0,0
