,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.481469567951271,0.0956862210089021,0,0,0,0,0,0,0,0,0,0.0588239930095974,0,0.0875182429661011,0,0,-0.148559519735575,0,0,0,0,0,0,0.00374250436418308,0,0,0.0284386933464064,0,0,0,0,0,0.0455618351159281,0,0,0,0,0,0,0,0,0,0,0,0.0797806831492885,0.185240096731156,0.0390669669564532,0,0
X601318.CH.EQUITY,0,0,0,0,0.189439757016692,-0.0102292285815777,0,0,0.150251043407983,0,0,0,0,0,0.0739057920813983,0,0.132886364974778,0.194248745608736,0,0,0,0,0,0,0,0,0,0,0,-0.0981996773048327,0.10343474305903,0,0,0,0.0575256902220516,0,0.141121019961412,0,0,0,0,0,0,0,0,0,0,0,0.0782041483833332,0,0,0
X601939.CH.EQUITY,0.258109383844721,0,0,0,0,0,0,0,0,0,0,0.162573472449488,0,0.365642042124586,0,0,0,0,0.0793474430330809,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021195062515941,0.0619482430618882,0,0,0,0.0161615654398611,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.339444478009461,0,0.0228980169747302,0,0.495862911915545,0,0,0,0,0,0,0.00432801320605382,0,0,0.0322918326769527,0,-8.67361737988404e-19,-0.023659967037234,0,0,0,0,0,0.00963329311391683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.104311215812896,0,0,0
X601988.CH.EQUITY,0.0902588372145132,0.0577563425204327,0,0,0,0,0,0,0,0,0.239399098670552,0,0,0,0,0,0.119741832701751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10240675497938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875697465499108,0,0,0,0.240143331985125,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.507865385094426,0,0.0757390876946383,0,0,0,0,0.40661459008295,0,0,0,0.682031455559572,0,-0.621557497978212,0.124066775947206,0,0,0,0,0,0,0,0,-0.130506520195346,0,0,0,0,0,0,0.0728985050878472,0,0,0,0,0,0,0,0,-0.25856375153661
X600036.CH.EQUITY,-1.73472347597681e-18,0,0,0.0607497906706624,0,0,0,0.0919270341683852,0,0,0,0,0,0,0,0,0.13540555070172,0,0.123025005704983,0,0,0,0,0,0,0,0.0550390185571249,0,0,0,0.190629603971295,0,0.229450124882709,0,0,0,0.0414195517331561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120816718729972,0.0260935916740378,0,0,0,0.0894208273792341,0,0.0835222368785995,0,0,0,0,0,0,0.0710146010004473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308888344595408,0,0,0
X601628.CH.EQUITY,1.73472347597681e-18,0,0.109797381378638,4.33680868994202e-19,0.368026891052276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273251397412696,0,0.140067207465306,0,0,0,0,0,0,0,0.149440257967587,0,0,0,0,0,0.0334046871942111,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.239454215180439,0,0,0,0,0,0.184488658629568,0,-0.0247051162268233,0,0,0,0,0,0,0,0.127162983332986,0,0,0,0,0,0,0.139186485801578,0,0,-0.0867842883402491,0,0,0,0,0,-0.102810927524997,0,0.790416602681623,0,0,0,0,0,0.298496208659809,0,-0.25839239104001,0,0,0
