,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.0969713654198997,0.404156870157556,0.0602468487634216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139148005813159,0,0,0,0,-0.0418640638661108,0.00552728944603597,0,0.0410401802684973,0.0649729291386766,0,0,0,-0.0828708148522581,0
X601318.CH.EQUITY,0,0,0.0341945775295192,0.0291675896930539,0,0.0424910721867365,0,0,0.111880926410777,0,0,0,0.0547743470452608,0,0,0.0493614075046651,0,0.13084809433142,0,0.162854031719548,0,0.114701508071361,0,0,0,0,0,0,0,0,0.13508458552861,0,0,0,0,0,0,0.125082564287602,0,0,0,0,0,0,0,0,0,0,0,0.0485809015322703,0,0
X601939.CH.EQUITY,0,0,0,0,0.0944313954514659,0,-0.0301533120383258,0,0,0,0.0974118489165059,0,0,0,0,0,0,0,0,0,0.00806209580786864,0,0.619532131812351,0,0,0.151634975932334,0,0.099277543555737,0.0183102672614521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0920535966619184,0,0,0,0,0.206923392781926,0.0983927115237617,0,0,0,0,0.158453770269985,0,0.04897031541787,0,0,0,0,0,0,0,0.259597562020093,0.217450092292824,0,0,0.0307281538428874,0,0,0.0455327036676313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.13885301686913,0,0,0.0737317808786935,0,0.395791618870738,0,0,0,0,0,0,0,0.0632798558513519,0,0,0,0,0,0,0,0,0,0,0,0,0.151667354155137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250267936433592,0,0,0,-0.0716886557429877
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161973904953232,0,0,0,0.0382777971841544,0,0,0.164260736738587,0,-0.131410011425024,0,0,0,0,0,0,0,0,0,0.628159315944343,0,0,0,0,0,0,0,0,0,0.0789510415527858,0,0,0,0,0,0,0,-0.0191915196970749
X1299.HK.EQUITY,0,0,-0.129871119643889,0,0,0,0,0,0,0,0,0.127375677504125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852063574945565,0,0,0,0.128472139051759,0,0.0392807090430141,-1.73472347597681e-18,0,0,0,0,0,0.168338714746851,0,0.0462521559740264,0.278505512116511,0.0912492554659291,0.157477716076082,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.158693491622072,0.760862747643372,0,0,0,0,0,0,0,0.0131421274204697,0,0,0,0,0,0,0,0.0904167794845035,0,0,0.153638458571945,0,0,0,0,0,0,0.101354995136996,-0.132480369879951,0.0290404595513591,0,-0.00680837594128434,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00937414390299384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131370089650538,0,0,0,0,0.0846607595435177,0,0.176221578898133,0.0153710060685527,0,0,0,0,0,0,0,0,0,0,0,0.337356230091887,0,0,0.162223014148191,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0469452223694605,0.0604897227341793,0,0,0,0,0,0,0.0588775960109683,0,0.142479767218512,0,0.0844865197558704,0,0,0,0,0,0,0,0,0.170181175984411,0,0,0,1.73472347597681e-18,0.385422598580064,0,0,0,0,0.0286607804726128,0,0,0,0,0,0,0,0,0,0,0,-0.00457691104541026,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0.234727320705087,0.00954170437055873,0,0,-0.109222994846649,0.226674577654821,0,0,0.183192442827959,0,0,0.18208898634187,0.3769097410266,0,0,0,0,0.109980489378219,0,0,0,0,-0.108390396036918,0,0.0338123135563817,0,0,-0.399094940649277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051597449232699,0,0
X388.HK.EQUITY,0,0,-0.0523092024021242,-0.111706669295156,0,0,0.126966029622433,0,0,0,0,0,0,0.054232812301957,0,-0.148037798473211,0,0,0,0,-0.0814885480280418,0.512228629990612,0,0,0,0,0.239329392292876,0.00883168440504486,0,0,0,0,0,0,0,0,0,0,0.0943777731254495,0,0.157745226106356,-0.0790881602407806,0,0,0,0,-0.0679210871681936,0,0,0,0.134487912281306,0
X000001.CH.EQUITY,0,0.224189140071172,0,0,0.0216900062617603,0,0,0.120409596567981,0,0.429784233738673,0,0.0549880210345374,0,0,0,0,0,0,0,0,0,0,0,0.515839145474223,0,0,0,0,0,0,-0.0807105947957279,-0.0524735205396079,-0.100775451052143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106245625454557,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0191123474908385,0,0,0,0,0,0,0.423398914926709,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.170472450551925,0.114864600067661,0.00488808841143714,0,0,0.195319578566076,0,0,0,0.0589047312632909,0.0684255387768666,0,0.0562981839761921,0,0,0,0
X000002.CH.EQUITY,0,-0.0439587971149814,0,0.131679028287962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196081881010176,0,0,0,0,0.53582842255465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0452509745299591,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0206700098251399,0.256521255587698,0,0,0,0,0.204509552048917,0,0.141956635242101,0,0,0,0,0.185164784750905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116702712377323,0.0523059090358335,0,0,0,0
X601328.CH.EQUITY,0,8.67361737988404e-19,0,0,0,0,0.0673713194707918,0,0,0,0.105930863766899,0,0,0,0,0.0593370268709396,0,0.337892012058705,0,0,0,0,0,0,0,0.23759994502241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340042416158067,0,0,0,0
X600000.CH.EQUITY,0,0.0606152586578558,0,0.114656386929773,0,0,0,0,0,0,0,0,0,0,0,0,0.47721153424017,0,0,0,0,0,8.67361737988404e-19,0,0.0248976565622637,0,0,0,0.0160538986160755,0,0,0,0,0,0,0,0,0,0,0,0,0.0218359314246979,0,0,0.0798052167106462,0,0.0429288937928798,0,0,0,0,0
