,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0875217094184709,0.0367441760751528,0,0,0,0,0,-0.0093594885971606,0,0,0,0,0,0,0,0,0,0,-0.157201175652061,0,0.0284267946836701,0.635710752308296,0,0.495232700915082,0,-0.288710935665269,-0.118026551260378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825478741114334
X601318.CH.EQUITY,0,0,0,0,0,0.24159200092259,0,0,0,-0.0463982754285984,0,0,-1.73472347597681e-18,0,0,0,0.0588817590501468,0,0,0,0.0383429628162148,0,0,0,0,0,0,-8.67361737988404e-19,0.12961582434115,0,0.148880055671748,0,0,0,0,0.191664456366696,0.11281237049436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00796601540161087
X601939.CH.EQUITY,0,0.0241337582995185,0,0.789345429631815,0,0,0.00710824787330168,0,0,0.043158450454809,0.0716460865107283,0,-0.0589252306671956,0,0,0,0.0688231869172294,0,0,0,0,0.00121547606392067,0,0,0.0407661621454261,0,0,0,0,0,0,0,0,0,0,0,0.111681223194028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301633289824546,0
X601288.CH.EQUITY,0.0446941270876663,0,0.955225577613094,0,-0.0303141839207405,0,0,-0.102001625653454,0,0.0355865316637633,0,0,0,0,0,0.0248011680077665,0,0,0,0,0,0,0,0,0.0799222491730637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251507477768278,0,-0.0885852245725472,0,0,0,0,0.000408641186618861,0,0,0,0,-0.103094246860912,0
X601628.CH.EQUITY,4.33680868994202e-19,0,0,0,0,0,0,0,-0.0843615027798205,0.243115896727122,0,0.31068666492961,0,0,0,0,0,0,0.313682475259577,0,0,0,0,0,-0.107905765934565,0,0,0.018033788514089,0,0,0,0,0,0,0,0,0.221343337469735,0,0,0,0,0,0,0,0,0.149431029530372,0,0,0,0,0,0.0434324237717101
X600036.CH.EQUITY,0,0,0,0.329942585626855,0,0,0,0,0.0590922785699323,0,0,0,0,0,0,0,0.0298546433616226,0.172977603766303,0,0,0,0,0,0,0,0,0,0,0.0452069146152161,0.182062214243676,0.103610550887968,0,0.0147043803650291,0,0,0,0,0,0,0,0,0,0,0,0.0387452949704797,0,0,0.0250279386631553,0,0,0,0
X601988.CH.EQUITY,0,0,1.38777878078145e-17,0.068513828665335,0,0,0,0,-0.0537028825018659,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0715426167807965,0,0,0,0,0.00240901366224241,0,0,0,0,-0.0224728959724857,0,0,0,0,0,0,0,0,0,0,0,-0.133087854786624,0,0.998087891711352,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.00848972796127306,0,0,0,0,0.190375398190278,0,0,0,0,0,0,0,0,0,0,0,0,0.309062203194677,-0.0189177851675529,0,0,0.0677120641027872,0,0,0,0,0,0.213970799201779,0,0,0,0,0.0567910218819207,0.070622929984825,0,0,0.0649515907566672,0,0,0,-0.0368552256236721,0,0,0,0.113490668950213,0,-0.0489263749685919
X5.HK.EQUITY,0,-0.050440515813262,0,0,0,0,0,-0.0584762958195366,0,0,0,0,0,0,0,0,0,0,0,0,0.0236176552534378,0,0,0,0,0,0.428386080751332,0,0,0,0,0,0,0,0,0,0,0,0,-0.0749011760156441,0,0,0,0.0572750980772398,0.038975617220866,0,0,0,0,-0.269606668755497,0.209233618111664,0
X388.HK.EQUITY,0,0,0,0,0.251029681051941,0,0,0.00185588719891915,0,0,0,0,0,0,0,0.118502351385602,-0.185264443264979,0,0,0,0.0448919659231316,0,0.326890220243526,0,0,0,0,0.265635948095925,0,0,0,0,0.0474513235077195,0,0,0,0,0,0,0,0,0.224974094705138,-0.00550440637270363,0,-0.0997101586877936,0,0,-0.244990038110957,0,0,0,0.0707279386073301
